gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,tier,z_track_b,p_track_b,q_track_b,p_combined
RDH8,705,315,39.612091064453125,0.002539312,-0.4032619005535309,0.6566222167189006,0.9048577350663832,12277,0,4,0.0017977757,12563,12277,0.0016781241,0.0022473792,0.0025197766,-0.000993045,0.00022583635,Background,-0.4032619005535309,0.6566222167189006,0.9048577350663832,0.6566222167189006
ELOF1,729,83,10.0927152633667,0.002711025,-0.4032831245844313,0.6566300226292187,0.9048577350663832,12278,0,3,0.0017569871,12877,12278,-0.00038594523,0.003351037,0.004617912,-0.0028043436,0.0012833737,Background,-0.4032831245844313,0.6566300226292187,0.9048577350663832,0.6566300226292187
MYDGF,683,183,41.47283172607422,0.002369852,-0.40337442521065764,0.656663600997643,0.9048577350663832,12279,0,2,0.0016482974,13763,12279,0.06477828,-0.11252301,0.053852342,-0.0007887166,-1.9755264e-05,Background,-0.40337442521065764,0.656663600997643,0.9048577350663832,0.656663600997643
CACNA2D3,624,1105,41.39622497558594,0.0018775588,-0.4035248615779398,0.6567189254974362,0.9048602784541222,12280,0,3,0.0022152457,9448,12280,0.0038579963,0.044991538,-0.07653969,-0.0010134992,0.032902017,Background,-0.4035248615779398,0.6567189254974362,0.9048602784541222,0.6567189254974362
TSPAN1,728,251,35.40964889526367,0.0026822588,-0.4039784093993832,0.6568857019789304,0.9049107547989879,12281,0,4,0.0021680705,9762,12281,0.0011397777,0.0032184455,0.0031942097,-0.0033066487,0.0017519258,Background,-0.4039784093993832,0.6568857019789304,0.9049107547989879,0.6568857019789304
TMEM196,732,183,41.71759796142578,0.0027054735,-0.40413030788205495,0.6569415505491141,0.9049107547989879,12282,0,3,0.0017904316,12630,12282,-0.00023470726,0.0034285896,0.006897432,-0.005313416,0.0012717247,Background,-0.40413030788205495,0.6569415505491141,0.9049107547989879,0.6569415505491141
MRPS16,715,145,40.13213348388672,0.0025808953,-0.4042612934306085,0.6569897073005087,0.9049107547989879,12283,0,4,0.001881303,11839,12283,0.0011340324,0.0034006205,0.0034761052,-0.0025938228,0.00035412048,Background,-0.4042612934306085,0.6569897073005087,0.9049107547989879,0.6569897073005087
HSPB8,716,207,37.01652526855469,0.0025859117,-0.40433121222406115,0.6570154118554608,0.9049107547989879,12284,0,4,0.002042806,10579,12284,0.0007223063,0.0021340337,0.004057451,-0.0029870989,0.0018555801,Background,-0.40433121222406115,0.6570154118554608,0.9049107547989879,0.6570154118554608
PHF24,725,445,41.69697189331055,0.0026446176,-0.4045061365893217,0.6570797168893426,0.9049107547989879,12285,0,4,0.0019113123,11556,12285,0.00037831347,0.0029712967,0.0045435103,-0.0031616408,0.0011820662,Background,-0.4045061365893217,0.6570797168893426,0.9049107547989879,0.6570797168893426
CNTNAP3C,454,541,41.14836502075195,-6.161981e-05,-0.40465970918230854,0.6571361689147118,0.9049107547989879,12286,0,2,0.0016491621,13744,12286,-0.0785865,0.052568927,-0.029625677,-0.019396156,0.0749016,Background,-0.40465970918230854,0.6571361689147118,0.9049107547989879,0.6571361689147118
GALNT8,450,504,43.504398345947266,-0.000119477394,-0.40467364676826234,0.6571412920833535,0.9049107547989879,12287,0,3,0.0014409989,15292,12287,0.042772483,-0.03983988,0.0012372863,-0.0044370564,3.7497824e-11,Background,-0.40467364676826234,0.6571412920833535,0.9049107547989879,0.6571412920833535
H2AZ1,698,128,19.69980239868164,0.0024395206,-0.4047882408760852,0.6571834134143004,0.9049107547989879,12288,0,3,0.002119476,10058,12288,-0.066326536,0.0023552512,0.023685597,-0.0019825622,0.047723196,Background,-0.4047882408760852,0.6571834134143004,0.9049107547989879,0.6571834134143004
SPATA32,537,595,39.912818908691406,0.00096395856,-0.40519148217205825,0.6573316171914302,0.9050411720139148,12289,0,3,0.0016311414,14111,12289,0.06500909,0.01892332,3.7252903e-09,-0.001032481,-0.08074446,Background,-0.40519148217205825,0.6573316171914302,0.9050411720139148,0.6573316171914302
ADAP1,576,376,32.083412170410156,0.0013671208,-0.40541109619660154,0.6574123220250183,0.905063781796452,12290,0,2,0.0015177168,14937,12290,-0.027777676,0.0,0.0028268471,-0.0011936976,0.029201504,Background,-0.40541109619660154,0.6574123220250183,0.905063781796452,0.6574123220250183
SSBP4,659,371,38.30569076538086,0.0021117711,-0.40552729444020247,0.6574550202163234,0.905063781796452,12291,0,4,0.0022271196,9374,12291,0.04349091,0.0018369039,0.019701015,-0.06052366,0.00021688265,Background,-0.40552729444020247,0.6574550202163234,0.905063781796452,0.6574550202163234
OCM,688,109,40.63966751098633,0.002334631,-0.405721718764521,0.6575264588531202,0.9050717698731325,12292,0,3,0.0016146807,14404,12292,-0.00022041611,0.002813363,0.0038779224,-0.0018394226,0.00058894977,Background,-0.405721718764521,0.6575264588531202,0.9050717698731325,0.6575264588531202
GPX2,724,191,34.886539459228516,0.0025941245,-0.4058935513138561,0.6575895917513139,0.9050717698731325,12293,0,3,0.0015928887,14573,12293,-0.00028633513,0.0019903902,0.004902231,-0.0013801586,0.0005745068,Background,-0.4058935513138561,0.6575895917513139,0.9050717698731325,0.6575895917513139
RNF122,721,155,36.667083740234375,0.0025697711,-0.4059906757865635,0.6576252742503801,0.9050717698731325,12294,0,4,0.0017015894,13325,12294,0.00012909714,0.0020247488,0.0055316994,-0.0026966454,0.0007572826,Background,-0.4059906757865635,0.6576252742503801,0.9050717698731325,0.6576252742503801
FAR1,721,523,41.387413024902344,0.0025572318,-0.4063912666551611,0.6577724322059125,0.9050717698731325,12295,0,4,0.0020030276,10846,12295,0.0011376999,0.002095115,0.0037061763,-0.0022498444,0.0010290053,Background,-0.4063912666551611,0.6577724322059125,0.9050717698731325,0.6577724322059125
CCL24,624,159,40.59431457519531,0.0017871609,-0.4063935120200382,0.6577732569782515,0.9050717698731325,12296,0,3,0.0017736093,12760,12296,-0.03343462,0.0019827879,0.03787121,-0.0036059632,0.0011827983,Background,-0.4063935120200382,0.6577732569782515,0.9050717698731325,0.6577732569782515
ASCL3,714,185,41.251766204833984,0.0025018244,-0.4065556694729996,0.6578328190186141,0.9050717698731325,12297,0,3,0.0017560187,12885,12297,-0.0008111363,0.0022715654,0.0028243735,-0.001259367,0.0025688112,Background,-0.4065556694729996,0.6578328190186141,0.9050717698731325,0.6578328190186141
EVL,648,429,41.75260925292969,0.0019787352,-0.4068686827402034,0.6579477807891722,0.9050717698731325,12298,0,4,0.0026248873,5767,12298,0.01370997,0.047965232,-0.08393864,0.026405904,0.0002821311,Background,-0.4068686827402034,0.6579477807891722,0.9050717698731325,0.6579477807891722
TPH2,706,497,38.94293594360352,0.002429239,-0.40700987767788765,0.6579996332891729,0.9050717698731325,12299,0,3,0.0016959483,13375,12299,-0.0007803589,0.0016042078,0.004266225,-0.0013296464,0.0016715117,Background,-0.40700987767788765,0.6579996332891729,0.9050717698731325,0.6579996332891729
IL2,722,181,40.95966720581055,0.0025416163,-0.40711764303348014,0.6580392070876251,0.9050717698731325,12300,0,4,0.0017821942,12690,12300,0.00023250328,0.0031979976,0.004132458,-0.0026618587,0.0007821303,Background,-0.40711764303348014,0.6580392070876251,0.9050717698731325,0.6580392070876251
RBPMS,720,136,41.30559158325195,0.0025221396,-0.40728435628407633,0.6581004244233598,0.9050717698731325,12301,0,3,0.0017216288,13162,12301,0.001090548,0.00285262,0.0050125197,-0.0026758155,-0.00064020045,Background,-0.40728435628407633,0.6581004244233598,0.9050717698731325,0.6581004244233598
NPAS2,626,885,42.50864791870117,0.0017724686,-0.4074204046774564,0.6581503785012561,0.9050717698731325,12302,0,3,0.0017177442,13196,12302,-0.020660732,0.022545613,0.004535644,-0.0029113395,0.0004541725,Background,-0.4074204046774564,0.6581503785012561,0.9050717698731325,0.6581503785012561
OXSM,724,462,41.96064376831055,0.002542909,-0.4075300285287428,0.6581906280347012,0.9050717698731325,12303,0,4,0.0019660033,11135,12303,0.000483484,0.0024669073,0.0039709685,-0.0028700624,0.0016348212,Background,-0.4075300285287428,0.6581906280347012,0.9050717698731325,0.6581906280347012
GH1,613,224,31.93135643005371,0.0016512417,-0.40757410635905944,0.6582068111602251,0.9050717698731325,12304,0,4,0.0014326503,15326,12304,1.8629017e-08,0.0016385675,0.003456787,-0.001530847,0.00012779795,Background,-0.40757410635905944,0.6582068111602251,0.9050717698731325,0.6582068111602251
FGF17,713,212,25.293066024780273,0.0024624423,-0.4075819754391188,0.6582097002534809,0.9050717698731325,12305,0,4,0.0018826309,11829,12305,0.0011494011,0.0026890864,0.0038415329,-0.0025763586,0.00040253246,Background,-0.4075819754391188,0.6582097002534809,0.9050717698731325,0.6582097002534809
TTLL13,539,833,42.499603271484375,0.0009007644,-0.40787888876087336,0.6583187037174618,0.905148095798753,12306,0,4,0.0029985574,3500,12306,0.031316437,0.0014175922,0.0040051006,0.042301975,-0.07702693,Background,-0.40787888876087336,0.6583187037174618,0.905148095798753,0.6583187037174618
GSE1,600,2196,42.70381164550781,0.001510438,-0.4082283950230006,0.6584469983010712,0.9051592622235589,12307,0,4,0.0025716594,6218,12307,0.003113974,-0.06264035,0.014814363,0.04746958,0.0006198771,Background,-0.4082283950230006,0.6584469983010712,0.9051592622235589,0.6584469983010712
SLC38A4,725,562,41.44577407836914,0.002525466,-0.40831359569495695,0.658478270459178,0.9051592622235589,12308,0,3,0.001769951,12785,12308,-0.0006776303,0.0038156756,0.004204934,-0.0030479385,0.0013520755,Background,-0.40831359569495695,0.658478270459178,0.9051592622235589,0.658478270459178
SCG2,715,623,42.23591995239258,0.0024524394,-0.4083635115150449,0.6584965911170357,0.9051592622235589,12309,0,2,0.0014413128,15290,12309,-0.00036919117,0.0022348955,0.005252706,-0.0008974569,-0.0007371344,Background,-0.4083635115150449,0.6584965911170357,0.9051592622235589,0.6584965911170357
DGKI,551,1072,40.9659423828125,0.001011787,-0.4084839949771536,0.6585408107548469,0.9051592622235589,12310,0,2,0.0012415724,16297,12310,-0.0066378172,0.03582575,3.7252903e-09,0.0,-0.026925521,Background,-0.4084839949771536,0.6585408107548469,0.9051592622235589,0.6585408107548469
TMEM37,702,206,37.336971282958984,0.0023451012,-0.40875155158777815,0.6586390011493022,0.9052206887698964,12311,0,3,0.0017688257,12790,12311,0.0022181924,0.0019346294,0.0047063865,-0.0016453033,-0.0019701011,Background,-0.40875155158777815,0.6586390011493022,0.9052206887698964,0.6586390011493022
CSH2,611,220,31.90510368347168,0.0015884449,-0.40898680701410267,0.6587253284855569,0.9052545718459785,12312,0,4,0.0014170724,15387,12312,7.45316e-09,0.0016329202,0.0032225263,-0.0014003143,9.675883e-05,Background,-0.40898680701410267,0.6587253284855569,0.9052545718459785,0.6587253284855569
TMEM60,718,133,41.42829895019531,0.0024506536,-0.4091103476338749,0.6587706585779866,0.9052545718459785,12313,0,4,0.001862319,12001,12313,0.00075129606,0.0019174442,0.0027484717,-0.00092041586,0.0009830333,Background,-0.4091103476338749,0.6587706585779866,0.9052545718459785,0.6587706585779866
NKX6-3,708,290,34.09558868408203,0.002371435,-0.4093237132414761,0.6588489422725423,0.9052872790091967,12314,0,4,0.001755427,12892,12314,0.00026821904,0.0030195562,0.0039175237,-0.0025482494,0.00064564496,Background,-0.4093237132414761,0.6588489422725423,0.9052872790091967,0.6588489422725423
ANKRD23,613,313,38.88298416137695,0.0015848692,-0.40967854427405104,0.6589791143941112,0.9052872790091967,12315,0,4,0.0017438733,12969,12315,0.023748938,0.00059531815,0.004001385,-0.024801765,3.7718473e-09,Background,-0.40967854427405104,0.6589791143941112,0.9052872790091967,0.6589791143941112
ASF1A,727,243,38.549034118652344,0.0024960544,-0.4097046639425134,0.6589886958204975,0.9052872790091967,12316,0,3,0.0017173715,13200,12316,0.0010484578,0.0033952727,0.0041088997,-0.0027963612,-0.00017492288,Background,-0.4097046639425134,0.6589886958204975,0.9052872790091967,0.6589886958204975
DRD2,713,444,37.229339599609375,0.002392779,-0.4098063808061257,0.6590260074394763,0.9052872790091967,12317,0,4,0.0017613822,12848,12317,0.00019382872,0.002197375,0.0050343648,-0.0029887948,0.0009136385,Background,-0.4098063808061257,0.6590260074394763,0.9052872790091967,0.6590260074394763
SLCO6A1,587,796,42.996456146240234,0.0013333265,-0.40990445141660087,0.6590619800730073,0.9052872790091967,12318,0,4,0.0028479912,4209,12318,0.022984525,0.021837855,0.0157962,0.000637718,-0.058274873,Background,-0.40990445141660087,0.6590619800730073,0.9052872790091967,0.6590619800730073
OLFM2,707,473,32.716529846191406,0.0023380332,-0.4101556215822776,0.6591541035491816,0.905340322433002,12319,0,4,0.0018266649,12307,12319,0.00040671043,0.002429138,0.004248375,-0.0026937951,0.00083757,Background,-0.4101556215822776,0.6591541035491816,0.905340322433002,0.6591541035491816
BLCAP,724,89,34.2781867980957,0.0024546727,-0.41034942294012033,0.659225178971922,0.9053439997429231,12320,0,3,0.0016627541,13597,12320,-0.00062651094,0.0032688014,0.0030124346,-0.0010758527,0.0009099413,Background,-0.41034942294012033,0.659225178971922,0.9053439997429231,0.659225178971922
NAA40,713,237,41.791358947753906,0.0023663277,-0.4106509921536258,0.6593357663330601,0.9053439997429231,12321,0,4,0.0019533075,11233,12321,0.0028798962,0.0006074974,0.0039590555,-0.0032459786,0.0010908004,Background,-0.4106509921536258,0.6593357663330601,0.9053439997429231,0.6593357663330601
FAF2,717,451,41.86671829223633,0.002391784,-0.4107610915377356,0.6593761370700173,0.9053439997429231,12322,0,3,0.001722702,13152,12322,-0.0012122756,0.0029687567,0.005599866,-0.0030124402,0.0010042841,Background,-0.4107610915377356,0.6593761370700173,0.9053439997429231,0.6593761370700173
CFL2,718,168,40.880462646484375,0.0023903684,-0.41103590816037305,0.659476897601283,0.9053439997429231,12323,0,4,0.0018366973,12215,12323,0.00028944295,0.00298197,0.0034647551,-0.0025113942,0.001120258,Background,-0.41103590816037305,0.659476897601283,0.9053439997429231,0.659476897601283
LMO3,731,145,13.570805549621582,0.0024767725,-0.4112182632983367,0.6595437511788583,0.9053439997429231,12324,0,3,0.0017387625,13017,12324,0.0011179708,0.0036636929,0.0042899973,-0.0025830297,-0.0009504017,Background,-0.4112182632983367,0.6595437511788583,0.9053439997429231,0.6595437511788583
PET100,716,74,30.85672187805176,0.0023658685,-0.4113586976885938,0.659595232691504,0.9053439997429231,12325,0,4,0.0017349048,13046,12325,0.00025718845,0.002818828,0.0053236308,-0.003609599,0.0005001966,Background,-0.4113586976885938,0.659595232691504,0.9053439997429231,0.659595232691504
ABRAXAS1,687,433,41.9193115234375,0.002146943,-0.41146067021850236,0.6596326126975884,0.9053439997429231,12326,0,3,0.0020491534,10541,12326,0.04928247,0.059791576,-0.10353786,-0.0022126012,0.0014771186,Background,-0.41146067021850236,0.6596326126975884,0.9053439997429231,0.6596326126975884
CCL5,720,94,40.739540100097656,0.0023808638,-0.41179738906215374,0.6597560323706813,0.9053439997429231,12327,0,2,0.0014973938,15026,12327,-0.0015375349,0.0027328476,0.013036458,-0.0046319943,-0.0042760037,Background,-0.41179738906215374,0.6597560323706813,0.9053439997429231,0.6597560323706813
IDH3B,719,401,37.95040512084961,0.0023703203,-0.4119054550383242,0.659795638845109,0.9053439997429231,12328,0,3,0.0018175821,12401,12328,-0.0008461438,0.0029509943,0.0053413636,-0.004086227,0.0019402094,Background,-0.4119054550383242,0.659795638845109,0.9053439997429231,0.659795638845109
EZH1,706,754,41.30757141113281,0.0022757535,-0.4119086096367539,0.6597967949875394,0.9053439997429231,12329,0,3,0.0018305451,12277,12329,-0.034471624,0.036729157,0.0036130566,-0.0018304386,0.0010485668,Background,-0.4119086096367539,0.6597967949875394,0.9053439997429231,0.6597967949875394
PIEZO2,597,2962,41.728397369384766,0.0013627354,-0.4120097831645259,0.6598338737148032,0.9053439997429231,12330,0,3,0.0018551607,12073,12330,0.014563359,0.061398078,-0.07212631,-0.0014142399,0.00062626787,Background,-0.4120097831645259,0.6598338737148032,0.9053439997429231,0.6598338737148032
TBRG4,716,549,40.98822784423828,0.0023427908,-0.4120957266052104,0.6598653696073998,0.9053439997429231,12331,0,3,0.0015285141,14875,12331,0.0001387503,0.0035742251,0.0047346298,-0.0016177166,-0.0015912522,Background,-0.4120957266052104,0.6598653696073998,0.9053439997429231,0.6598653696073998
PGF,726,169,41.32179260253906,0.0024100826,-0.4122266454662729,0.6599133456030245,0.9053439997429231,12332,0,3,0.0016623028,13599,12332,0.000607091,0.0025942114,0.008310269,-0.005790782,-0.00033168125,Background,-0.4122266454662729,0.6599133456030245,0.9053439997429231,0.6599133456030245
SEMA4G,713,878,41.262577056884766,0.0023097033,-0.41245905492503554,0.6599985070538528,0.9053439997429231,12333,0,4,0.0020364947,10610,12333,0.0037310272,0.002093311,0.0028788787,-0.004047433,0.0005088784,Background,-0.41245905492503554,0.6599985070538528,0.9053439997429231,0.6599985070538528
CPAMD8,405,1927,41.8729248046875,-0.0010753542,-0.4125048416465581,0.6600152836514294,0.9053439997429231,12334,0,3,0.0011441614,16669,12334,-0.00410714,0.001702568,3.7252903e-09,0.0,1.891573e-09,Background,-0.4125048416465581,0.6600152836514294,0.9053439997429231,0.6600152836514294
GCKR,283,631,41.36701202392578,-0.0037751251,-0.4126127214268414,0.6600548103577911,0.9053439997429231,12335,0,3,0.001352649,15682,12335,-0.02103373,0.0006144708,0.011977822,0.0,1.8527745e-09,Background,-0.4126127214268414,0.6600548103577911,0.9053439997429231,0.6600548103577911
ACLY,699,1120,41.47693634033203,0.002200735,-0.4126443687873132,0.6600664054863298,0.9053439997429231,12336,0,3,0.0018730775,11901,12336,-0.03318291,0.034035303,0.0045866254,-0.0016831681,0.0011651479,Background,-0.4126443687873132,0.6600664054863298,0.9053439997429231,0.6600664054863298
CRYBG1,642,2444,43.56085205078125,0.0017413652,-0.41280519724030407,0.6601253283315629,0.9053514270381815,12337,0,3,0.0019188849,11498,12337,0.020104272,-0.045788817,0.029747553,-0.0010711467,0.00090195984,Background,-0.41280519724030407,0.6601253283315629,0.9053514270381815,0.6601253283315629
GUCD1,709,249,30.215890884399418,0.0022567061,-0.413219934789548,0.6602772579959904,0.9054175303975395,12338,0,4,0.0018352416,12238,12338,0.00042280182,0.0023374856,0.0031493548,-0.0019426225,0.001079129,Background,-0.413219934789548,0.6602772579959904,0.9054175303975395,0.6602772579959904
CD160,458,185,41.267181396484375,-0.00028500974,-0.4134065221279259,0.6603456015318742,0.9054175303975395,12339,0,3,0.0016205484,14326,12339,0.0267169,0.019283976,3.7252903e-09,0.0,-0.046638157,Background,-0.4134065221279259,0.6603456015318742,0.9054175303975395,0.6603456015318742
MS4A10,490,325,42.89942169189453,0.00014045087,-0.41351773121364277,0.6603863328826735,0.9054175303975395,12340,0,2,0.0016378498,13975,12340,0.02415308,-0.054992706,-0.04439158,-0.00022063218,0.0757659,Background,-0.41351773121364277,0.6603863328826735,0.9054175303975395,0.6603863328826735
DNAJC6,679,935,41.962528228759766,0.0019978618,-0.4142372409181759,0.6606498146512975,0.9054175303975395,12341,0,3,0.00204068,10589,12341,0.03211639,0.055937625,-0.084052846,-0.0010188585,0.0014850645,Background,-0.4142372409181759,0.6606498146512975,0.9054175303975395,0.6606498146512975
CLDN16,719,244,41.24202728271485,0.0022963996,-0.414266692630156,0.6606605980863036,0.9054175303975395,12342,0,4,0.0018082059,12469,12342,0.0005265223,0.0031925663,0.0031279041,-0.0023011137,0.0005890243,Background,-0.414266692630156,0.6606605980863036,0.9054175303975395,0.6606605980863036
MAP2K6,716,335,41.19251251220703,0.002271152,-0.41438364382190485,0.6607034172382135,0.9054175303975395,12343,0,4,0.0017700802,12783,12343,0.0005662739,0.0039673117,0.0038449352,-0.0035844939,0.00028442958,Background,-0.41438364382190485,0.6607034172382135,0.9054175303975395,0.6607034172382135
CRYAB,726,203,41.404991149902344,0.0023394965,-0.4144823453915106,0.6607395530706768,0.9054175303975395,12344,0,4,0.0019070959,11582,12344,0.00083200913,0.002687409,0.004947505,-0.0038064802,0.00057082623,Background,-0.4144823453915106,0.6607395530706768,0.9054175303975395,0.6607395530706768
MGAT5B,632,851,41.93379592895508,0.0016005372,-0.41454670127222265,0.660763113736941,0.9054175303975395,12345,0,3,0.0017041775,13304,12345,-0.021695884,0.023916202,0.0023320615,-0.0016577672,0.00068430224,Background,-0.41454670127222265,0.660763113736941,0.9054175303975395,0.660763113736941
DDA1,718,102,40.2971305847168,0.0022795333,-0.4145760754569978,0.6607738674071828,0.9054175303975395,12346,0,3,0.0018094494,12460,12346,-0.00013047829,0.0031359857,0.0039598867,-0.003994437,0.0021262318,Background,-0.4145760754569978,0.6607738674071828,0.9054175303975395,0.6607738674071828
HLA-DPA1,338,284,30.362499237060547,-0.0024472154,-0.41471173182968046,0.6608235284957186,0.9054175303975395,12347,0,3,0.0016118482,14434,12347,-0.016105415,0.016850892,-0.026952231,0.020734612,3.2822772e-11,Background,-0.41471173182968046,0.6608235284957186,0.9054175303975395,0.6608235284957186
OR8D1,171,330,41.69001007080078,-0.008556112,-0.41476246421421537,0.6608420998906752,0.9054175303975395,12348,0,2,0.0012358295,16445,12348,1.859795e-09,0.02080207,-0.011999939,0.0,-0.027934184,Background,-0.41476246421421537,0.6608420998906752,0.9054175303975395,0.6608420998906752
MUC1,501,307,42.1387825012207,0.00023656068,-0.41482914369299806,0.6608665083783738,0.9054175303975395,12349,0,2,0.0016287053,14155,12349,0.0285941,-0.0342894,-0.020079557,-0.0003718175,0.026675625,Background,-0.41482914369299806,0.6608665083783738,0.9054175303975395,0.6608665083783738
SEC11C,714,194,26.860036849975582,0.002242506,-0.41483643811448856,0.6608691785112064,0.9054175303975395,12350,0,4,0.0019005346,11660,12350,0.0007080855,0.0020308932,0.00400968,-0.0026728548,0.0009385906,Background,-0.41483643811448856,0.6608691785112064,0.9054175303975395,0.6608691785112064
UROD,720,321,40.81758117675781,0.0022642894,-0.41552133957798665,0.6611198516049166,0.9056708771483173,12351,0,4,0.0019302346,11408,12351,0.0003657164,0.0029953218,0.0048128543,-0.0044053337,0.0012945402,Background,-0.41552133957798665,0.6611198516049166,0.9056708771483173,0.6611198516049166
GUCA2B,717,130,34.479766845703125,0.0022283862,-0.4159798292304455,0.6612876184030143,0.9056708771483173,12352,0,3,0.0018915297,11742,12352,-0.0031751138,0.0054470017,0.0029940351,-0.0034869127,0.0032038148,Background,-0.4159798292304455,0.6612876184030143,0.9056708771483173,0.6612876184030143
PPTC7,710,318,41.21052551269531,0.0021756906,-0.4160398671389043,0.6613095846168933,0.9056708771483173,12353,0,3,0.0014919057,15054,12353,0.00020423997,0.0020964995,0.0040486166,-0.0004564654,-0.0010279026,Background,-0.4160398671389043,0.6613095846168933,0.9056708771483173,0.6613095846168933
CCNB2,716,420,41.559268951416016,0.0022190297,-0.4160482656126624,0.661312657342932,0.9056708771483173,12354,0,4,0.0015120078,14962,12354,0.000114713795,0.0011724181,0.0050679175,-0.001667601,0.00027444953,Background,-0.4160482656126624,0.661312657342932,0.9056708771483173,0.661312657342932
ENSG00000284779,523,202,40.760704040527344,0.00045973045,-0.41607306597714355,0.6613217309200626,0.9056708771483173,12355,0,4,0.0011128214,16705,12355,1.3041705e-08,0.0010279668,3.7252903e-09,0.0,3.761585e-09,Background,-0.41607306597714355,0.6613217309200626,0.9056708771483173,0.6613217309200626
CBY1,719,142,37.12726593017578,0.0022282135,-0.4164447507730091,0.6614577060355703,0.9057478138424933,12356,0,4,0.0017751517,12748,12356,0.0012476672,0.0029469167,0.004369161,-0.0036541075,7.279585e-05,Background,-0.4164447507730091,0.6614577060355703,0.9057478138424933,0.6614577060355703
RPS16,713,157,27.564821243286133,0.002182546,-0.41651929009296623,0.6614849725562464,0.9057478138424933,12357,0,4,0.0017188617,13187,12357,0.0009362609,0.002649286,0.0033087516,-0.0021422212,0.00012824684,Background,-0.41651929009296623,0.6614849725562464,0.9057478138424933,0.6614849725562464
MASP1,699,721,41.023963928222656,0.002062042,-0.4170689735929981,0.6616860209090467,0.9059497874883534,12358,0,3,0.0016892949,13417,12358,0.054498214,0.06618336,-0.11470749,-0.0014420715,7.885131e-05,Background,-0.4170689735929981,0.6616860209090467,0.9059497874883534,0.6616860209090467
RIMKLA,701,428,41.161903381347656,0.002071456,-0.41724544145244447,0.6617505547762016,0.9059648342756964,12359,0,3,0.0016693171,13548,12359,-0.001003433,0.0032595461,0.004336246,-0.0027054264,0.0007449798,Background,-0.41724544145244447,0.6617505547762016,0.9059648342756964,0.6617505547762016
PDCD6,707,128,32.800758361816406,0.0021074526,-0.4175154368176031,0.6618492822280082,0.9060266873218366,12360,0,4,0.0018093006,12463,12360,0.0023186682,0.0007171094,0.003108798,-0.0020034574,0.0005712919,Background,-0.4175154368176031,0.6618492822280082,0.9060266873218366,0.6618492822280082
UCK1,713,284,36.14500427246094,0.0021432256,-0.41777482218508444,0.6619441195096846,0.906083205412496,12361,0,3,0.0015016599,15006,12361,-0.0010661464,0.0032799677,0.004883727,-0.0023850156,7.986457e-05,Background,-0.41777482218508444,0.6619441195096846,0.906083205412496,0.6619441195096846
NADSYN1,614,794,40.57547378540039,0.001333766,-0.41792896644611255,0.6620004733442383,0.9060870416586727,12362,0,2,0.0016416908,13890,12362,-0.03041602,0.06401329,-0.06149723,-0.001165498,0.032047853,Background,-0.41792896644611255,0.6620004733442383,0.9060870416586727,0.6620004733442383
TRIB3,689,484,35.02751159667969,0.0019519301,-0.41816614275182695,0.6620871758995558,0.906132412539067,12363,0,3,0.0016445621,13818,12363,-0.00041643344,0.0019887725,0.0032968028,-0.0016186307,0.0011141365,Background,-0.41816614275182695,0.6620871758995558,0.906132412539067,0.6620871758995558
CIB3,706,187,26.918895721435547,0.0020722002,-0.4184053344481707,0.6621746064957665,0.9061771662652005,12364,0,3,0.0017285931,13100,12364,-0.034529105,0.03657301,0.004695663,-0.002554534,0.00044856407,Background,-0.4184053344481707,0.6621746064957665,0.9061771662652005,0.6621746064957665
DHRS2,275,285,41.50067901611328,-0.0042121736,-0.4186579460731006,0.6622669329145239,0.9061771662652005,12365,0,3,0.0014041106,15440,12365,0.03727215,-0.04756053,1.8626451e-09,0.0,0.0008696951,Background,-0.4186579460731006,0.6622669329145239,0.9061771662652005,0.6622669329145239
CDK19,677,524,41.73169708251953,0.0018229081,-0.41931142132062127,0.6625057247103524,0.9061771662652005,12366,0,3,0.0017511662,12926,12366,-0.027046017,0.02947463,0.002557654,-0.0017573829,0.00084726134,Background,-0.41931142132062127,0.6625057247103524,0.9061771662652005,0.6625057247103524
TNFRSF6B,508,357,29.936235427856445,0.00017622185,-0.41940774079725984,0.6625409160769475,0.9061771662652005,12367,0,4,0.0020521728,10516,12367,0.028491905,0.00028541777,0.0103611685,-0.039608188,0.00086373085,Background,-0.41940774079725984,0.6625409160769475,0.9061771662652005,0.6625409160769475
THSD7A,642,1709,41.86661529541016,0.0015326727,-0.41943672702467116,0.6625515062315874,0.9061771662652005,12368,0,3,0.0023493392,8490,12368,-0.06871849,0.023128789,0.016037587,-0.0015825452,0.034561835,Background,-0.41943672702467116,0.6625515062315874,0.9061771662652005,0.6625515062315874
IZUMO3,697,258,41.20980072021485,0.0019711144,-0.41949062124298686,0.6625711962097783,0.9061771662652005,12369,0,3,0.0014246005,15362,12369,0.0029671486,-0.00028093997,0.0028805835,-0.00115926,7.4656805e-09,Background,-0.41949062124298686,0.6625711962097783,0.9061771662652005,0.6625711962097783
GRXCR2,717,280,41.57150650024414,0.002109127,-0.41978883083415397,0.6626801375178619,0.9061771662652005,12370,0,3,0.0017405649,12994,12370,-0.0010135025,0.0020922364,0.003948238,-0.0021914318,0.001880616,Background,-0.41978883083415397,0.6626801375178619,0.9061771662652005,0.6626801375178619
