gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,tier,z_track_b,p_track_b,q_track_b,p_combined
ARHGAP29,672,1316,42.93019104003906,-0.041980665,-1.4136398877588088,0.9212661683028172,0.99999984527185,15276,0,2,0.0019243447,4375,15276,0.019229777,-0.0024058106,-0.13403445,0.033249173,Background,-1.4136398877588088,0.9212661683028172,0.99999984527185,0.9212661683028172
TMEM9,685,193,41.77728271484375,-0.04197637,-1.4145558309062758,0.9214006165600612,0.99999984527185,15277,0,0,0.001,16911,15277,-0.003366659,-0.002777581,-0.0061061513,-0.071702346,Background,-1.4145558309062758,0.9214006165600612,0.99999984527185,0.9214006165600612
LYSET,698,131,27.01010513305664,-0.041964497,-1.4152263195889385,0.9214989250048491,0.99999984527185,15278,0,2,0.001315618,14362,15278,0.0011151363,-0.0028599738,-0.0829459,0.000761762,Background,-1.4152263195889385,0.9214989250048491,0.99999984527185,0.9214989250048491
SLX4IP,576,447,40.39326858520508,-0.042351853,-1.4156696987986985,0.9215638829686222,0.99999984527185,15279,0,0,0.001,16805,15279,-0.0009573307,-0.0015552276,0.0,-0.08219115,Background,-1.4156696987986985,0.9215638829686222,0.99999984527185,0.9215638829686222
EXT1,705,781,41.491844177246094,-0.041967534,-1.4158543514186457,0.9215909237660732,0.99999984527185,15280,0,1,0.0013247264,12818,15280,0.050303888,-0.0035565048,-0.0060173804,-0.124665044,Background,-1.4158543514186457,0.9215909237660732,0.99999984527185,0.9215909237660732
ABCG2,492,670,41.645286560058594,-0.04270224,-1.4161397855896352,0.9216327092518597,0.99999984527185,15281,0,1,0.001315147,14407,15281,0.023104992,-7.450581e-09,-0.042885244,-0.06562422,Background,-1.4161397855896352,0.9216327092518597,0.99999984527185,0.9216327092518597
NPTX1,684,443,41.197120666503906,-0.042047445,-1.4165528240442955,0.9216931451788329,0.99999984527185,15282,0,1,0.0013179688,14085,15282,0.02759325,-0.0029493654,-0.0053178864,-0.10342091,Background,-1.4165528240442955,0.9216931451788329,0.99999984527185,0.9216931451788329
KCNS1,437,540,40.56685256958008,-0.04302963,-1.4177089887217846,0.9218621276542351,0.99999984527185,15283,0,1,0.0011549218,15748,15283,-0.0009205211,-0.002545623,-0.0837509,0.0011577853,Background,-1.4177089887217846,0.9218621276542351,0.99999984527185,0.9218621276542351
C22orf15,619,181,33.68418884277344,-0.042293403,-1.418116290819658,0.9219215920957373,0.99999984527185,15284,0,2,0.0016936205,5658,15284,0.025748614,-0.0001033193,-0.112314515,0.002082432,Background,-1.418116290819658,0.9219215920957373,0.99999984527185,0.9219215920957373
ELP4,684,438,42.21489715576172,-0.042130098,-1.4189673067801043,0.9220457261374351,0.99999984527185,15285,0,2,0.0017143132,5434,15285,0.023174342,0.0024254806,-0.004721433,-0.1051386,Background,-1.4189673067801043,0.9220457261374351,0.99999984527185,0.9220457261374351
SFTPD,565,379,41.73248291015625,-0.042510882,-1.419046330704731,0.9220572454149921,0.99999984527185,15286,0,1,0.0013232905,13235,15286,0.042921323,-0.0037801962,-0.050010182,-0.07415272,Background,-1.419046330704731,0.9220572454149921,0.99999984527185,0.9220572454149921
CLEC3B,703,204,28.636220932006836,-0.04209979,-1.4195830131300224,0.9221354431703117,0.99999984527185,15287,0,1,0.0013250314,12708,15287,0.052200958,-0.0037661796,-0.008518985,-0.12411537,Background,-1.4195830131300224,0.9221354431703117,0.99999984527185,0.9221354431703117
RASAL1,662,828,41.89851379394531,-0.04221343,-1.4195834319044935,0.9221355041649354,0.99999984527185,15288,0,1,0.0013219776,13544,15288,0.03780479,-0.02649009,-0.0046261493,-0.09111541,Background,-1.4195834319044935,0.9221355041649354,0.99999984527185,0.9221355041649354
SP6,706,403,41.47113037109375,-0.04209459,-1.419663005597152,0.9221470934384053,0.99999984527185,15289,0,1,0.0013250977,12685,15289,0.05263275,-0.0057248343,-0.005409995,-0.12568708,Background,-1.419663005597152,0.9221470934384053,0.99999984527185,0.9221470934384053
SAE1,682,350,43.48625946044922,-0.042160932,-1.4197063284090397,0.9221534025099141,0.99999984527185,15290,0,1,0.0013181419,14059,15290,0.027923074,-0.004036115,-0.0047083655,-0.10350043,Background,-1.4197063284090397,0.9221534025099141,0.99999984527185,0.9221534025099141
FKBP4,702,463,39.9796142578125,-0.042109415,-1.4197876262492533,0.9221652408115685,0.99999984527185,15291,0,1,0.0013244629,12908,15291,0.048770435,-0.00482903,-0.0065713823,-0.12158886,Background,-1.4197876262492533,0.9221652408115685,0.99999984527185,0.9221652408115685
SNTB1,679,572,40.67877197265625,-0.042179767,-1.4200122441678762,0.9221979417696043,0.99999984527185,15292,0,2,0.0014616761,10092,15292,0.018386438,-0.030189976,-0.073015824,0.00045984896,Background,-1.4200122441678762,0.9221979417696043,0.99999984527185,0.9221979417696043
TDP2,674,382,42.09435272216797,-0.04223624,-1.42124822744187,0.9223776956355509,0.99999984527185,15293,0,2,0.0019505923,3617,15293,0.059290886,0.028348684,-0.07207854,-0.100033514,Background,-1.42124822744187,0.9223776956355509,0.99999984527185,0.9223776956355509
CD81,672,304,35.26680374145508,-0.042249307,-1.4214631363317924,0.9224089184684876,0.99999984527185,15294,0,1,0.0013119398,14678,15294,0.019441362,-0.003554006,-0.0052163796,-0.095169574,Background,-1.4214631363317924,0.9224089184684876,0.99999984527185,0.9224089184684876
RRAD,694,317,30.50436019897461,-0.042188995,-1.4214903842676934,0.9224128764775953,0.99999984527185,15295,0,1,0.0013270956,12079,15295,0.069915205,-0.03440279,-0.005508163,-0.11438224,Background,-1.4214903842676934,0.9224128764775953,0.99999984527185,0.9224128764775953
PHC2,703,906,43.55233001708984,-0.0421737,-1.4217524485395288,0.9224509358560078,0.99999984527185,15296,0,1,0.001324377,12929,15296,0.04828968,-0.002922053,-0.006803588,-0.122911446,Background,-1.4217524485395288,0.9224509358560078,0.99999984527185,0.9224509358560078
CENPE,468,2771,41.763221740722656,-0.04302331,-1.421843243497366,0.922464118625868,0.99999984527185,15297,0,1,0.0013164803,14260,15297,0.025038585,-0.045031145,-0.04521184,-0.020842232,Background,-1.421843243497366,0.922464118625868,0.99999984527185,0.922464118625868
CBR4,696,244,41.680686950683594,-0.042204674,-1.4221087150990597,0.9225026534170502,0.99999984527185,15298,0,1,0.0010827034,16236,15298,-0.0013552494,0.00043997588,-0.004986994,-0.078507096,Background,-1.4221087150990597,0.9225026534170502,0.99999984527185,0.9225026534170502
DPEP2NB,412,179,41.96068572998047,-0.043337718,-1.4221573480449383,0.9225097112036327,0.99999984527185,15299,0,2,0.0013208394,13748,15299,0.03423695,-0.082760274,-0.03815214,1.8598272e-09,Background,-1.4221573480449383,0.9225097112036327,0.99999984527185,0.9225097112036327
CD300LB,545,223,38.99273681640625,-0.04270321,-1.4223229427536266,0.9225337392378596,0.99999984527185,15300,0,2,0.0013577329,11010,15300,-0.017666882,0.0031557705,0.00041751843,-0.07131281,Background,-1.4223229427536266,0.9225337392378596,0.99999984527185,0.9225337392378596
SCRIB,638,1768,41.54207229614258,-0.042390343,-1.42262389693128,0.92257739364205,0.99999984527185,15301,0,2,0.0019342871,4190,15301,0.033950202,0.024423817,-0.060342412,-0.082812294,Background,-1.42262389693128,0.92257739364205,0.99999984527185,0.92257739364205
DHX57,681,1439,42.97770690917969,-0.04229004,-1.4233938992945623,0.9226889999882703,0.99999984527185,15302,0,1,0.0013180148,14077,15302,0.027680144,-0.003506734,-0.0058982437,-0.10285523,Background,-1.4233938992945623,0.9226889999882703,0.99999984527185,0.9226889999882703
POLR2J3,524,116,25.410213470458984,-0.042853583,-1.4241506551044107,0.9227985672220425,0.99999984527185,15303,0,1,0.0010528521,16347,15303,-0.039928835,-0.043653257,-0.0023763198,0.0002512443,Background,-1.4241506551044107,0.9227985672220425,0.99999984527185,0.9227985672220425
CADM1,705,484,32.9205207824707,-0.04226042,-1.42445550180344,0.9228426712389766,0.99999984527185,15304,0,1,0.001324584,12870,15304,0.049463887,-0.0028651562,-0.006329749,-0.124789834,Background,-1.42445550180344,0.9228426712389766,0.99999984527185,0.9228426712389766
PMEPA1,701,249,35.863189697265625,-0.04227156,-1.4244665805477073,0.9228442737073591,0.99999984527185,15305,0,1,0.0013241176,13007,15305,0.046893325,-0.0045297057,-0.0090938145,-0.11781292,Background,-1.4244665805477073,0.9228442737073591,0.99999984527185,0.9228442737073591
ARL4A,665,200,41.811546325683594,-0.042389765,-1.424961055310076,0.9229157705191867,0.99999984527185,15306,0,1,0.0011084939,16113,15306,-0.015148811,-0.003474587,-0.066799484,0.0006433852,Background,-1.424961055310076,0.9229157705191867,0.99999984527185,0.9229157705191867
GRIK3,665,922,41.53288269042969,-0.042397838,-1.4251957182443022,0.9229496831463258,0.99999984527185,15307,0,1,0.0013109511,14736,15307,0.018523559,-0.0021365029,-0.007209868,-0.09397285,Background,-1.4251957182443022,0.9229496831463258,0.99999984527185,0.9229496831463258
LIX1L,667,377,41.51641845703125,-0.042394694,-1.4252743965885333,0.9229610509137477,0.99999984527185,15308,0,1,0.0011293782,15965,15308,-0.014927782,-0.0028548392,-0.06785254,0.0008457941,Background,-1.4252743965885333,0.9229610509137477,0.99999984527185,0.9229610509137477
OMD,720,429,41.40964126586914,-0.042262785,-1.4256911141358375,0.9230212387080345,0.99999984527185,15309,0,1,0.0013181047,14065,15309,0.027851298,-0.0055524474,-0.10676726,-5.7156663e-05,Background,-1.4256911141358375,0.9230212387080345,0.99999984527185,0.9230212387080345
PAFAH2,701,435,41.5950813293457,-0.042314388,-1.42572306205079,0.9230258515679433,0.99999984527185,15310,0,1,0.0013241909,12980,15310,0.04727909,-0.0040338356,-0.0071221245,-0.1207519,Background,-1.42572306205079,0.9230258515679433,0.99999984527185,0.9230258515679433
OR5M8,179,330,41.52629089355469,-0.046049323,-1.4259780218467324,0.923062656889983,0.99999984527185,15311,0,0,0.001,16927,15311,-0.04524649,-3.259629e-09,-0.0015827008,-0.045269497,Background,-1.4259780218467324,0.923062656889983,0.99999984527185,0.923062656889983
BNC2,506,1103,42.19681930541992,-0.043005683,-1.426221068470965,0.9230977300023396,0.99999984527185,15312,0,1,0.0013224682,13442,15312,0.03957179,-0.015584208,-0.0880824,-0.021916553,Background,-1.426221068470965,0.9230977300023396,0.99999984527185,0.9230977300023396
ITM2A,584,229,41.31890869140625,-0.042696632,-1.4262521674448982,0.9231022168969896,0.99999984527185,15313,0,2,0.0013209666,13731,15313,0.013796312,-0.0025547063,-0.09667598,4.112301e-05,Background,-1.4262521674448982,0.9231022168969896,0.99999984527185,0.9231022168969896
STRC,652,1832,41.59178161621094,-0.04249859,-1.4269938591666396,0.9232091676596992,0.99999984527185,15314,0,1,0.001095221,16175,15314,-0.0549154,-0.025475774,-0.0051391916,0.00053319894,Background,-1.4269938591666396,0.9232091676596992,0.99999984527185,0.9232091676596992
SPINK2,549,92,37.450294494628906,-0.04290141,-1.4283232132643133,0.9234005753308998,0.99999984527185,15315,0,0,0.001,16865,15315,-0.02286981,-0.016685382,-0.04607456,-0.00017304765,Background,-1.4283232132643133,0.9234005753308998,0.99999984527185,0.9234005753308998
TTC12,702,706,43.6971321105957,-0.04241133,-1.4286473607189645,0.9234471927784957,0.99999984527185,15316,0,1,0.0013246877,12836,15316,0.050073225,-0.0069910707,-0.006317932,-0.12158687,Background,-1.4286473607189645,0.9234471927784957,0.99999984527185,0.9234471927784957
CCDC33,527,795,48.74573516845703,-0.043005686,-1.4287344777165725,0.9234597178782469,0.99999984527185,15317,0,1,0.0013230187,13301,15317,0.04175496,-0.01895318,-0.04540862,-0.063404515,Background,-1.4287344777165725,0.9234597178782469,0.99999984527185,0.9234597178782469
MOBP,719,84,31.264738082885746,-0.04237936,-1.429049366162076,0.9235049774348572,0.99999984527185,15318,0,2,0.0016327675,6545,15318,0.025558688,-0.003623115,-0.10812044,0.0014261485,Background,-1.429049366162076,0.9235049774348572,0.99999984527185,0.9235049774348572
SLC17A2,677,493,41.36905288696289,-0.04250831,-1.4294290381284167,0.9235595213826381,0.99999984527185,15319,0,1,0.0013243294,12942,15319,0.04802775,-0.029191159,-0.0044500213,-0.09940316,Background,-1.4294290381284167,0.9235595213826381,0.99999984527185,0.9235595213826381
SERPINB13,631,434,41.58515930175781,-0.042667106,-1.4299648195565018,0.9236364417825363,0.99999984527185,15320,0,2,0.0016911547,5686,15320,0.0515259,0.0018884224,-0.058366124,-0.08038241,Background,-1.4299648195565018,0.9236364417825363,0.99999984527185,0.9236364417825363
NPDC1,641,374,40.67591857910156,-0.042659875,-1.4306745586057776,0.9237382460118431,0.99999984527185,15321,0,1,0.0012648946,15161,15321,0.005160706,-0.0029530474,-0.0041779354,-0.083349474,Background,-1.4306745586057776,0.9237382460118431,0.99999984527185,0.9237382460118431
ENSG00000274276,660,587,41.848968505859375,-0.042628407,-1.431460986037821,0.9238509296759851,0.99999984527185,15322,0,1,0.0013218174,13577,15322,0.03726026,-0.027134327,-0.0041783676,-0.09120436,Background,-1.431460986037821,0.9238509296759851,0.99999984527185,0.9238509296759851
GEMIN7,706,155,41.80123519897461,-0.042501464,-1.431614570314294,0.9238729212792651,0.99999984527185,15323,0,1,0.0013243958,12924,15323,0.048394408,-0.0017681508,-0.0052778358,-0.1263514,Background,-1.431614570314294,0.9238729212792651,0.99999984527185,0.9238729212792651
SPCS2,720,229,34.644012451171875,-0.042466905,-1.4317073689437103,0.9238862066936633,0.99999984527185,15324,0,1,0.0012375003,15281,15324,-0.07517839,-0.006029072,-0.0070307273,0.0033043625,Background,-1.4317073689437103,0.9238862066936633,0.99999984527185,0.9238862066936633
PPP2R5B,705,507,42.2242431640625,-0.042514995,-1.4319315773386616,0.9239182979601523,0.99999984527185,15325,0,1,0.0013247686,12802,15325,0.0505595,-0.0047734026,-0.005858563,-0.124957524,Background,-1.4319315773386616,0.9239182979601523,0.99999984527185,0.9239182979601523
EXD2,707,647,41.96426010131836,-0.042512394,-1.4320159335474651,0.9239303693172319,0.99999984527185,15326,0,1,0.0013249927,12722,15326,0.05195311,-0.0025858013,-0.006448224,-0.12794387,Background,-1.4320159335474651,0.9239303693172319,0.99999984527185,0.9239303693172319
JMJD4,651,414,41.79786682128906,-0.042700816,-1.4327618869516745,0.9240370516571949,0.99999984527185,15327,0,2,0.0012950896,14985,15327,0.005249258,-0.085402675,-0.0053251246,7.6923985e-05,Background,-1.4327618869516745,0.9240370516571949,0.99999984527185,0.9240370516571949
LOC102724560,660,595,41.848968505859375,-0.042677905,-1.432897852006264,0.9240564843851242,0.99999984527185,15328,0,1,0.0013217975,13582,15328,0.037193753,-0.027014658,-0.0044536237,-0.09108127,Background,-1.432897852006264,0.9240564843851242,0.99999984527185,0.9240564843851242
TCL1A,688,124,29.935482025146484,-0.04260141,-1.4330703568405443,0.9240811340919571,0.99999984527185,15329,0,3,0.0031106493,713,15329,0.024097111,0.031266175,-0.1442158,0.003649698,Background,-1.4330703568405443,0.9240811340919571,0.99999984527185,0.9240811340919571
ABCC9,667,1568,41.85112762451172,-0.04267031,-1.4332901570227203,0.924112533138114,0.99999984527185,15330,0,1,0.0013184715,14029,15330,-0.014540466,0.028571837,-0.0045545893,-0.09481739,Background,-1.4332901570227203,0.924112533138114,0.99999984527185,0.924112533138114
SALL2,705,1068,42.73284912109375,-0.042587694,-1.4340665207358338,0.9242233596271496,0.99999984527185,15331,0,1,0.0013248841,12761,15331,0.051268116,-0.0051275156,-0.0065102708,-0.12480572,Background,-1.4340665207358338,0.9242233596271496,0.99999984527185,0.9242233596271496
SPC25,712,225,41.62004089355469,-0.042578675,-1.4343653036555917,0.9242659782416595,0.99999984527185,15332,0,1,0.0013250852,12691,15332,0.052550435,-0.00035385275,-0.006620559,-0.13073337,Background,-1.4343653036555917,0.9242659782416595,0.99999984527185,0.9242659782416595
CIPC,704,426,41.33997344970703,-0.042609558,-1.4346273278130117,0.9243033385300774,0.99999984527185,15333,0,1,0.0013246494,12851,15333,0.049846668,-0.0043552103,-0.0062361574,-0.12447442,Background,-1.4346273278130117,0.9243033385300774,0.99999984527185,0.9243033385300774
SMIM24,638,142,26.45235252380371,-0.0428107,-1.4347527538972769,0.9243212172348282,0.99999984527185,15334,0,0,0.001,16814,15334,-0.034121715,-0.040814005,-0.010001786,-0.00068389927,Background,-1.4347527538972769,0.9243212172348282,0.99999984527185,0.9243212172348282
BMP5,708,457,41.35573196411133,-0.042607967,-1.434904857877708,0.9243428943907915,0.99999984527185,15335,0,1,0.0013251257,12673,15335,0.052816212,-0.0016311202,-0.006510485,-0.12989053,Background,-1.434904857877708,0.9243428943907915,0.99999984527185,0.9243428943907915
CRTC1,604,724,41.106842041015625,-0.042934824,-1.4350479658006763,0.9243632851510168,0.99999984527185,15336,0,1,0.001099091,16152,15336,-0.0066350475,-0.07945867,-0.00033995043,0.0005640362,Background,-1.4350479658006763,0.9243632851510168,0.99999984527185,0.9243632851510168
TCIRG1,667,873,37.831634521484375,-0.04273904,-1.4352890366764472,0.9243976247142496,0.99999984527185,15337,0,1,0.0013052396,14875,15337,0.014486723,-0.000897706,-0.0056221588,-0.093444936,Background,-1.4352890366764472,0.9243976247142496,0.99999984527185,0.9243976247142496
SLC22A6,626,587,40.883888244628906,-0.042895515,-1.436067262128445,0.9245083986916249,0.99999984527185,15338,0,1,0.001254086,15210,15338,0.0042749885,-0.0026785503,-0.004561399,-0.08282606,Background,-1.436067262128445,0.9245083986916249,0.99999984527185,0.9245083986916249
C1QTNF8,402,270,33.51921081542969,-0.043939326,-1.4364352800296398,0.9245607399111815,0.99999984527185,15339,0,1,0.0010179572,16432,15339,-0.015302958,-4.656613e-09,-0.072651625,7.591862e-05,Background,-1.4364352800296398,0.9245607399111815,0.99999984527185,0.9245607399111815
TNS3,614,1556,41.90792465209961,-0.04298417,-1.4374499192634864,0.9247049033847486,0.99999984527185,15340,0,1,0.0013118231,14682,15340,0.019328646,-0.022888836,-0.004110447,-0.07829769,Background,-1.4374499192634864,0.9247049033847486,0.99999984527185,0.9247049033847486
ITPR2,595,2707,43.57305908203125,-0.043059703,-1.4377006966571928,0.9247405023209178,0.99999984527185,15341,0,1,0.001323197,13266,15341,0.042512912,-0.003115438,-0.05180743,-0.07370944,Background,-1.4377006966571928,0.9247405023209178,0.99999984527185,0.9247405023209178
GLDN,689,587,41.42047119140625,-0.04277523,-1.4382379074778722,0.9248167185355096,0.99999984527185,15342,0,1,0.0013200816,13836,15342,0.032205008,-0.003949428,-0.005066894,-0.10873914,Background,-1.4382379074778722,0.9248167185355096,0.99999984527185,0.9248167185355096
KLHL40,709,647,31.26925468444824,-0.042739905,-1.4388640028034547,0.924905470866775,0.99999984527185,15343,0,1,0.0013252889,12623,15343,0.05391434,-0.003822972,-0.0058289254,-0.12974223,Background,-1.4388640028034547,0.924905470866775,0.99999984527185,0.924905470866775
BACE1,706,507,34.26678466796875,-0.042775825,-1.4396736825882652,0.9250201287696532,0.99999984527185,15344,0,1,0.0013246883,12835,15344,0.05007732,-0.0039480436,-0.006634489,-0.12504642,Background,-1.4396736825882652,0.9250201287696532,0.99999984527185,0.9250201287696532
OSBPL2,688,502,43.283103942871094,-0.042836457,-1.4399436360475655,0.9250583268993466,0.99999984527185,15345,0,1,0.001318685,13996,15345,0.029007545,-0.00232156,-0.005002953,-0.10735594,Background,-1.4399436360475655,0.9250583268993466,0.99999984527185,0.9250583268993466
CREBBP,662,2512,41.95279693603515,-0.042917702,-1.4400385551669208,0.9250717543268444,0.99999984527185,15346,0,1,0.0013274447,11972,15346,0.07414059,-0.0019724346,-0.06637541,-0.09162815,Background,-1.4400385551669208,0.9250717543268444,0.99999984527185,0.9250717543268444
MRGPRF,706,350,37.082984924316406,-0.042794093,-1.4402102889682569,0.9250960434320386,0.99999984527185,15347,0,1,0.0013251728,12654,15347,0.053129368,-0.0019515892,-0.010454926,-0.12631103,Background,-1.4402102889682569,0.9250960434320386,0.99999984527185,0.9250960434320386
SLC2A5,670,513,40.627685546875,-0.042939913,-1.4413976288073695,0.9252638101046431,0.99999984527185,15348,0,1,0.001310686,14750,15348,0.018291224,-0.003637529,-0.0041110925,-0.09642242,Background,-1.4413976288073695,0.9252638101046431,0.99999984527185,0.9252638101046431
MYOT,703,508,41.97262954711914,-0.04284613,-1.4414898785546026,0.9252768326350107,0.99999984527185,15349,0,1,0.0013245397,12886,15349,0.049207553,-0.0016805576,-0.006008681,-0.12721056,Background,-1.4414898785546026,0.9252768326350107,0.99999984527185,0.9252768326350107
BRD7,672,666,42.19229888916016,-0.042942647,-1.4416542128037986,0.9253000267584168,0.99999984527185,15350,0,1,0.0013103846,14755,15350,0.018033428,-0.0030645258,-0.004347615,-0.09650659,Background,-1.4416542128037986,0.9253000267584168,0.99999984527185,0.9253000267584168
CELA3B,581,281,41.62664794921875,-0.043258253,-1.441877904944049,0.9253315898205626,0.99999984527185,15351,0,0,0.001,16780,15351,-0.010284465,-0.0025835433,-0.0026883082,-0.070960194,Background,-1.441877904944049,0.9253315898205626,0.99999984527185,0.9253315898205626
GCNT7,639,324,37.763877868652344,-0.043080002,-1.4426179045438505,0.9254359315766055,0.99999984527185,15352,0,1,0.0013141651,14514,15352,0.0218531,-0.008050522,-0.0059260763,-0.094036505,Background,-1.4426179045438505,0.9254359315766055,0.99999984527185,0.9254359315766055
DNAJC21,704,556,44.68129348754883,-0.04288394,-1.4426830864120546,0.9254451170437434,0.99999984527185,15353,0,1,0.0013248274,12774,15353,0.050917566,-0.0042890543,-0.008278937,-0.12411744,Background,-1.4426830864120546,0.9254451170437434,0.99999984527185,0.9254451170437434
NANOS2,691,162,40.901084899902344,-0.04293209,-1.4429972615925764,0.9254893786806349,0.99999984527185,15354,0,2,0.0014395352,10364,15354,0.02227142,-0.03022661,-0.07826821,0.00035924252,Background,-1.4429972615925764,0.9254893786806349,0.99999984527185,0.9254893786806349
KBTBD13,677,460,33.19430923461914,-0.042982273,-1.4432495763639108,0.9255249107719594,0.99999984527185,15355,0,1,0.00131365,14557,15355,0.021246467,-0.0023290853,-0.0050727623,-0.099809155,Background,-1.4432495763639108,0.9255249107719594,0.99999984527185,0.9255249107719594
ARMCX5,272,575,43.83747863769531,-0.04534378,-1.44333860215726,0.9255374446935213,0.99999984527185,15356,0,2,0.0013162388,14290,15356,0.024664452,-0.11535199,0.0,1.8636024e-09,Background,-1.44333860215726,0.9255374446935213,0.99999984527185,0.9255374446935213
GPRIN2,703,487,41.71288299560547,-0.042954586,-1.444673321752727,0.9257251665623323,0.99999984527185,15357,0,1,0.0012670535,15144,15357,0.0053722346,-0.002505273,-0.08815966,-0.00061645085,Background,-1.444673321752727,0.9257251665623323,0.99999984527185,0.9257251665623323
NEU3,527,468,39.346534729003906,-0.043580577,-1.4447460827180245,0.9257353896435219,0.99999984527185,15358,0,1,0.0013100648,14765,15358,0.017767351,-0.035902187,-0.047294572,-0.021731734,Background,-1.4447460827180245,0.9257353896435219,0.99999984527185,0.9257353896435219
ATP1B2,726,300,36.64151382446289,-0.04291411,-1.4453744359315723,0.9258236299950288,0.99999984527185,15359,0,2,0.0016373205,6468,15359,0.033866905,-0.0009335689,-0.12017505,0.0014135039,Background,-1.4453744359315723,0.9258236299950288,0.99999984527185,0.9258236299950288
TBKBP1,646,665,40.13092041015625,-0.04315813,-1.4455360462224371,0.9258463121585159,0.99999984527185,15360,0,1,0.0012681067,15141,15360,0.005480511,-0.0023956934,-0.0051238146,-0.08427725,Background,-1.4455360462224371,0.9258463121585159,0.99999984527185,0.9258463121585159
DLG5,645,1948,42.165409088134766,-0.04317226,-1.445850303892069,0.9258904033642628,0.99999984527185,15361,0,1,0.0012640886,15168,15361,0.005085118,-0.00138112,-0.004213538,-0.08583498,Background,-1.445850303892069,0.9258904033642628,0.99999984527185,0.9258904033642628
SPATA22,674,374,41.32289505004883,-0.04311794,-1.4469380820594815,0.9260428669760404,0.99999984527185,15362,0,1,0.0013140902,14521,15362,0.021762956,-0.0036884053,-0.0722335,-0.032076932,Background,-1.4469380820594815,0.9260428669760404,0.99999984527185,0.9260428669760404
SLC9C1,226,1138,42.77495193481445,-0.046131395,-1.447105747726596,0.9260663457593828,0.99999984527185,15363,0,1,0.0010000007,16493,15363,-0.004447641,-3.259629e-09,-0.087815106,2.7922993e-09,Background,-1.447105747726596,0.9260663457593828,0.99999984527185,0.9260663457593828
GRB7,709,558,41.74492263793945,-0.043025486,-1.4472588663234098,0.9260877824917574,0.99999984527185,15364,0,1,0.0013251875,12649,15364,0.053227406,-0.0026352545,-0.0050669806,-0.13157615,Background,-1.4472588663234098,0.9260877824917574,0.99999984527185,0.9260877824917574
PARP6,725,651,41.549861907958984,-0.042989608,-1.447521633813283,0.9261245590917877,0.99999984527185,15365,0,2,0.0016364602,6482,15365,0.03226657,-0.0031261109,-0.11653372,0.0014140573,Background,-1.447521633813283,0.9261245590917877,0.99999984527185,0.9261245590917877
RETREG1,657,522,42.027587890625,-0.04323846,-1.4488918332245364,0.9263161038958483,0.99999984527185,15366,0,2,0.0019420586,3962,15366,0.04024615,0.027228177,-0.06480537,-0.089145884,Background,-1.4488918332245364,0.9263161038958483,0.99999984527185,0.9263161038958483
PAIP1,705,369,41.22405242919922,-0.043095537,-1.4489802892835453,0.9263284564089538,0.99999984527185,15367,0,1,0.0013246164,12862,15367,0.049652454,-0.0047066235,-0.004460005,-0.12667692,Background,-1.4489802892835453,0.9263284564089538,0.99999984527185,0.9263284564089538
MARCHF10,675,903,41.88787841796875,-0.04319332,-1.44922429425967,0.9263625224615215,0.99999984527185,15368,0,1,0.0013245218,12892,15368,0.04910552,-0.032101527,-0.0029713372,-0.10041926,Background,-1.44922429425967,0.9263625224615215,0.99999984527185,0.9263625224615215
PIGC,706,300,40.090476989746094,-0.043114677,-1.4496271610792302,0.9264187411950972,0.99999984527185,15369,0,1,0.0013248224,12776,15369,0.050887067,-0.0017822981,-0.007307132,-0.12802704,Background,-1.4496271610792302,0.9264187411950972,0.99999984527185,0.9264187411950972
C17orf99,381,307,33.37179183959961,-0.044609565,-1.4502453284048615,0.9265049405851504,0.99999984527185,15370,0,1,0.001307146,14842,15370,0.01563842,-0.045555193,-0.0014886186,-0.057813726,Background,-1.4502453284048615,0.9265049405851504,0.99999984527185,0.9265049405851504
MYLK2,681,772,39.80231475830078,-0.04322463,-1.450674347885725,0.9265647191370097,0.99999984527185,15371,0,2,0.0017199172,5374,15371,0.020105857,0.0025930735,-0.0050079804,-0.10414022,Background,-1.450674347885725,0.9265647191370097,0.99999984527185,0.9265647191370097
C6orf58,446,350,45.57402420043945,-0.04420556,-1.4506932371835357,0.9265673502718258,0.99999984527185,15372,0,0,0.001,17016,15372,-0.042760007,-0.0024986072,-0.042297907,-0.00085459324,Background,-1.4506932371835357,0.9265673502718258,0.99999984527185,0.9265673502718258
CLSTN1,648,969,42.09391021728515,-0.043341313,-1.4510242716172554,0.9266134491358693,0.99999984527185,15373,0,1,0.0013250641,12699,15373,0.05241283,-0.04848549,-0.0034982255,-0.08711174,Background,-1.4510242716172554,0.9266134491358693,0.99999984527185,0.9266134491358693
MTMR7,684,672,41.823028564453125,-0.04323207,-1.4511584234890538,0.9266321244200477,0.99999984527185,15374,0,2,0.0017753638,4993,15374,0.020430822,0.0038450174,-0.0053594774,-0.10538051,Background,-1.4511584234890538,0.9266321244200477,0.99999984527185,0.9266321244200477
GPC2,711,641,41.46295928955078,-0.04315258,-1.4511637724844735,0.9266328689784179,0.99999984527185,15375,0,1,0.001325566,12532,15375,0.055886082,-0.0040766336,-0.007287927,-0.13082667,Background,-1.4511637724844735,0.9266328689784179,0.99999984527185,0.9266328689784179
