gene,codon_length,taxa_count,fg_count,n_microbats,n_odontocetes,psi_track_b,max_rho_track_a,p_min_track_a,p_evd_track_a,max_synergy_track_a,top3_synergy_track_a,best_site_codon,best_site_lrt,best_site_rho,rho_microbats,rho_odontocetes,rho_megabats,rho_mysticetes,z_track_b,p_track_b,q_track_b,rank_track_b,rank_track_a,q_track_a,min_rank,dual_track_score,composite_rank,composite_score,z_score,p_combined,p_value,fdr_q,psi_score,rank_prod,tier
FRMD5,484,698,110,72,38,0.2112246596913964,0.587210476398468,1.942890293094024e-15,2.7589042161931333e-13,21.970932006835938,12.056053161621094,373,42.69382858276367,0.5146161317825317,0.7137565612792969,0.8755640983581543,0.4077527225017547,0.4812911748886108,-0.5358000034957595,0.7039516101099746,0.9211201987272322,11487,10948,1.0541123167921588e-12,11420,11419.999907659285,12430,10948.756634519455,-0.5358000034957595,5.517253320874715e-13,5.517253320874715e-13,2.108224633584907e-12,0.2112246596913964,11214.26216922005,Tier 0: Core Bottleneck Transducer
HIBCH,387,675,106,70,36,0.2208763655157391,0.5615714192390442,1.942890293094024e-15,6.081246617382446e-13,10.07688808441162,8.988678932189941,259,29.284692764282227,0.3441008627414703,0.6719005107879639,0.783765435218811,0.7859745025634766,0.6005187034606934,-0.35951139997881526,0.6403937244271517,0.9143343848966804,10526,11949,1.0586030206361593e-12,11003,11002.999910011336,12431,10608.750149650814,-0.35951139997881526,1.216249323476859e-12,1.216249323476859e-12,2.1172060412729624e-12,0.2208763655157391,11214.953143014018,Tier 0: Core Bottleneck Transducer
HTR1D,389,703,108,73,35,0.2142381443877078,0.5764184594154358,1.942890293094024e-15,5.770384170487586e-13,14.418203353881836,12.00220775604248,47,25.94342041015625,0.5557556748390198,0.675980806350708,0.8569025993347168,0.4981594085693359,0.7489116191864014,-0.4521356831590721,0.6744143806144518,0.9173829512802387,11049,11386,1.0573133745255766e-12,11870,11869.999907691,12432,11386.75992683738,-0.4521356831590721,1.154021322946619e-12,1.154021322946619e-12,2.114526387079818e-12,0.2142381443877078,11216.234394840365,Tier 0: Core Bottleneck Transducer
PITX3,318,698,111,71,40,0.2242106831421296,0.5272062420845032,1.942890293094024e-15,2.331468351712557e-13,21.35791015625,10.27463436126709,292,40.51148986816406,0.5272062420845032,0.5602282285690308,0.8782377243041992,0.5755839943885803,0.4930314719676971,-0.22490930614435964,0.5889750852483411,0.9128864851350191,9695,12977,1.0541123167921588e-12,10494,10493.999908869468,12433,10120.768107748589,-0.22490930614435964,4.66349181493797e-13,4.66349181493797e-13,2.108224633584907e-12,0.2242106831421296,11216.595517357306,Tier 0: Core Bottleneck Transducer
LYPLAL1,238,700,109,70,39,0.2244484989090895,0.5236860513687134,1.942890293094024e-15,3.710920459808897e-13,10.655424118041992,7.911795139312744,164,31.148099899291992,0.3420890569686889,0.6534844636917114,0.7677428126335144,0.6017103791236877,0.392680287361145,-0.2145614040650422,0.5849453559222094,0.9128864851350191,9622,13081,1.0541123167921588e-12,10435,10434.999911221084,12434,10063.769670768208,-0.2145614040650422,7.421285808106859e-13,7.421285808106859e-13,2.108224633584907e-12,0.2244484989090895,11218.974195531426,Tier 0: Core Bottleneck Transducer
DNAJC5B,201,721,112,73,39,0.2222481566994381,0.5252514481544495,1.942890293094024e-15,2.7783331191240685e-13,12.679744720458984,7.298681735992432,55,37.07220077514648,0.3420283794403076,0.5711031556129456,0.8026025295257568,0.7143473029136658,0.3076074719429016,-0.21954903466705586,0.5868888063469038,0.9128864851350191,9655,13043,1.0541123167921588e-12,10821,10820.999912050109,12435,10430.780611905551,-0.21954903466705586,5.556666238248908e-13,5.556666238248908e-13,2.108224633584907e-12,0.2222481566994381,11221.861031041153,Tier 0: Core Bottleneck Transducer
HAUS4,364,706,111,72,39,0.2077085833503747,0.5935685038566589,1.942890293094024e-15,6.17839113203709e-13,12.681262016296388,9.364669799804688,192,37.01686096191406,0.3425807058811188,0.736997663974762,0.7138501405715942,0.8465209603309631,0.4561571776866913,-0.6016817000785836,0.7263069832026582,0.9240895881443387,11816,10661,1.0593931812840396e-12,11124,11123.99990964816,12436,10661.759195211174,-0.6016817000785836,1.235622715256568e-12,1.235622715256568e-12,2.1187863625687356e-12,0.2077085833503747,11223.652524913625,Tier 0: Core Bottleneck Transducer
MRPL12,207,715,110,71,39,0.2103470806110525,0.5846524238586426,1.942890293094024e-15,2.8560487308478073e-13,7.504036903381348,4.951326847076416,34,19.54837417602539,0.3838701248168945,0.5806770920753479,0.7275283336639404,0.5522947311401367,0.482561856508255,-0.518208881466509,0.6978437306181576,0.920189438108957,11394,11059,1.0541123167921588e-12,11535,11534.999916802975,12437,11059.763784502828,-0.518208881466509,5.71209746169643e-13,5.71209746169643e-13,2.108224633584907e-12,0.2103470806110525,11225.250375826812,Tier 0: Core Bottleneck Transducer
DAPK2,384,671,105,66,39,0.2075399568799921,0.6003207564353943,1.942890293094024e-15,3.924638392049159e-13,7.155824661254883,6.089282989501953,357,11.920001983642578,0.6003207564353943,0.744391143321991,0.8069010972976685,0.3626600503921509,0.8660224080085754,-0.6879949193669157,0.7542720095983906,0.9300068904768466,12191,10341,1.0541123167921588e-12,10787,10786.9999141058,12438,10341.749052211506,-0.6879949193669157,7.849276784099857e-13,7.849276784099857e-13,2.108224633584907e-12,0.2075399568799921,11227.962014542087,Tier 0: Core Bottleneck Transducer
KIF19,1094,618,106,67,39,0.2067800064495221,0.6100807189941406,1.942890293094024e-15,1.577626917991103e-12,19.4423770904541,15.96296215057373,723,40.77833938598633,0.4767819941043854,0.7665934562683105,0.8935394287109375,0.8515301942825317,0.4805949926376343,-0.8428621289026891,0.8003472220057993,0.9420825556139664,12773,9872,1.7422962180105944e-12,10306,10305.999905895196,12439,9872.736282008647,-0.8428621289026891,3.155253835984695e-12,3.155253835984695e-12,3.4845924360239378e-12,0.2067800064495221,11229.205492820942,Tier 0: Core Bottleneck Transducer
SHE,524,576,99,61,38,0.2211392955271675,0.5952998399734497,1.942890293094024e-15,6.974976152205113e-13,9.671326637268066,8.03209400177002,284,20.671051025390625,0.4678681790828705,0.5990761518478394,0.8075903654098511,0.9999821782112122,0.7473744750022888,-0.6228649931148128,0.7333133778984428,0.925902774665381,11905,10592,1.0803416755784884e-12,10970,10969.999911071627,12440,10575.70392417692,-0.6228649931148128,1.3950507415927405e-12,1.3950507415927405e-12,2.1607693313945455e-12,0.2211392955271675,11229.325892501294,Tier 0: Core Bottleneck Transducer
CMBL,249,698,112,73,39,0.2120858881170081,0.5839195251464844,1.942890293094024e-15,3.78863607153263e-13,5.570958137512207,5.4001145362854,234,17.823423385620117,0.3125638663768768,0.5717764496803284,0.8136674761772156,0.5921659469604492,0.4941042959690094,-0.5151818437617145,0.6967870223972992,0.920189438108957,11369,11092,1.0541123167921588e-12,11569,11568.99991562472,12441,11092.758131027602,-0.5151818437617145,7.576717031554381e-13,7.576717031554381e-13,2.108224633584907e-12,0.2120858881170081,11229.645942771303,Tier 0: Core Bottleneck Transducer
LOC124903067,304,504,82,42,40,0.238165883312234,0.5772833824157715,1.942890293094024e-15,4.934941344457603e-13,7.801383972167969,7.0085906982421875,41,22.00704765319824,0.3544948101043701,0.6599231362342834,0.824006974697113,0.6586928963661194,0.5558131337165833,-0.462455448523179,0.6781226280061257,0.917668808616767,11107,11354,1.0541123167921588e-12,8118,8117.999912486592,12442,7810.637312936482,-0.462455448523179,9.86932757740533e-13,9.86932757740533e-13,2.108224633584907e-12,0.238165883312234,11229.820924663047,Tier 0: Core Bottleneck Transducer
APPL1,718,705,112,72,40,0.2019347340456898,0.604337751865387,1.942890293094024e-15,5.576095141178295e-13,12.717554092407228,9.077719688415527,439,33.506317138671875,0.3795568943023681,0.6084131002426147,0.8037766814231873,0.9113242030143738,0.8756371736526489,-0.74224483574479,0.7710304960054198,0.9329917869985105,12418,10160,1.0541123167921588e-12,10605,10604.99990992288,12443,10160.760824742269,-0.74224483574479,1.1151635170847385e-12,1.1151635170847385e-12,2.108224633584907e-12,0.2019347340456898,11232.403126668843,Tier 0: Core Bottleneck Transducer
BHMT2,368,540,91,56,35,0.2397617188976065,0.5475701689720154,1.942890293094024e-15,5.984102102727803e-13,15.952266693115234,11.049139976501465,48,30.44953727722168,0.5238919258117676,0.6980177164077759,0.8447503447532654,0.9757073521614076,0.5145193934440613,-0.29735167427230086,0.6169009828632261,0.9137186162778254,10146,12436,1.0582330641556401e-12,7834,7833.999908299347,12444,7530.663984037246,-0.29735167427230086,1.19687593169715e-12,1.19687593169715e-12,2.1165642946443954e-12,0.2397617188976065,11232.793775370399,Tier 0: Core Bottleneck Transducer
POLR1G,695,692,110,71,39,0.2164602785923697,0.5711255073547363,1.942890293094024e-15,9.753309271327244e-13,15.726743698120115,14.172996520996094,249,30.51133155822754,0.5154394507408142,0.6295620799064636,0.9591700434684752,0.9999812245368958,0.4685064554214477,-0.4244570832643878,0.6643837510713723,0.916632683378264,10896,11581,1.2534490545722295e-12,11601,11600.999906590656,12445,11186.757133355504,-0.4244570832643878,1.9506063431151688e-12,1.9506063431151688e-12,2.5068267688466162e-12,0.2164602785923697,11233.27984161349,Tier 0: Core Bottleneck Transducer
CCDC12,170,717,110,70,40,0.2241091528810644,0.5090763568878174,1.942890293094024e-15,1.7874590696463422e-13,9.942015647888184,6.259790897369385,167,19.529518127441406,0.5090763568878174,0.5624832510948181,0.8067550659179688,0.7534230947494507,0.4932386577129364,-0.18387383454824946,0.5729437840930527,0.9128864851350191,9399,13426,1.0541123167921588e-12,10513,10512.999913774502,12446,10138.783638177583,-0.18387383454824946,3.574918139293004e-13,3.574918139293004e-13,2.108224633584907e-12,0.2241091528810644,11233.475597516559,Tier 0: Core Bottleneck Transducer
CNOT1,2392,668,110,72,38,0.2211066301867358,0.5625970959663391,1.942890293094024e-15,5.789813073418515e-13,20.38249969482422,12.306708335876465,351,36.87236022949219,0.552785336971283,0.695388674736023,0.1050605922937393,0.4629097878932953,0.0879912674427032,-0.37120492148046247,0.6447575461167137,0.9144939060928827,10597,11910,1.0573133745255766e-12,10973,10972.999907515006,12447,10578.74785500499,-0.37120492148046247,1.1580181258352695e-12,1.1580181258352695e-12,2.114526387079818e-12,0.2211066301867358,11234.334426213241,Tier 0: Core Bottleneck Transducer
INTS10,715,681,103,66,37,0.2137513328062935,0.5837499499320984,1.942890293094024e-15,6.93611834634326e-13,13.087753295898438,8.75731372833252,483,27.87698745727539,0.4694823324680328,0.5837409496307373,0.8214793801307678,0.9999791979789734,0.8072997331619263,-0.5153509654312056,0.6968461046227732,0.920189438108957,11370,11103,1.0794452197856874e-12,11580,11579.999910248722,12448,11103.7530428999,-0.5153509654312056,1.3872791804203644e-12,1.3872791804203644e-12,2.1588904395721256e-12,0.2137513328062935,11235.706920349961,Tier 0: Core Bottleneck Transducer
CTIF,605,669,107,68,39,0.2234612620283556,0.5505707263946533,1.942890293094024e-15,6.469824676001009e-13,11.343454360961914,9.766215324401855,141,30.899959564208984,0.367102563381195,0.6030523180961609,0.613237202167511,0.7917748093605042,0.4006891548633575,-0.3124739879903756,0.6226598356714058,0.9137186162778254,10226,12348,1.0690604902041453e-12,10609,10608.999909288315,12449,10230.750848021284,-0.3124739879903756,1.29396493520062e-12,1.29396493520062e-12,2.1381209804089812e-12,0.2234612620283556,11237.02131349763,Tier 0: Core Bottleneck Transducer
C17orf49,199,727,113,73,40,0.225141720142449,0.4863829314708709,1.942890293094024e-15,1.962319196024772e-13,6.471218585968018,5.811399459838867,118,25.861839294433594,0.2502226829528808,0.5905049443244934,0.6498107314109802,0.5877249240875244,0.3874262571334839,-0.136876315543615,0.5544357199641352,0.9128864851350191,9075,13916,1.0541123167921588e-12,10334,10333.999914681272,12450,9967.794246757565,-0.136876315543615,3.924083280537616e-13,3.924083280537616e-13,2.108224633584907e-12,0.225141720142449,11237.780029881347,Tier 0: Core Bottleneck Transducer
NKX1-2,366,654,98,63,35,0.2263425581702835,0.542533278465271,1.942890293094024e-15,4.993228053250397e-13,11.34766960144043,9.63501262664795,356,26.63147354125977,0.426099956035614,0.6766579151153564,0.6298412084579468,0.5913884043693542,0.3718349039554596,-0.28140596268735363,0.6108004773653867,0.9137186162778254,10044,12576,1.0541123167921588e-12,10145,10144.999909402904,12451,9780.743465247757,-0.28140596268735363,9.987011218015596e-13,9.987011218015596e-13,2.108224633584907e-12,0.2263425581702835,11238.920944645886,Tier 0: Core Bottleneck Transducer
GUCA1B,205,683,104,64,40,0.221833144328317,0.5513983964920044,1.942890293094024e-15,3.2834845953283613e-13,12.138188362121582,8.876148223876953,111,24.49934959411621,0.495449423789978,0.6204519271850586,0.8671826720237732,0.3079833090305328,0.8127094507217407,-0.3172821066683954,0.624485223342661,0.9137186162778254,10260,12317,1.0541123167921588e-12,10878,10877.999910125403,12452,10487.758363817758,-0.3172821066683954,6.567524302170114e-13,6.567524302170114e-13,2.108224633584907e-12,0.221833144328317,11241.548825673444,Tier 0: Core Bottleneck Transducer
MMP19,534,700,110,70,40,0.2087581466851934,0.5918923020362854,1.942890293094024e-15,7.771561172373078e-13,13.530269622802734,12.257817268371582,283,29.713422775268555,0.4553588330745697,0.7108632922172546,0.8735593557357788,0.8580334186553955,0.7337973117828369,-0.5902447711583815,0.7224867198444818,0.9226413660385195,11770,10737,1.1244867888233011e-12,11205,11204.99990754272,12453,10737.758330562025,-0.5902447711583815,1.5543677456264504e-12,1.5543677456264504e-12,2.2490538981323916e-12,0.2087581466851934,11241.640894460203,Tier 0: Core Bottleneck Transducer
GMPPA,420,707,108,71,37,0.1846812768449824,0.6197677254676819,1.942890293094024e-15,3.2834845953283613e-13,10.263238906860352,7.994762420654297,215,16.82026481628418,0.6101710796356201,0.7525482177734375,0.921783685684204,0.7510290741920471,0.7866361141204834,-1.1510259837532182,0.875139226993779,0.9712643594782215,13547,9329,1.0541123167921588e-12,9755,9754.99991111758,12454,9329.764416361822,-1.1510259837532182,6.567524302170114e-13,6.567524302170114e-13,2.108224633584907e-12,0.1846812768449824,11241.884317141856,Tier 0: Core Bottleneck Transducer
PTGES3L,152,697,105,68,37,0.2245222804123353,0.5225839614868164,1.942890293094024e-15,1.5543122344750982e-13,8.012782096862793,5.312075138092041,24,28.99814224243164,0.2763205468654632,0.3451482951641083,0.8356956243515015,0.3882183134555816,0.8934825658798218,-0.21978394907417537,0.586980289606797,0.9128864851350191,9657,13100,1.0541123167921588e-12,10421,10420.99991584265,12455,10050.769870302627,-0.21978394907417537,3.1086244689504383e-13,3.1086244689504383e-13,2.108224633584907e-12,0.2245222804123353,11247.519726588613,Tier 0: Core Bottleneck Transducer
RAD21,655,709,110,71,39,0.2268799700997698,0.4840852618217468,1.942890293094024e-15,3.3417713041211633e-13,6.699796676635742,5.662683486938477,505,17.26861000061035,0.3879754543304443,0.5971383452415466,0.8129913210868835,0.9999760985374452,0.9447088837623596,-0.13559287874325357,0.553928432300935,0.9128864851350191,9065,13960,1.0541123167921588e-12,10053,10052.999915008968,12456,9690.786498170935,-0.13559287874325357,6.683542608243442e-13,6.683542608243442e-13,2.108224633584907e-12,0.2268799700997698,11249.328868870356,Tier 0: Core Bottleneck Transducer
PCDH20,978,690,106,68,38,0.2139128278774766,0.5801807641983032,1.942890293094024e-15,1.099675905890613e-12,17.97136878967285,15.514477729797363,246,34.523643493652344,0.5205525159835815,0.6811240911483765,0.8694121241569519,0.7450037002563477,0.9595407843589784,-0.4901159785078699,0.6879740840473476,0.9195035919240596,11247,11255,1.3435419506797796e-12,11737,11736.999906055293,12457,11255.757332889923,-0.4901159785078699,2.199351811782435e-12,2.199351811782435e-12,2.687083901361036e-12,0.2139128278774766,11250.99928895207,Tier 0: Core Bottleneck Transducer
DBH,645,676,106,66,40,0.2057114668293325,0.6018583178520203,1.942890293094024e-15,9.32587340684697e-13,13.980487823486328,11.06936264038086,229,23.22886848449707,0.6018583178520203,0.6253788471221924,0.817913293838501,0.5469405055046082,0.4047290086746216,-0.7195852463674063,0.7641098007295036,0.932129688279158,12324,10275,1.22319206727684e-12,10720,10719.99990828544,12458,10275.753375457269,-0.7195852463674063,1.8652301925214942e-12,1.8652301925214942e-12,2.446456943606444e-12,0.2057114668293325,11252.959610697979,Tier 0: Core Bottleneck Transducer
CITED4,200,673,103,66,37,0.1834331320586701,0.6214792132377625,1.942890293094024e-15,3.1280533718808893e-13,6.644679069519043,5.63429069519043,192,12.515472412109377,0.5309171676635742,0.7763779759407043,0.8463733792304993,0.7582458853721619,0.8688467144966125,-1.2592735224398215,0.8960342232968552,0.9831332224526176,13703,9242,1.0541123167921588e-12,9667,9666.999915073202,12459,9242.763119388095,-1.2592735224398215,6.25666185527507e-13,6.25666185527507e-13,2.108224633584907e-12,0.1834331320586701,11253.582807266315,Tier 0: Core Bottleneck Transducer
LIMD2,135,712,112,73,39,0.2215480140637442,0.5348097681999207,1.942890293094024e-15,1.282307593441974e-13,15.444000244140623,7.924129486083984,15,40.96722030639648,0.3769843280315399,0.6624405980110168,0.7286108732223511,0.1917460858821869,0.4402772486209869,-0.2565248763729247,0.6012272128291255,0.913125845876601,9895,12799,1.0541123167921588e-12,10909,10908.999911205574,12460,10516.77535749917,-0.2565248763729247,2.564060075371799e-13,2.564060075371799e-13,2.108224633584907e-12,0.2215480140637442,11253.715164335732,Tier 0: Core Bottleneck Transducer
PSMA6,227,667,88,48,40,0.2324774534515381,0.4289375245571136,1.942890293094024e-15,9.520162436160264e-14,6.376595497131348,4.107086658477783,31,17.50310707092285,0.3643122017383575,0.4932810664176941,0.4007795453071594,0.2967584729194641,0.565863311290741,-0.10204049768903904,0.540637734838251,0.9128864851350191,8816,14367,1.0541123167921588e-12,9122,9121.999919580636,12461,8791.77013634852,-0.10204049768903904,1.9040324872321435e-13,1.9040324872321435e-13,2.108224633584907e-12,0.2324774534515381,11254.30904142942,Tier 0: Core Bottleneck Transducer
CIAPIN1,356,707,110,71,39,0.2242628759077583,0.5134257674217224,1.942890293094024e-15,4.643507800493639e-13,14.239402770996094,11.806225776672363,75,29.13177490234375,0.4887928366661072,0.6084039211273193,0.8446012735366821,0.7664716839790344,0.4914492070674896,-0.20286344320833538,0.5803791158891166,0.9128864851350191,9533,13288,1.0541123167921588e-12,10477,10476.999907808702,12462,10105.777951446624,-0.20286344320833538,9.287015600989434e-13,9.287015600989434e-13,2.108224633584907e-12,0.2242628759077583,11254.976854707433,Tier 0: Core Bottleneck Transducer
PCGF5,257,717,114,74,40,0.2143434936087296,0.5691484808921814,1.942890293094024e-15,1.418309913958537e-13,17.54025650024414,8.493461608886719,235,30.818418502807617,0.5691484808921814,0.4008186757564544,0.4156608283519745,0.2534573078155517,0.2258276343345642,-0.4179580103164766,0.66201109113051,0.9158176654348135,10865,11659,1.0541123167921588e-12,11882,11881.999910533566,12463,11458.76877286332,-0.4179580103164766,2.8371749394295875e-13,2.8371749394295875e-13,2.108224633584907e-12,0.2143434936087296,11255.000444246993,Tier 0: Core Bottleneck Transducer
TNFAIP8L1,188,679,112,73,39,0.2216453001409275,0.553892195224762,1.942890293094024e-15,3.147482274811824e-13,6.747197151184082,5.391262054443359,160,12.181427001953123,0.553892195224762,0.6677248477935791,0.6919437050819397,0.416302740573883,0.4952401220798492,-0.33141305836808727,0.6298337487192136,0.9138678470318116,10362,12226,1.0541123167921588e-12,10897,10896.999915646362,12464,10505.755936148986,-0.33141305836808727,6.294409438112325e-13,6.294409438112325e-13,2.108224633584907e-12,0.2216453001409275,11255.479199039017,Tier 0: Core Bottleneck Transducer
PSMC3IP,217,720,111,72,39,0.2215114073638858,0.528654932975769,1.942890293094024e-15,3.3029134982592954e-13,21.601736068725582,10.815788269042969,184,45.03416442871094,0.4796743988990783,0.6261677742004395,0.7767677903175354,0.6987309455871582,0.4402261674404144,-0.23943912813160564,0.5946174538211485,0.9128864851350191,9788,12943,1.0541123167921588e-12,10917,10916.999908463253,12465,10524.780412371134,-0.23943912813160564,6.605271885007369e-13,6.605271885007369e-13,2.108224633584907e-12,0.2215114073638858,11255.491282036515,Tier 0: Core Bottleneck Transducer
ECSIT,473,700,109,73,36,0.2211699750737653,0.5439912676811218,1.942890293094024e-15,7.033262860997894e-13,7.307254791259766,6.814459323883057,228,24.07069206237793,0.3035747706890106,0.6170476675033569,0.6674854159355164,0.7705525159835815,0.8659061193466187,-0.2930610359391139,0.6152622506731962,0.9137186162778254,10114,12528,1.083787097623279e-12,10966,10965.999912796791,12466,10571.76817426006,-0.2930610359391139,1.4066525722000733e-12,1.4066525722000733e-12,2.16757419524732e-12,0.2211699750737653,11256.473337595573,Tier 0: Core Bottleneck Transducer
PAN2,1209,715,109,72,37,0.2054130143995533,0.5952561497688293,1.942890293094024e-15,9.170442183399588e-13,11.979988098144531,9.286791801452637,77,28.173227310180664,0.4252259731292724,0.6591295599937439,0.9863870739936828,0.9999760389328004,0.8308016061782837,-0.6364639361219301,0.7377629601558359,0.9266678939475632,11968,10596,1.2131772831272575e-12,11059,11058.999909721204,12467,10596.765314266711,-0.6364639361219301,1.8340884366807586e-12,1.8340884366807586e-12,2.4263545662556272e-12,0.2054130143995533,11261.124633001804,Tier 0: Core Bottleneck Transducer
MRPS26,244,697,106,67,39,0.224375748947353,0.5226659774780273,1.942890293094024e-15,3.438915818775831e-13,9.94003963470459,6.564572811126709,243,27.28277587890625,0.3643338680267334,0.6574152708053589,0.7907748222351074,0.5609055757522583,0.4669483006000519,-0.2232917382232701,0.588345771549849,0.9128864851350191,9682,13098,1.0541123167921588e-12,10454,10453.999913219515,12468,10082.770867974725,-0.2232917382232701,6.878386749065157e-13,6.878386749065157e-13,2.108224633584907e-12,0.224375748947353,11261.209348910977,Tier 0: Core Bottleneck Transducer
TK2,271,684,103,65,38,0.2266489938403679,0.5117750763893127,1.942890293094024e-15,4.060640712565686e-13,8.858360290527344,7.443360805511475,71,27.14306640625,0.3263581097126007,0.6442301869392395,0.6950348615646362,0.6384400129318237,0.4322140216827392,-0.19970022491463232,0.5791424810697106,0.9128864851350191,9512,13334,1.0541123167921588e-12,10086,10085.999911843624,12469,9722.766744263385,-0.19970022491463232,8.120726313620708e-13,8.120726313620708e-13,2.108224633584907e-12,0.2266489938403679,11262.016160528274,Tier 0: Core Bottleneck Transducer
FABP4,134,716,107,69,38,0.2191841991650814,0.5465443134307861,1.942890293094024e-15,1.8846035843010258e-13,11.538021087646484,9.811135292053224,44,34.93621826171875,0.3302595913410187,0.6436622738838196,0.7939637899398804,0.610489547252655,0.8829355835914612,-0.3041651878968358,0.6194989774336641,0.9137186162778254,10181,12458,1.0541123167921588e-12,11234,11233.999909249722,12470,10826.774326571334,-0.3041651878968358,3.768652057090094e-13,3.768652057090094e-13,2.108224633584907e-12,0.2191841991650814,11262.100070590743,Tier 0: Core Bottleneck Transducer
STK24,433,686,106,69,37,0.1945638688873243,0.6137381196022034,1.942890293094024e-15,2.6423307986075237e-13,13.86818504333496,9.011043548583984,338,28.506580352783203,0.4864906668663025,0.5942876935005188,0.823768675327301,0.8258870840072632,0.501512348651886,-0.9624136869398836,0.8320790794428052,0.9529485800900805,13128,9667,1.0541123167921588e-12,10096,10095.999909988968,12471,9667.760658463583,-0.9624136869398836,5.284106485703433e-13,5.284106485703433e-13,2.108224633584907e-12,0.1945638688873243,11265.361778478311,Tier 0: Core Bottleneck Transducer
NUFIP2,789,675,107,70,37,0.2171135240134342,0.5732888579368591,1.942890293094024e-15,7.985279104613253e-13,18.73986053466797,16.153268814086914,189,37.51206970214844,0.4995688199996948,0.7087880373001099,0.8421340584754944,0.7677732110023499,0.530198335647583,-0.4494540782621544,0.6734479360381805,0.9173557843495524,11037,11499,1.1374578051905283e-12,11508,11507.999905829793,12472,11096.751413368806,-0.4494540782621544,1.5970558209232877e-12,1.5970558209232877e-12,2.274915610381964e-12,0.2171135240134342,11265.631939664992,Tier 0: Core Bottleneck Transducer
SEMA3F,795,696,105,65,40,0.1722325662981739,0.6246215105056763,1.942890293094024e-15,6.994405055136043e-13,10.109594345092772,6.277292728424072,658,21.716049194335938,0.4655356109142303,0.7938801646232605,0.7667543292045593,0.9231783151626588,0.5674080848693848,-1.4737930660613565,0.9297313420873597,0.9983663181195975,13999,9066,1.08101233556713e-12,9487,9486.999913741374,12473,9066.768639840371,-1.4737930660613565,1.3988810110276972e-12,1.3988810110276972e-12,2.162024671135015e-12,0.1722325662981739,11265.652843932303,Tier 0: Core Bottleneck Transducer
CERS6,392,687,104,69,35,0.203186470763866,0.6037935018539429,1.942890293094024e-15,4.604649994631779e-13,13.626935005187988,9.157374382019045,54,22.568866729736328,0.6037935018539429,0.7412771582603455,0.8606662154197693,0.5019533634185791,0.378820925951004,-0.7537997188949032,0.7745152535962778,0.9335543202308344,12471,10182,1.0541123167921588e-12,10627,10626.999909845064,12474,10182.757798470237,-0.7537997188949032,9.209299989265674e-13,9.209299989265674e-13,2.108224633584907e-12,0.203186470763866,11268.527942903635,Tier 0: Core Bottleneck Transducer
EML6,1343,669,102,70,32,0.213377913028816,0.5868444442749023,1.942890293094024e-15,1.0141887329945661e-12,13.495062828063965,10.62712860107422,1015,24.10924530029297,0.5597463846206665,0.6445617079734802,0.9842429757118224,0.9206634163856506,0.4893405735492706,-0.5533931216540257,0.7100028760657369,0.9211201987272322,11578,10970,1.2812643979979247e-12,11443,11442.999908600576,12475,10970.750116395078,-0.5533931216540257,2.0283219548389297e-12,2.0283219548389297e-12,2.5624586665829183e-12,0.213377913028816,11269.900620679848,Tier 0: Core Bottleneck Transducer
CFC1B,182,445,91,54,37,0.248037864552964,0.575966477394104,1.942890293094024e-15,2.8560487308478073e-13,13.821614265441896,9.054173469543455,118,24.272401809692383,0.5694374442100525,0.7476890683174133,0.6724595427513123,0.5057863593101501,0.4732300639152527,-0.4702873694586368,0.680925139932142,0.9182266711844407,11144,11398,1.0541123167921588e-12,6343,6342.999909946118,12476,6083.58134353176,-0.4702873694586368,5.71209746169643e-13,5.71209746169643e-13,2.108224633584907e-12,0.248037864552964,11270.284468459526,Tier 0: Core Bottleneck Transducer
CCDC59,284,704,108,69,39,0.2245175873708822,0.5125598907470703,1.942890293094024e-15,4.177214130151279e-13,12.311532974243164,7.882829189300537,188,30.37714385986328,0.405289351940155,0.6299734115600586,0.7355451583862305,0.6346476674079895,0.4273042380809784,-0.20365364994356502,0.5806879174969541,0.9128864851350191,9543,13311,1.0541123167921588e-12,10422,10421.999911257675,12477,10051.776920518789,-0.20365364994356502,8.35387314879199e-13,8.35387314879199e-13,2.108224633584907e-12,0.2245175873708822,11270.619903093175,Tier 0: Core Bottleneck Transducer
GABRD,490,682,105,67,38,0.2216144397527124,0.5513876080513,1.942890293094024e-15,4.2160719360131434e-13,15.584939002990724,12.577350616455078,199,35.89875030517578,0.4341359734535217,0.690262496471405,0.8559767603874207,0.4801271259784698,0.5151376128196716,-0.3249147794747861,0.6273772145698933,0.9137186162778254,10314,12319,1.0541123167921588e-12,10901,10900.999907365209,12478,10509.759161955437,-0.3249147794747861,8.432143872028064e-13,8.432143872028064e-13,2.108224633584907e-12,0.2216144397527124,11272.0080730986,Tier 0: Core Bottleneck Transducer
TACR3,506,686,107,67,40,0.2233256500843879,0.5381048321723938,1.942890293094024e-15,6.605826996517499e-13,8.514713287353516,7.170137882232666,238,27.04756736755371,0.3148051500320434,0.6525249481201172,0.7091245651245117,0.9999749064445496,0.8740653991699219,-0.27440199303534407,0.6081121442235428,0.9137186162778254,10002,12706,1.0719763507030827e-12,10640,10639.999912239697,12479,10258.763684735615,-0.27440199303534407,1.321109888152705e-12,1.321109888152705e-12,2.1438626193605956e-12,0.2233256500843879,11273.216577357147,Tier 0: Core Bottleneck Transducer
