gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_proboscidea,delta_mysticeti,delta_giant_odontoceti,delta_rodents,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
MED19,715,255,0.09263457357883453,36.381065368652344,0.017617956158286412,0.15900453925132751,0.00017751964025778215,2.317469835281372,1.5873905420303345,26,24.661151885986328,0.09397248923778534,4,3,0.1068255436129808,0.08908253782895187,0.004807053122759527,0.08749934248635227,0.014519148003868994,-0.017743005784028924,-0.9947563348202941,-0.9947563348202941,0.8400726060046476,0.989385411044659,13216,0.0002192202078740688,12705,0.0003553998974126782,0.0003553998974126782,0.0004390250617511109,0.017617956158286412,0.017617956158286412,0.15900453925132751,11940,Tier 0: Core Bottleneck Transducer
MMP27,708,535,0.29005324840545654,41.72233581542969,0.02386176362325741,0.13915233314037323,0.0001778308656516759,2.9584600925445557,2.6670773029327393,319,24.421619415283203,0.12114103138446808,4,3,0.06828882180373286,0.06562559336833058,0.014580472664368679,0.04914783188863129,0.0045605172507329,-0.002663228435402276,0.12901565153691905,0.12901565153691905,0.44867263209908476,0.8667758360870726,8035,0.00021956970371491926,13538,0.0003556293026140689,0.0003556293026140689,0.000439273585501555,0.02386176362325741,0.02386176362325741,0.13915233314037323,11941,Tier 0: Core Bottleneck Transducer
LHFPL2,716,230,0.13332654535770416,38.12327575683594,0.01944205672112352,0.1789373904466629,0.0001777840720581738,0.8810415267944336,0.7390093803405762,83,4.923741817474365,0.1789373904466629,4,3,0.09901261881533537,0.08582776569666717,0.02643411047217888,0.06322281529379563,0.00935569304936086,-0.013184853118668198,-0.6560099797980407,-0.6560099797980407,0.7440911484747983,0.943520776266898,12275,0.00021952934044562378,11860,0.0003557594902630634,0.0003557594902630634,0.0004393995259410335,0.01944205672112352,0.01944205672112352,0.1789373904466629,11942,Tier 0: Core Bottleneck Transducer
TNNI3K,651,855,0.19291289150714874,41.699493408203125,0.024202494963206946,0.1665666401386261,0.0001778933691626086,4.718178749084473,4.148019790649414,184,34.02336120605469,0.13867467641830444,3,3,0.08053551959209543,0.08053551959209543,0.008879188354234633,0.06850088423869154,0.0031554469991692522,,-0.026864757634372193,-0.026864757634372193,0.5107161986503392,0.8720606341447114,9115,0.00021962945624882338,12394,0.0003557933239167199,0.0003557933239167199,0.0004394064487533848,0.024202494963206946,0.024202494963206946,0.1665666401386261,11943,Tier 0: Core Bottleneck Transducer
BNIP3,691,205,0.12264711409807205,37.0433464050293,0.023141597487695238,0.14638446271419525,0.00017849266273364407,1.431308388710022,1.326438307762146,185,24.91522979736328,0.057447127997875214,4,2,0.09327519465669329,0.07729744650779456,-0.008882004204133823,0.08467490982094676,0.008600284835746522,-0.007095743944764901,-0.06330872484053163,-0.06330872484053163,0.5252396658578696,0.8738527073335973,9356,0.00022033440032608276,13283,0.00035700112007769347,0.00035700112007769347,0.000440863104730613,0.023141597487695238,0.023141597487695238,0.14638446271419525,11944,Tier 0: Core Bottleneck Transducer
ARHGDIA,701,207,0.07176883518695831,40.53403091430664,0.016131005945201976,0.1372581273317337,0.00017835620353584883,3.223534107208252,1.6306519508361816,180,25.00345230102539,0.12892356514930725,4,4,0.12161101501144544,0.12161101501144544,0.031557005990044275,0.06600522052602348,0.009123466154173566,0.014925322341204134,-1.2898793827995159,-1.2898793827995159,0.901453729904139,0.9999912216022939,13807,0.0002201834137710384,13610,0.00035733823541900245,0.00035733823541900245,0.00044124440524608856,0.016131005945201976,0.016131005945201976,0.1372581273317337,11945,Tier 0: Core Bottleneck Transducer
PIGR,705,939,0.49767208099365234,40.986637115478516,0.029620685601916757,0.1927952617406845,0.00017925959994765026,2.0822486877441406,2.010807752609253,575,35.324073791503906,0.058947015553712845,4,3,0.08788924393787834,0.08110495030152515,0.01698532747625262,0.06542851041588818,0.0054754060457375435,-0.006784293636353184,1.1614254836665014,1.1614254836665014,0.12273445524986643,0.8667758360870726,1399,0.00022122848908151304,11074,0.00035802235234666524,0.00035802235234666524,0.0004420540919035608,0.029620685601916757,0.029620685601916757,0.1927952617406845,11946,Tier 0: Core Bottleneck Transducer
CALN1,671,264,0.0832025408744812,27.16142463684082,0.017987553406338685,0.1373433768749237,0.00017884171535649242,3.3038039207458496,1.7714802026748657,183,24.055065155029297,0.1373433768749237,4,3,0.11311243894650574,0.09585780853416452,0.023731859464849736,0.07950932059764726,0.009871258884008749,-0.017254630412341224,-1.0159916390511732,-1.0159916390511732,0.845183315978957,0.991493217011715,13269,0.00022074777109183736,13607,0.00035806380516417713,0.00035806380516417713,0.0004420702086917498,0.017987553406338685,0.017987553406338685,0.1373433768749237,11947,Tier 0: Core Bottleneck Transducer
HTD2,712,170,0.16997972130775452,41.466880798339844,0.01851133335538135,0.1731046736240387,0.0001792319208006822,1.599401593208313,1.2989177703857422,128,41.466880798339844,0.0385705791413784,4,3,0.09004061467259207,0.08284255818677169,0.006422728349404838,0.07163619190987824,0.01198169441330899,-0.00719805648582038,-0.8368152538892609,-0.8368152538892609,0.7986517890896776,0.9684360636418106,12837,0.00022121186799741667,12121,0.0003587392902628106,0.0003587392902628106,0.00044286904530342695,0.01851133335538135,0.01851133335538135,0.1731046736240387,11948,Tier 0: Core Bottleneck Transducer
IL2RB,657,615,0.4336271286010742,40.06568145751953,0.029926403790037186,0.13455495238304138,0.00017966475858530265,1.933504581451416,1.8553762435913086,187,17.99786949157715,0.107429638504982,4,3,0.09890383489831556,0.09794296171053528,0.016543562516907088,0.07526292581115526,-0.0009608731877802728,0.007097346570253205,0.9521984243299669,0.9521984243299669,0.17049817998628014,0.8667758360870726,2307,0.00022164064290210978,13698,0.00035898800364198014,0.00035898800364198014,0.0004431409408954055,0.029926403790037186,0.029926403790037186,0.13455495238304138,11949,Tier 0: Core Bottleneck Transducer
GDPGP1,694,410,0.24773654341697693,41.79462432861328,0.025099467868047988,0.15234887599945068,0.00017956619982683686,2.8131377696990967,1.9552221298217773,72,36.28899002075195,0.07752042263746262,4,4,0.0811772931200474,0.0811772931200474,0.009353076735133728,0.061460343194638445,0.0068530794418488715,0.003510793748426346,0.2958250940081222,0.2958250940081222,0.3836818290029549,0.8667758360870726,6767,0.00022154459335752574,13013,0.0003590547875656491,0.0003590547875656491,0.0004431623352168423,0.025099467868047988,0.025099467868047988,0.15234887599945068,11950,Tier 0: Core Bottleneck Transducer
ALDH1A3,700,526,0.1709297150373459,41.78977966308594,0.02160160863520037,0.16556933522224426,0.00017950053745987196,2.337329149246216,2.140866994857788,235,26.649654388427734,0.08770579844713211,4,3,0.09378896545074628,0.09319839763648864,0.020287342997266387,0.06715136276590004,0.0063502596875798486,-0.0005905678142576271,-0.3079427404190752,-0.3079427404190752,0.6209370485778262,0.8977933101832964,10765,0.00022150827383069343,12440,0.00035908182352190066,0.00035908182352190066,0.0004431623352168423,0.02160160863520037,0.02160160863520037,0.16556933522224426,11951,Tier 0: Core Bottleneck Transducer
CLNK,636,487,0.3826580345630646,41.29005432128906,0.024015564219116638,0.14091672003269196,0.00017953114794290394,3.766899347305298,2.736453056335449,295,41.29005432128906,0.09123018383979797,4,2,0.06479282836364503,0.04147008502342663,0.020248783808064146,0.044544044555580885,-0.013493401570249176,-0.00982934176996922,-0.11202260774845962,-0.11202260774845962,0.5445972594983318,0.8771181176964805,9662,0.00022152848584060586,13467,0.0003590907448342562,0.0003590907448342562,0.0004431623352168423,0.024015564219116638,0.024015564219116638,0.14091672003269196,11952,Tier 0: Core Bottleneck Transducer
DUSP22,709,201,0.10916409641504288,41.4382438659668,0.03229194258642887,0.1795615255832672,0.00018028415193590026,2.4495866298675537,1.8028682470321655,194,13.642045974731445,0.1795615255832672,4,4,0.16999680482006357,0.16999680482006357,0.028177998549935,0.12871696036181873,0.013039758644645827,6.208726366400971e-05,1.6712672356692055,1.6712672356692055,0.04733445250845967,0.8667758360870726,357,0.00022231665285860918,11831,0.00035921015428591607,0.00035921015428591607,0.0004432745569696028,0.03229194258642887,0.03229194258642887,0.1795615255832672,11953,Tier 0: Core Bottleneck Transducer
PALM3,561,854,0.42269617319107056,41.665321350097656,0.030432936723305142,0.20623856782913208,0.00018001677240470307,2.354292154312134,2.034878969192505,84,24.866859436035156,0.09467589855194092,4,2,0.08722530692721667,0.08136374708901224,0.021237938305038378,0.06598736862217829,-0.003184887646272067,-0.00267667219193236,0.5350027610375543,0.5350027610375543,0.2963239740255078,0.8667758360870726,4958,0.00022202211229313114,10486,0.0003598819367369721,0.0003598819367369721,0.0004440496290244001,0.030432936723305142,0.030432936723305142,0.20623856782913208,11954,Tier 0: Core Bottleneck Transducer
DNM2,644,936,0.13071542978286743,41.07183074951172,0.01941169890527515,0.19145949184894562,0.00017980929533536636,4.6970367431640625,2.5338621139526367,771,24.53279685974121,0.19145949184894562,4,4,0.10218028335140567,0.10218028335140567,0.00828142291913375,0.07045430152696644,0.0035809579027478284,0.019863601002557636,-0.8357933619791217,-0.8357933619791217,0.7983644192551982,0.9683087605978129,12833,0.00022180137025044083,11115,0.0003598952922890808,0.0003598952922890808,0.0004440496290244001,0.01941169890527515,0.01941169890527515,0.19145949184894562,11955,Tier 0: Core Bottleneck Transducer
BCL10,721,244,0.11149049550294876,42.05036926269531,0.014674150788871571,0.10769882798194885,0.0001795726669916422,1.45144784450531,1.1793848276138306,32,25.1330623626709,0.05775053799152374,4,4,0.08397347240220046,0.08397347240220046,0.01820807733840702,0.05596535061044169,0.008350833109407036,0.001449211343944711,-1.5309061116027114,-1.5309061116027114,0.9371037007214748,0.9999912216022939,14151,0.00022154459335752574,14604,0.00036016007979916553,0.00036016007979916553,0.0004443411113698827,0.014674150788871571,0.014674150788871571,0.10769882798194885,11956,Tier 0: Core Bottleneck Transducer
TP53TG5,637,350,0.3262580335140228,39.520633697509766,0.033808109290862684,0.16801415383815765,0.00018081508102576785,3.8205931186676025,2.9303200244903564,4,25.55143928527832,0.14952555298805237,3,2,0.09393010835537889,0.08365301055875991,,0.08933116945635416,0.004598938899024727,-0.01027709779661898,1.4730821659169888,1.4730821659169888,0.07036444082137422,0.8667758360870726,604,0.0002229007326559834,12343,0.00036071825844596894,0.00036071825844596894,0.00044499448493976477,0.033808109290862684,0.033808109290862684,0.16801415383815765,11957,Tier 0: Core Bottleneck Transducer
DHDDS,713,342,0.12767770886421204,41.87211608886719,0.016937736676448947,0.17659345269203186,0.00018022152717876586,4.472740173339844,2.84260630607605,118,25.327892303466797,0.17659345269203186,4,3,0.07255397828929079,0.07167039858870586,-0.0008835797005849231,0.05531390189612743,0.009773380234085945,0.007466696159077419,-1.1236558152614313,-1.1236558152614313,0.8694204661473366,0.9999912216022939,13501,0.0002222570347064387,11963,0.00036091279736932824,0.00036091279736932824,0.00044519919200023485,0.016937736676448947,0.016937736676448947,0.17659345269203186,11958,Tier 0: Core Bottleneck Transducer
CENPS,696,149,0.15654638409614563,40.687992095947266,0.020323901356837374,0.180908665060997,0.00018056275594377944,2.2047204971313477,1.3815182447433472,35,19.94249725341797,0.11055388301610947,4,2,0.07366209045846758,0.061127727996363866,-0.006568352505556534,0.0621527642268684,0.011509326231599186,-0.005966009956547192,-0.5486047059042778,-0.5486047059042778,0.708361622177804,0.9291612885160273,11867,0.0002226249393283858,11783,0.0003612826799409552,0.0003612826799409552,0.00044562014231069007,0.020323901356837374,0.020323901356837374,0.180908665060997,11959,Tier 0: Core Bottleneck Transducer
USP22,688,535,0.12417922168970108,41.90277099609375,0.022547425645968542,0.15811388194561005,0.00018071049212810535,4.003617763519287,2.5953032970428467,181,25.321102142333984,0.15811388194561005,4,3,0.11589194112480473,0.11588001265130675,0.01932847696590393,0.08312229072530099,0.01344117343359981,-1.1928473497984316e-05,-0.17864936950576366,-0.17864936950576366,0.5708934866207147,0.8842840211566378,10047,0.00022278944404135022,12748,0.00036146734318864837,0.00036146734318864837,0.00044581258728107915,0.022547425645968542,0.022547425645968542,0.15811388194561005,11960,Tier 0: Core Bottleneck Transducer
PICALM,697,658,0.09292256832122803,41.41230010986328,0.015321757692378752,0.18257416784763336,0.0001803405923879896,4.925264358520508,2.6679773330688477,446,38.18290328979492,0.12899135053157806,4,2,0.06395909518198414,0.054852125657961416,-0.0021402187453094393,0.054247779961539004,0.009711315220445136,-0.006966750778713288,-1.4405752596843453,-1.4405752596843453,0.925147642980467,0.9999912216022939,14027,0.00022236863601960124,11619,0.00036153599608734766,0.00036153599608734766,0.00044586193274407017,0.015321757692378752,0.015321757692378752,0.18257416784763336,11961,Tier 0: Core Bottleneck Transducer
PRR3,702,178,0.13470080494880676,42.73501968383789,0.01290223858640362,0.18190956115722656,0.0001799247991417537,1.9534754753112793,1.3870757818222046,174,11.63466739654541,0.16790127754211426,4,3,0.05465921306077314,0.053963423495882235,0.01563760423836494,0.02900182009903516,-0.0006957895648909058,0.010019788723373045,-1.8707534336281373,-1.8707534336281373,0.9693103676220061,0.9999912216022939,14560,0.00022192626176232474,11747,0.0003619650025377674,0.0003619650025377674,0.0004463556388737137,0.01290223858640362,0.01290223858640362,0.18190956115722656,11962,Tier 0: Core Bottleneck Transducer
TPST1,689,373,0.10508663207292557,41.8206901550293,0.01856995253165833,0.18257418274879456,0.00018103860744820142,2.1664974689483643,1.704363226890564,287,11.866394996643066,0.18257418274879456,4,3,0.08825793866052148,0.08680029989033987,0.003605496625932354,0.07488715117577106,0.009765290858818068,-0.0014576387701816067,-0.8772192344665478,-0.8772192344665478,0.8098162146673764,0.9734805156778424,12949,0.00022315861288713204,11516,0.0003623799932424565,0.0003623799932424565,0.0004468319846967742,0.01856995253165833,0.01856995253165833,0.18257418274879456,11963,Tier 0: Core Bottleneck Transducer
ARMH1,702,452,0.2685188353061676,42.483055114746094,0.025306023880977566,0.18828731775283813,0.0001817728603320561,2.7972660064697266,2.6071317195892334,228,17.636308670043945,0.1586083620786667,4,2,0.04186522967210755,0.023678632329178356,0.005684085549640027,0.03618114412246752,-0.01693083596476225,-0.0012557613781669407,0.3664910220005119,0.3664910220005119,0.35699935536247784,0.8667758360870726,6233,0.00022402821408778982,11257,0.0003634455371135381,0.0003634455371135381,0.00044811035490767003,0.025306023880977566,0.025306023880977566,0.18828731775283813,11964,Tier 0: Core Bottleneck Transducer
ST3GAL3,693,361,0.07544325292110443,41.593589782714844,0.017792367853637435,0.11779136210680008,0.00018162351212031106,1.493125557899475,1.0421732664108276,83,24.916887283325195,0.05992424115538597,4,2,0.09279187099575718,0.07422654797803083,-0.012550632309159692,0.0781337678067025,0.014658103189054677,-0.006014690708566673,-1.0065768784360647,-1.0065768784360647,0.8429309248847046,0.9904756664877389,13247,0.00022386187264745918,14293,0.00036363269005390553,0.00036363269005390553,0.0004483055958640182,0.017792367853637435,0.017792367853637435,0.11779136210680008,11965,Tier 0: Core Bottleneck Transducer
MGST2,625,163,0.17187495529651642,40.49338150024414,0.025576833430679385,0.15037110447883606,0.0001819778254835275,2.9356868267059326,2.025693655014038,26,19.522945404052734,0.15037110447883606,2,2,0.03353138462796245,0.03353138462796245,0.026662053193713064,,,0.006869331434249384,0.09572168407027298,0.09572168407027298,0.4618708092901629,0.8667758360870726,8284,0.00022426306954925098,13122,0.0003639304894876294,0.0003639304894876294,0.00044863720593683686,0.025576833430679385,0.025576833430679385,0.15037110447883606,11966,Tier 0: Core Bottleneck Transducer
CD55,557,478,0.42397549748420715,40.76374053955078,0.024929034593594083,0.13735449314117432,0.0001822160598149926,2.2989063262939453,2.1578214168548584,244,17.759784698486328,0.12944449484348297,3,2,0.05935557223519862,0.05688249112187415,,0.05382093389005977,0.005534638345138851,-0.0024730811133244677,-0.2557251943775494,-0.2557251943775494,0.6009184802174533,0.8914100411812564,10491,0.00022453888434770226,13606,0.0003645004634507676,0.0003645004634507676,0.00044930426148833135,0.024929034593594083,0.024929034593594083,0.13735449314117432,11967,Tier 0: Core Bottleneck Transducer
GP5,648,622,0.38786545395851135,41.50356674194336,0.02788546691634054,0.17902827262878418,0.0001824762840742848,2.455047845840454,2.190964698791504,205,13.71318531036377,0.17902827262878418,4,2,0.07980838162203156,0.069919145644451,0.011276960576214185,0.06853142104581737,-0.0016490319913666223,-0.008240203986213949,0.5682626152226835,0.5682626152226835,0.2849283300052866,0.8667758360870726,4724,0.0002248239542425453,11854,0.00036478483527169203,0.00036478483527169203,0.00044961918963014953,0.02788546691634054,0.02788546691634054,0.17902827262878418,11968,Tier 0: Core Bottleneck Transducer
SCGB3A2,667,101,0.13620415329933167,41.87311553955078,0.0189010879889643,0.18257418274879456,0.00018226517619549627,0.8759097456932068,0.700042188167572,79,12.319604873657227,0.07109884917736053,4,3,0.07985659519287007,0.06924133904621911,0.02089160189818813,0.05356865295531779,0.005396340339364145,-0.010615256146650962,-0.8685560700210103,-0.8685560700210103,0.8074550042864039,0.972767555235672,12920,0.0002245816300687956,11516,0.00036483240038559517,0.00036483240038559517,0.00044964221254173984,0.0189010879889643,0.0189010879889643,0.18257418274879456,11969,Tier 0: Core Bottleneck Transducer
MRPL41,677,142,0.178035706281662,24.539634704589844,0.024021269970163562,0.1355849653482437,0.0001828426390020544,1.381914496421814,1.1161513328552246,105,24.539634704589844,0.05631357058882713,4,3,0.0979396664181964,0.09401107896751312,0.014127202690643463,0.07604045113340778,0.007772012594145152,-0.003928587450683282,0.03940940335771735,0.03940940335771735,0.48428199146980455,0.8667758360870726,8691,0.00022525750049117363,13670,0.00036567477674087634,0.00036567477674087634,0.0004506447292176773,0.024021269970163562,0.024021269970163562,0.1355849653482437,11970,Tier 0: Core Bottleneck Transducer
KNOP1,681,558,0.3518129885196686,40.75334548950195,0.02739725895248099,0.14659419655799866,0.00018296043692065213,2.236527442932129,1.849225640296936,32,35.946990966796875,0.06221737712621689,4,3,0.07966353547705039,0.07351597982530114,0.011730233924345726,0.05998050277491056,0.007952798777794107,-0.006147555651749254,0.6422913117761015,0.6422913117761015,0.260342027199372,0.8667758360870726,4196,0.00022538478641238296,13271,0.0003657237742771824,0.0003657237742771824,0.0004506694324254766,0.02739725895248099,0.02739725895248099,0.14659419655799866,11971,Tier 0: Core Bottleneck Transducer
IQCF6,649,150,0.15193577110767365,39.00241470336914,0.022822747008518315,0.11180339008569717,0.00018331541691582982,1.6591185331344604,1.271067500114441,144,25.19046401977539,0.06586296111345291,4,3,0.03759727117955379,0.03433174660416387,0.0008284030422203799,0.026472995625739182,-0.0032655245753899207,0.010295872511594228,-0.2617472767274347,-0.2617472767274347,0.6032418553846371,0.8916974086883336,10529,0.00022578634117042309,14472,0.000366701716018103,0.000366701716018103,0.00045183874863752,0.022822747008518315,0.022822747008518315,0.11180339008569717,11972,Tier 0: Core Bottleneck Transducer
LCN6,603,167,0.23360952734947205,33.706241607666016,0.026833850307567086,0.17168404161930084,0.00018387798649167764,1.8875300884246826,1.7168692350387573,157,14.124983787536621,0.13363060355186462,3,2,0.07439200192380434,0.0672076794939425,,0.07382884583859307,-0.007184322429861832,0.0005631560852112645,0.2006223901164172,0.2006223901164172,0.42049692461595223,0.8667758360870726,7528,0.00022644349958150968,12182,0.00036770166597455134,0.00036770166597455134,0.0004530349954535275,0.026833850307567086,0.026833850307567086,0.17168404161930084,11973,Tier 0: Core Bottleneck Transducer
TMEM178B,709,311,0.04847681149840355,40.686798095703125,0.018082955706787324,0.14236244559288025,0.0001838930614359566,2.4480597972869873,1.4973841905593872,26,23.94692611694336,0.1022285595536232,4,2,0.15617925526948462,0.15208983089466258,0.016542600628069313,0.1396366546414153,-0.004089424374822051,0.0,-0.9216882810407733,-0.9216882810407733,0.8216544024806873,0.979466413617275,13058,0.0002264440625197453,13413,0.00036812499922395103,0.00036812499922395103,0.0004535206757356567,0.018082955706787324,0.018082955706787324,0.14236244559288025,11974,Tier 0: Core Bottleneck Transducer
C1QTNF1,690,286,0.2093726396560669,33.20552062988281,0.021625416469861467,0.1441124528646469,0.00018405997711445045,1.9992213249206543,1.3176649808883667,3,25.925418853759766,0.07711432874202728,4,3,0.07671241181971651,0.06692420908192866,0.013655449064676929,0.05516735393672655,0.007889608818313031,-0.00978820273778785,-0.33489051235916734,-0.33489051235916734,0.6311461603405357,0.9008054275057464,10905,0.0002266316725014662,13366,0.00036821287968563654,0.00036821287968563654,0.0004535885107515539,0.021625416469861467,0.021625416469861467,0.1441124528646469,11975,Tier 0: Core Bottleneck Transducer
LHFPL1,687,252,0.08810952305793762,41.322044372558594,0.017237264516933245,0.16623812913894653,0.00018387805696455623,1.3904353380203247,1.1289013624191284,135,25.37006378173828,0.054806143045425415,4,3,0.1083863853241963,0.10532545043235757,-0.003060934891838733,0.09118032430622382,0.009186276938844194,0.008019784079128284,-1.1160030879478644,-1.1160030879478644,0.8677895935910789,0.9999912216022939,13481,0.00022644349958150968,12410,0.00036823834063776095,0.00036823834063776095,0.0004535885107515539,0.017237264516933245,0.017237264516933245,0.16623812913894653,11976,Tier 0: Core Bottleneck Transducer
NLGN3,670,848,0.0828777328133583,37.447818756103516,0.01759361093467413,0.18543316423892975,0.00018413632286766934,2.261963129043579,1.517903447151184,749,12.198266983032227,0.18543316423892975,4,4,0.0541869545017598,0.0541869545017598,0.003636948977499404,0.044226581518440736,0.00022782517374450733,0.0060955988320751595,-1.0852948855934876,-1.0852948855934876,0.8611044648183209,0.9990275098279782,13417,0.00022670774355438908,11387,0.0003687299277678191,0.0003687299277678191,0.00045415809903733755,0.01759361093467413,0.01759361093467413,0.18543316423892975,11977,Tier 0: Core Bottleneck Transducer
FGF3,629,263,0.16670557856559753,39.16083526611328,0.024235450233945015,0.1707465797662735,0.00018479017235316407,4.1733222007751465,2.0302603244781494,96,25.61271858215332,0.16293944418430328,4,4,0.10684985669620757,0.10684985669620757,0.017220488777486002,0.07734181297532175,0.006484263085811906,0.005803291857587923,-0.10200039099631643,-0.10200039099631643,0.5406218176332077,0.8767310765721755,9589,0.00022749476612222018,12216,0.00036960775263172874,0.00036960775263172874,0.00045520328170468307,0.024235450233945015,0.024235450233945015,0.1707465797662735,11978,Tier 0: Core Bottleneck Transducer
UBXN4,695,519,0.19768059253692627,45.38975143432617,0.025951989608413002,0.187977597117424,0.00018512653051428753,4.6099853515625,2.9726486206054688,99,39.74812698364258,0.11597993969917297,4,4,0.11099538712147938,0.11099538712147938,0.009920459033990345,0.08823378651783641,0.012010920487678387,0.0008302210819742321,0.4519599507573267,0.4519599507573267,0.325648917164743,0.8667758360870726,5627,0.00022787281148073697,11275,0.0003701216273767072,0.0003701216273767072,0.0004557640417487401,0.025951989608413002,0.025951989608413002,0.187977597117424,11979,Tier 0: Core Bottleneck Transducer
CSF1,707,675,0.3787444829940796,41.56109619140625,0.026907786216149712,0.10955599695444107,0.000185289448901551,1.9575543403625488,1.6752386093139648,283,27.996305465698242,0.06992188096046448,4,3,0.07356045702595951,0.07083226548319099,0.009211736958943251,0.05719604866988822,0.007152671397128045,-0.00272819154276851,0.6791765902354392,0.6791765902354392,0.24851298911071246,0.8667758360870726,3954,0.00022805531443042165,14554,0.00037036115995470187,0.00037036115995470187,0.00045602292484218395,0.026907786216149712,0.026907786216149712,0.10955599695444107,11980,Tier 0: Core Bottleneck Transducer
LEFTY1,459,380,0.31865325570106506,29.457164764404297,0.03572826820375265,0.22360682487487793,0.00018593619844280124,2.469452142715454,2.4010231494903564,107,11.043724060058594,0.22360682487487793,4,3,0.12342655294326374,0.11742788559335943,0.022330703915900044,0.08471946074106718,0.016376388286296523,-0.005998667349904309,0.6652059592726489,0.6652059592726489,0.2529593847167632,0.8667758360870726,4046,0.0002288332435927138,9409,0.0003716591704963079,0.0003716591704963079,0.0004575849598944498,0.03572826820375265,0.03572826820375265,0.22360682487487793,11981,Tier 0: Core Bottleneck Transducer
RPS6KL1,695,571,0.3109142482280731,43.58008575439453,0.023435089274986786,0.15738846361637115,0.00018637894829438929,3.1861109733581543,2.35263991355896,233,26.492555618286133,0.12026438862085342,4,2,0.0757098473566053,0.06798809921945265,0.01567145166604026,0.06003839569056504,-0.002437619883190602,-0.005284128253962047,0.0032807773488078024,0.0032807773488078024,0.4986911615509248,0.8697116992072509,8922,0.000229360005466872,12798,0.0003727568713416951,0.0003727568713416951,0.00045890014705036585,0.023435089274986786,0.023435089274986786,0.15738846361637115,11982,Tier 0: Core Bottleneck Transducer
STK32C,675,373,0.19172003865242004,33.0776481628418,0.024541591673053243,0.18238981068134308,0.00018693854902003808,1.5270384550094604,1.4821897745132446,150,12.809403419494629,0.11921229958534241,4,2,0.0873102399061597,0.0813581659155204,0.01230368586816501,0.0750065540379947,-0.0017164224955569336,-0.004235651495082354,0.1215837282503337,0.1215837282503337,0.4516143504238004,0.8667758360870726,8088,0.00023003047067556625,11710,0.0003738433359317672,0.0003738433359317672,0.0004602012943545977,0.024541591673053243,0.024541591673053243,0.18238981068134308,11983,Tier 0: Core Bottleneck Transducer
IMP4,705,291,0.12024258077144623,41.85002136230469,0.02827425880480583,0.16424961388111115,0.00018743663558258014,1.3810758590698242,1.2557200193405151,187,25.40706443786621,0.054357945919036865,4,4,0.14272250657519453,0.14272250657519453,0.010147255792695885,0.10289261622662464,0.011935695229462919,0.017746939326411085,0.9173534752142551,0.9173534752142551,0.17947872199564402,0.8667758360870726,2494,0.00023062514184479032,12487,0.00037452436719959126,0.00037452436719959126,0.000461003186764893,0.02827425880480583,0.02827425880480583,0.16424961388111115,11984,Tier 0: Core Bottleneck Transducer
POU3F2,638,503,0.05773950740695,40.607208251953125,0.005848598495431461,0.12909913063049316,0.00016201479446797606,2.4793894290924072,1.5109628438949585,312,19.20531463623047,0.12909913063049316,4,3,0.04615574415760267,0.04615574415760267,0.0,0.01746995563873047,0.02734755333956027,0.0013382351793119328,-3.0439315234672537,-3.0439315234672537,0.9988324585775351,0.9999912216022939,15253,0.00020101405154539418,13903,0.0003762382268567288,0.0003762382268567288,0.0004630761634578826,0.005848598495431461,0.005848598495431461,0.12909913063049316,11985,Tier 0: Core Bottleneck Transducer
KLF11,691,588,0.3419085443019867,41.78093338012695,0.02694710693159212,0.14856892824172974,0.00018894356644582095,2.0716195106506348,1.7724766731262207,450,27.369861602783203,0.07568980753421783,4,4,0.08520011946780433,0.08520011946780433,0.008230128083153637,0.06728877423644462,0.008520952779709684,0.0011602643684963767,0.6105468853256082,0.6105468853256082,0.27074979755401457,0.8667758360870726,4404,0.0002324425476405318,13202,0.00037769028573964025,0.00037769028573964025,0.0004648266119404839,0.02694710693159212,0.02694710693159212,0.14856892824172974,11986,Tier 0: Core Bottleneck Transducer
GAMT,696,242,0.16151557862758636,28.925086975097656,0.01974513805784331,0.18257416784763336,0.00018878821783025417,1.842339277267456,1.3138190507888794,91,24.63005256652832,0.07480046153068542,4,2,0.06079762004818285,0.04919930071397817,-0.0059080000169755365,0.053341109712987035,0.007456510335195814,-0.005690319317229146,-0.6519519636382862,-0.6519519636382862,0.7427839193279758,0.9433889105955673,12256,0.00023226979123820235,11619,0.00037779043293800774,0.00037779043293800774,0.00046491310610427924,0.01974513805784331,0.01974513805784331,0.18257416784763336,11987,Tier 0: Core Bottleneck Transducer
