gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,tier,z_track_b,p_track_b,q_track_b,p_combined
LGALS7B,251,245,30.562904357910156,-0.05308622,-1.680420423541241,0.953562227450663,0.9999999989529912,15813,0,0,0.001,17047,15813,-0.026393462,-0.0001961533,-0.06535841,Background,-1.680420423541241,0.953562227450663,0.9999999989529912,0.953562227450663
GALNT9,592,622,37.02216339111328,-0.037356727,-1.681636886657634,0.9536803633619294,0.9999999989529912,15814,0,1,0.0014688916,15408,15814,-0.08697899,-0.00033393037,0.022609161,Background,-1.681636886657634,0.9536803633619294,0.9999999989529912,0.9536803633619294
ARMCX1,570,470,41.88902282714844,-0.037960712,-1.6830878330270684,0.9538209552613759,0.9999999989529912,15815,0,1,0.0011894951,15870,15815,0.0009154198,-0.00037488667,-0.06629041,Background,-1.6830878330270684,0.9538209552613759,0.9999999989529912,0.9538209552613759
TCEAL8,175,124,40.472434997558594,-0.06212511,-1.6837455389422364,0.9538845718029714,0.9999999989529912,15816,0,1,0.0014619944,15547,15816,-0.06011469,0.018233903,-0.065723054,Background,-1.6837455389422364,0.9538845718029714,0.9999999989529912,0.9538845718029714
FAM240B,610,112,20.81730842590332,-0.03700032,-1.6844942804053908,0.9539569080483324,0.9999999989529912,15817,0,1,0.0014765246,14334,15817,-0.06072333,-0.033811465,0.030448359,Background,-1.6844942804053908,0.9539569080483324,0.9999999989529912,0.9539569080483324
CHRM1,706,486,35.957237243652344,-0.034977857,-1.6852697345546326,0.9540317289051107,0.9999999989529912,15818,0,1,0.0014820009,12281,15818,-0.099907234,-0.00084488856,0.040168695,Background,-1.6852697345546326,0.9540317289051107,0.9999999989529912,0.9540317289051107
PSIP1,698,546,41.87399673461914,-0.03513807,-1.6854879249901076,0.9540527637177353,0.9999999989529912,15819,0,1,0.001479677,13233,15819,-0.04627982,-0.04998505,0.035403945,Background,-1.6854879249901076,0.9540527637177353,0.9999999989529912,0.9540527637177353
OR4Q3,358,335,41.6517448425293,-0.04591834,-1.6865332554666386,0.9541534323299742,0.9999999989529912,15820,0,0,0.001,16765,15820,-0.015143547,-0.02542691,-0.038962454,Background,-1.6865332554666386,0.9541534323299742,0.9999999989529912,0.9541534323299742
PLD3,707,500,41.50128936767578,-0.03499734,-1.6866466822755761,0.9541643450204951,0.9999999989529912,15821,0,1,0.0014828378,11957,15821,-0.04920394,-0.053613923,0.0422007,Background,-1.6866466822755761,0.9541643450204951,0.9999999989529912,0.9541643450204951
NCMAP,704,106,41.09351348876953,-0.03506119,-1.6868780104956385,0.954186594429183,0.9999999989529912,15822,0,1,0.0014825285,12077,15822,-0.04753588,-0.05461877,0.04142689,Background,-1.6868780104956385,0.954186594429183,0.9999999989529912,0.954186594429183
LHX5,706,414,30.84893035888672,-0.03502848,-1.6870771847547499,0.9542057442790907,0.9999999989529912,15823,0,1,0.0014821221,12229,15823,-0.047277063,-0.05384502,0.04045097,Background,-1.6870771847547499,0.9542057442790907,0.9999999989529912,0.9542057442790907
STUB1,707,304,32.947025299072266,-0.035044137,-1.688317728639265,0.9543248730970663,0.9999999989529912,15824,0,2,0.0015536022,10274,15824,-0.10281947,0.00010162359,0.04201961,Background,-1.688317728639265,0.9543248730970663,0.9999999989529912,0.9543248730970663
TAF3,701,1010,41.62666702270508,-0.03518231,-1.6891395878330748,0.9544036585491548,0.9999999989529912,15825,0,1,0.0014805564,12888,15825,-0.04683096,-0.051179547,0.037072964,Background,-1.6891395878330748,0.9544036585491548,0.9999999989529912,0.9544036585491548
SIGLECL1,526,200,43.30437088012695,-0.03936599,-1.6891975353803217,0.9544092094181756,0.9999999989529912,15826,0,1,0.00146563,15503,15826,-0.07103815,0.02032125,-0.01746699,Background,-1.6891975353803217,0.9544092094181756,0.9999999989529912,0.9544092094181756
R3HCC1L,707,801,42.16768264770508,-0.035072137,-1.6893175640599818,0.9544207053893884,0.9999999989529912,15827,0,2,0.0018023159,9129,15827,-0.099082634,0.0005656015,0.03777031,Background,-1.6893175640599818,0.9544207053893884,0.9999999989529912,0.9544207053893884
TULP2,487,583,42.31582260131836,-0.04060075,-1.6894408048550669,0.9544325065818066,0.9999999989529912,15828,0,1,0.0014487762,15634,15828,-0.03345769,0.013141602,-0.05000647,Background,-1.6894408048550669,0.9544325065818066,0.9999999989529912,0.9544325065818066
CSTF3,702,718,26.742177963256836,-0.035187438,-1.6900111819865338,0.9544870923013501,0.9999999989529912,15829,0,1,0.001480349,12966,15829,-0.09687658,-0.0007356046,0.036665745,Background,-1.6900111819865338,0.9544870923013501,0.9999999989529912,0.9544870923013501
SLC7A6,705,531,41.515892028808594,-0.03514041,-1.6903903254399701,0.95452334764649,0.9999999989529912,15830,0,1,0.0014800582,13073,15830,-0.09663438,-0.0003400339,0.036109433,Background,-1.6903903254399701,0.95452334764649,0.9999999989529912,0.95452334764649
CNTN4,598,1028,41.78956604003906,-0.03749736,-1.6917939309768502,0.9546573644129406,0.9999999989529912,15831,0,1,0.0011804778,15885,15831,0.0008472544,-0.0003962638,-0.06539833,Background,-1.6917939309768502,0.9546573644129406,0.9999999989529912,0.9546573644129406
C1orf43,700,221,41.4068717956543,-0.035277124,-1.6918324903945559,0.9546610415918799,0.9999999989529912,15832,0,1,0.0014799292,13128,15832,-0.09618281,-0.00078655605,0.0358676,Background,-1.6918324903945559,0.9546610415918799,0.9999999989529912,0.9546610415918799
OR4C15,207,342,41.5694580078125,-0.058047578,-1.6925995216071708,0.9547341388971122,0.9999999989529912,15833,0,1,0.0010000006,16284,15833,-0.06084181,-0.039699547,1.8626451e-09,Background,-1.6925995216071708,0.9547341388971122,0.9999999989529912,0.9547341388971122
ARPC2,700,300,33.209835052490234,-0.03531231,-1.693087866920238,0.9547806282986684,0.9999999989529912,15834,0,1,0.0014806192,12867,15834,-0.04765783,-0.050702732,0.03719785,Background,-1.693087866920238,0.9547806282986684,0.9999999989529912,0.9547806282986684
GNPNAT1,706,188,41.708106994628906,-0.035255983,-1.6951999815640517,0.9549812547889085,0.9999999989529912,15835,0,1,0.0014803376,12971,15835,-0.09746539,-0.00024346393,0.0366437,Background,-1.6951999815640517,0.9549812547889085,0.9999999989529912,0.9549812547889085
DCLRE1B,709,608,42.145408630371094,-0.035213783,-1.6957361722561333,0.9550320725212721,0.9999999989529912,15836,0,1,0.0014823979,12127,15836,-0.10152666,-0.0005737071,0.041108303,Background,-1.6957361722561333,0.9550320725212721,0.9999999989529912,0.9550320725212721
ADAMTSL3,587,1834,40.963748931884766,-0.037910182,-1.6966854681982362,0.9551219292555105,0.9999999989529912,15837,0,1,0.0014684814,15423,15837,-0.087750316,-0.00020745955,0.022295404,Background,-1.6966854681982362,0.9551219292555105,0.9999999989529912,0.9551219292555105
FANCM,636,2280,42.027252197265625,-0.036761463,-1.6972407368642062,0.9551744218280794,0.9999999989529912,15838,0,1,0.0014818694,12340,15838,-0.03320683,-0.07033214,0.039866254,Background,-1.6972407368642062,0.9551744218280794,0.9999999989529912,0.9551744218280794
FRS3,703,527,36.01848220825195,-0.035375316,-1.6974040926341347,0.9551898553244911,0.9999999989529912,15839,0,1,0.0014811931,12617,15839,-0.09924208,-0.00040864982,0.03837889,Background,-1.6974040926341347,0.9551898553244911,0.9999999989529912,0.9551898553244911
PHLDB3,618,710,41.366661071777344,-0.03718101,-1.6975190901397315,0.9552007174713328,0.9999999989529912,15840,0,1,0.0014753565,14603,15840,-0.060730692,-0.032602582,0.028933888,Background,-1.6975190901397315,0.9552007174713328,0.9999999989529912,0.9552007174713328
DIRAS3,498,249,33.534385681152344,-0.04054592,-1.7000255025556616,0.9554369356812956,0.9999999989529912,15841,0,1,0.0010000006,16369,15841,-0.06524046,1.8672317e-09,-0.0049871374,Background,-1.7000255025556616,0.9554369356812956,0.9999999989529912,0.9554369356812956
C2CD2L,700,723,41.70589828491211,-0.035526812,-1.7007409327848415,0.9555041774118058,0.9999999989529912,15842,0,1,0.0014792867,13376,15842,-0.09550162,-0.0007411024,0.03470847,Background,-1.7007409327848415,0.9555041774118058,0.9999999989529912,0.9555041774118058
SORCS3,627,1277,40.673683166503906,-0.03711964,-1.7027027374411492,0.9556881438317008,0.9999999989529912,15843,0,1,0.0012244004,15827,15843,0.0012213383,-0.0004882645,-0.06502617,Background,-1.7027027374411492,0.9556881438317008,0.9999999989529912,0.9556881438317008
IL1RAPL1,605,698,41.402130126953125,-0.037656985,-1.7034120478988188,0.9557545076881049,0.9999999989529912,15844,0,1,0.0012353631,15814,15844,0.0013340712,-0.00017157709,-0.066386305,Background,-1.7034120478988188,0.9557545076881049,0.9999999989529912,0.9557545076881049
MYOT,703,508,41.97262954711914,-0.035561617,-1.7040534081953378,0.9558144450638256,0.9999999989529912,15845,0,1,0.0014807095,12831,15845,-0.09824769,-0.0007257946,0.037378956,Background,-1.7040534081953378,0.9558144450638256,0.9999999989529912,0.9558144450638256
ENSG00000285508,707,78,41.47125244140625,-0.035551153,-1.7064224627703433,0.9560352743507541,0.9999999989529912,15846,0,2,0.001901951,8380,15846,0.00080183917,-0.10614255,0.043764323,Background,-1.7064224627703433,0.9560352743507541,0.9999999989529912,0.9560352743507541
DNASE2,702,418,41.92536163330078,-0.035683103,-1.707699949196021,0.9561539842045896,0.9999999989529912,15847,0,1,0.0014802889,12989,15847,-0.04682279,-0.051531725,0.036549576,Background,-1.707699949196021,0.9561539842045896,0.9999999989529912,0.9561539842045896
CELF1,713,499,41.34026336669922,-0.03547622,-1.7078201163713944,0.9561651373683675,0.9999999989529912,15848,0,1,0.0014857283,11105,15848,-0.054663356,-0.05783479,0.05105153,Background,-1.7078201163713944,0.9561651373683675,0.9999999989529912,0.9561651373683675
ABHD17C,589,358,41.794708251953125,-0.03818148,-1.7079883014120891,0.9561807434062272,0.9999999989529912,15849,0,1,0.001469342,15387,15849,-0.05793539,-0.031160284,0.022963405,Background,-1.7079883014120891,0.9561807434062272,0.9999999989529912,0.9561807434062272
OR10K2,471,315,42.23047637939453,-0.04168894,-1.708046891985842,0.9561861790243161,0.9999999989529912,15850,0,1,0.0014825476,12067,15850,-0.051336925,0.0414738,-0.06234424,Background,-1.708046891985842,0.9561861790243161,0.9999999989529912,0.9561861790243161
NWD1,284,1593,41.99913024902344,-0.05124662,-1.708615460973796,0.9562388985790895,0.9999999989529912,15851,0,1,0.001000001,16227,15851,-0.035065006,2.796487e-09,-0.05369675,Background,-1.708615460973796,0.9562388985790895,0.9999999989529912,0.9562388985790895
AATK,612,1643,39.114444732666016,-0.037656017,-1.7092881471977048,0.9563012061134146,0.9999999989529912,15852,0,1,0.0014745556,14780,15852,-0.060079988,-0.033118136,0.02797599,Background,-1.7092881471977048,0.9563012061134146,0.9999999989529912,0.9563012061134146
GANAB,705,970,41.9501953125,-0.035700046,-1.710369243963186,0.9564011926761957,0.9999999989529912,15853,0,1,0.0014817299,12405,15853,-0.048198186,-0.053186625,0.039550524,Background,-1.710369243963186,0.9564011926761957,0.9999999989529912,0.9564011926761957
LAMC3,582,1668,41.61130142211914,-0.038432058,-1.7105455718723832,0.9564174830534202,0.9999999989529912,15854,0,1,0.0014678566,15448,15854,-0.057243362,-0.03115577,0.021832848,Background,-1.7105455718723832,0.9564174830534202,0.9999999989529912,0.9564174830534202
HIPK1,707,1223,42.02345657348633,-0.03567611,-1.7108844782941475,0.9564487797501057,0.9999999989529912,15855,0,1,0.0014816902,12420,15855,-0.101175845,-7.8463054e-05,0.039461456,Background,-1.7108844782941475,0.9564487797501057,0.9999999989529912,0.9564487797501057
PHGDH,668,539,44.301544189453125,-0.036468934,-1.7113765661823728,0.9564941898701796,0.9999999989529912,15856,0,2,0.002307473,4497,15856,0.002972044,0.019676495,-0.085814595,Background,-1.7113765661823728,0.9564941898701796,0.9999999989529912,0.9564941898701796
MAP1LC3B,701,128,40.762962341308594,-0.035820395,-1.7119081338407445,0.9565432002549159,0.9999999989529912,15857,0,1,0.0014802435,13007,15857,-0.097774655,-0.000730139,0.036462042,Background,-1.7119081338407445,0.9565432002549159,0.9999999989529912,0.9565432002549159
TMEM45B,710,281,39.79189682006836,-0.035660576,-1.7123745640238583,0.9565861682626657,0.9999999989529912,15858,0,1,0.0014839364,11552,15858,-0.106140375,-0.00081485824,0.045189302,Background,-1.7123745640238583,0.9565861682626657,0.9999999989529912,0.9565861682626657
KLF1,702,394,37.08845520019531,-0.03583103,-1.7129790111975702,0.9566417995010347,0.9999999989529912,15859,0,1,0.0014801197,13051,15859,-0.097775444,-0.00051128195,0.036225572,Background,-1.7129790111975702,0.9566417995010347,0.9999999989529912,0.9566417995010347
CHTOP,709,278,38.42837142944336,-0.03571662,-1.7136959704462618,0.9567077113239714,0.9999999989529912,15860,0,2,0.0015426261,10320,15860,-0.10233368,8.628098e-05,0.0403844,Background,-1.7136959704462618,0.9567077113239714,0.9999999989529912,0.9567077113239714
RIMKLB,706,402,40.80598831176758,-0.03578425,-1.714061295489844,0.9567412654212649,0.9999999989529912,15861,0,1,0.0014821341,12226,15861,-0.10126576,-0.0011934075,0.040479016,Background,-1.714061295489844,0.9567412654212649,0.9999999989529912,0.9567412654212649
SMIM33,693,143,40.368900299072266,-0.036041286,-1.714204000196548,0.9567543667493864,0.9999999989529912,15862,0,1,0.0014798676,13158,15862,-0.006091501,-0.092087045,0.035753217,Background,-1.714204000196548,0.9567543667493864,0.9999999989529912,0.9567543667493864
DPF2,703,396,41.35417556762695,-0.03585057,-1.71436650194876,0.9567692816878546,0.9999999989529912,15863,0,1,0.0014803004,12982,15863,-0.047503516,-0.05116322,0.03657172,Background,-1.71436650194876,0.9567692816878546,0.9999999989529912,0.9567692816878546
OR11L1,407,324,41.70096206665039,-0.044423245,-1.7156103184684561,0.9568833056634551,0.9999999989529912,15864,0,1,0.0010484012,15987,15864,-0.023058064,0.00016076583,-0.05404602,Background,-1.7156103184684561,0.9568833056634551,0.9999999989529912,0.9568833056634551
GALR2,576,400,30.983814239501953,-0.038748894,-1.7162216940854196,0.9569392629777184,0.9999999989529912,15865,0,1,0.0010000019,16070,15865,-9.318723e-09,5.590235e-09,-0.06711507,Background,-1.7162216940854196,0.9569392629777184,0.9999999989529912,0.9569392629777184
OR13F1,465,341,42.02794647216797,-0.042145398,-1.7164046773606005,0.956955999457414,0.9999999989529912,15866,0,1,0.0014859993,11056,15866,-0.06609233,0.052068554,-0.058974203,Background,-1.7164046773606005,0.956955999457414,0.9999999989529912,0.956955999457414
SLC22A16,633,590,41.65201950073242,-0.037405033,-1.7176192594943813,0.9570669574750735,0.9999999989529912,15867,0,1,0.0010000025,16035,15867,-9.319678e-09,7.45328e-09,-0.06478744,Background,-1.7176192594943813,0.9570669574750735,0.9999999989529912,0.9570669574750735
BACH1,706,835,42.792083740234375,-0.03591463,-1.718716400029111,0.9571669878390227,0.9999999989529912,15868,0,1,0.0014816753,12428,15868,-0.10143251,-0.00020161044,0.03942816,Background,-1.718716400029111,0.9571669878390227,0.9999999989529912,0.9571669878390227
TCP11X1,555,571,42.41481018066406,-0.039386977,-1.7188587336970167,0.9571799511118708,0.9999999989529912,15869,0,1,0.0014809337,12732,15869,0.037836246,-0.042885736,-0.063170746,Background,-1.7188587336970167,0.9571799511118708,0.9999999989529912,0.9571799511118708
CCDC71,708,761,43.15389251708984,-0.0358877,-1.7191238644328495,0.9572040898749886,0.9999999989529912,15870,0,1,0.0014821672,12217,15870,-0.10219176,-0.0005244817,0.04055693,Background,-1.7191238644328495,0.9572040898749886,0.9999999989529912,0.9572040898749886
PRKN,582,483,41.94139099121094,-0.03869512,-1.7197794546992395,0.9572637307103739,0.9999999989529912,15871,0,1,0.0014667291,15482,15871,-0.05723677,-0.030827302,0.021042155,Background,-1.7197794546992395,0.9572637307103739,0.9999999989529912,0.9572637307103739
CTDSPL2,702,469,41.18478775024414,-0.03609457,-1.7223839474153548,0.9575000051740681,0.9999999989529912,15872,0,1,0.0014808126,12776,15872,-0.048115827,-0.051989682,0.03758787,Background,-1.7223839474153548,0.9575000051740681,0.9999999989529912,0.9575000051740681
SPSB3,708,384,41.890621185302734,-0.03600361,-1.7232633208454742,0.9575795412366106,0.9999999989529912,15873,0,1,0.0014826006,12037,15873,-0.10369185,-0.00027275237,0.04160453,Background,-1.7232633208454742,0.9575795412366106,0.9999999989529912,0.9575795412366106
KCNIP1,706,239,26.118579864501953,-0.036045954,-1.7234052092676033,0.9575923632304227,0.9999999989529912,15874,0,1,0.0014814086,12519,15874,-0.10102845,-0.000246091,0.03884112,Background,-1.7234052092676033,0.9575923632304227,0.9999999989529912,0.9575923632304227
GDI2,704,455,41.5113525390625,-0.036099855,-1.7239537306056343,0.9576419018329874,0.9999999989529912,15875,0,1,0.0014808881,12747,15875,-0.048160356,-0.05210878,0.037742365,Background,-1.7239537306056343,0.9576419018329874,0.9999999989529912,0.9576419018329874
DIO1,696,252,34.932891845703125,-0.03628998,-1.7251774455221096,0.9577522504809951,0.9999999989529912,15876,0,1,0.001479305,13367,15876,-0.04737055,-0.050225977,0.034740437,Background,-1.7251774455221096,0.9577522504809951,0.9999999989529912,0.9577522504809951
NDUFB10,704,183,41.74994659423828,-0.036164563,-1.726263518359027,0.9578499923037174,0.9999999989529912,15877,0,1,0.0014811453,12635,15877,-0.10041955,-0.0004971409,0.038277823,Background,-1.726263518359027,0.9578499923037174,0.9999999989529912,0.9578499923037174
DIP2C,608,1622,44.194732666015625,-0.038287967,-1.7281925644772722,0.9580231468178664,0.9999999989529912,15878,0,1,0.0011811758,15883,15878,0.000852393,-0.00019698683,-0.066972114,Background,-1.7281925644772722,0.9580231468178664,0.9999999989529912,0.9580231468178664
AADAT,579,465,42.006553649902344,-0.039013274,-1.7282293807588658,0.9580264459025648,0.9999999989529912,15879,0,1,0.0012312629,15818,15879,0.0012908303,-0.00059204455,-0.068271756,Background,-1.7282293807588658,0.9580264459025648,0.9999999989529912,0.9580264459025648
HSPA1A,392,646,39.41372299194336,-0.045508917,-1.729411686836858,0.9581322800770228,0.9999999989529912,15880,0,0,0.001,16970,15880,-0.0150338365,-0.026038894,-0.03775102,Background,-1.729411686836858,0.9581322800770228,0.9999999989529912,0.9581322800770228
ERBB4,630,1308,41.32126998901367,-0.03785011,-1.7309462306168253,0.9582693224886556,0.9999999989529912,15881,0,2,0.0012605612,15777,15881,0.00088097947,0.00017889147,-0.06661819,Background,-1.7309462306168253,0.9582693224886556,0.9999999989529912,0.9582693224886556
RNF187,605,249,33.48628234863281,-0.038478035,-1.7323339386267531,0.9583929386989005,0.9999999989529912,15882,0,1,0.0014698853,15354,15882,-0.09004325,-7.3546557e-06,0.023404695,Background,-1.7323339386267531,0.9583929386989005,0.9999999989529912,0.9583929386989005
TMEM179B,704,225,41.32110977172851,-0.036363807,-1.7333756428434335,0.9584855380390054,0.9999999989529912,15883,0,1,0.0014769293,14214,15883,-0.091547355,-0.0024451702,0.031008568,Background,-1.7333756428434335,0.9584855380390054,0.9999999989529912,0.9584855380390054
SLC6A8,579,686,34.24343490600586,-0.03920056,-1.7348002919385557,0.9586119077608367,0.9999999989529912,15884,0,1,0.0011889017,15871,15884,0.00091081345,-0.00035310816,-0.06845507,Background,-1.7348002919385557,0.9586119077608367,0.9999999989529912,0.9586119077608367
DDX3X,384,701,41.63916778564453,-0.04605923,-1.7352161582781178,0.9586487372411592,0.9999999989529912,15885,0,0,0.001,16639,15885,-0.04631635,-0.00016541313,-0.033295155,Background,-1.7352161582781178,0.9586487372411592,0.9999999989529912,0.9586487372411592
PRRG1,608,220,39.01349639892578,-0.038541872,-1.7371404816827254,0.9588188112868347,0.9999999989529912,15886,0,0,0.001,16687,15886,-0.0004998073,-0.00038215704,-0.06587452,Background,-1.7371404816827254,0.9588188112868347,0.9999999989529912,0.9588188112868347
PAWR,631,317,40.851097106933594,-0.03801921,-1.7377318845410847,0.9588709661114642,0.9999999989529912,15887,0,1,0.001443483,15658,15887,0.011770317,-0.0011255792,-0.076495945,Background,-1.7377318845410847,0.9588709661114642,0.9999999989529912,0.9588709661114642
MGST2,625,163,40.49338150024414,-0.038177747,-1.738462746096655,0.9589353455577017,0.9999999989529912,15888,0,1,0.0014843944,11416,15888,0.046559572,-0.03637011,-0.07631526,Background,-1.738462746096655,0.9589353455577017,0.9999999989529912,0.9589353455577017
C16orf95,360,225,37.889671325683594,-0.047385663,-1.7391195864342224,0.9589931349430763,0.9999999989529912,15889,0,1,0.001418801,15690,15889,0.007736557,-0.030496024,-0.059314907,Background,-1.7391195864342224,0.9589931349430763,0.9999999989529912,0.9589931349430763
RBFOX1,592,647,41.49604034423828,-0.03903494,-1.7406365039931988,0.9591263426329392,0.9999999989529912,15890,0,0,0.001,16727,15890,-0.027613472,-0.00033202674,-0.039665002,Background,-1.7406365039931988,0.9591263426329392,0.9999999989529912,0.9591263426329392
CNBD1,581,533,43.55208587646485,-0.03935275,-1.741957534681512,0.9592420624032407,0.9999999989529912,15891,0,1,0.0011959305,15860,15891,0.00096654147,-0.0002546506,-0.06887285,Background,-1.741957534681512,0.9592420624032407,0.9999999989529912,0.9592420624032407
RPS6KA6,608,763,42.10773086547851,-0.03869382,-1.7424953117315005,0.9592890944448362,0.9999999989529912,15892,0,1,0.0011825344,15881,15892,0.0008624606,-8.584745e-05,-0.067796275,Background,-1.7424953117315005,0.9592890944448362,0.9999999989529912,0.9592890944448362
LDLR,626,925,40.72364807128906,-0.038304638,-1.7437629742332488,0.9593997853780772,0.9999999989529912,15893,0,1,0.001475725,14524,15893,-0.06199749,-0.033744052,0.029395953,Background,-1.7437629742332488,0.9593997853780772,0.9999999989529912,0.9593997853780772
OR1M1,302,336,41.400146484375,-0.051035322,-1.7440235952340462,0.9594225122231043,0.9999999989529912,15894,0,0,0.001,16977,15894,-0.029734088,-0.047251012,-0.01141067,Background,-1.7440235952340462,0.9594225122231043,0.9999999989529912,0.9594225122231043
OR9A2,272,347,41.70122528076172,-0.053278614,-1.744220963074532,0.959439716351982,0.9999999989529912,15895,0,1,0.0010000006,16358,15895,-0.06692531,1.865085e-09,-0.025355954,Background,-1.744220963074532,0.959439716351982,0.9999999989529912,0.959439716351982
SLC35A3,705,326,41.10194396972656,-0.03668901,-1.7456751055918043,0.9595662883747845,0.9999999989529912,15896,0,1,0.0014814393,12512,15896,-0.04840644,-0.054048594,0.038907796,Background,-1.7456751055918043,0.9595662883747845,0.9999999989529912,0.9595662883747845
PRR19,708,388,40.98774719238281,-0.036638346,-1.7459314427117822,0.9595885672825208,0.9999999989529912,15897,0,1,0.0014841906,11482,15897,-0.10649581,-0.0029033506,0.045939673,Background,-1.7459314427117822,0.9595885672825208,0.9999999989529912,0.9595885672825208
OR2AP1,332,350,41.75944900512695,-0.04922634,-1.747922385208186,0.9597612659736383,0.9999999989529912,15898,0,0,0.001,16921,15898,-2.8008436e-09,-0.05071297,-0.034549557,Background,-1.747922385208186,0.9597612659736383,0.9999999989529912,0.9597612659736383
CXCR2,593,381,42.119049072265625,-0.039221287,-1.7480707131929643,0.9597741082354441,0.9999999989529912,15899,0,1,0.0012489524,15791,15899,0.0014874791,-0.0003245729,-0.06909617,Background,-1.7480707131929643,0.9597741082354441,0.9999999989529912,0.9597741082354441
HSD17B6,491,329,41.43135452270508,-0.042204563,-1.7494167140522292,0.9598904930983153,0.9999999989529912,15900,0,1,0.001,16969,15900,-0.02205486,4.4315645e-12,-0.051045597,Background,-1.7494167140522292,0.9598904930983153,0.9999999989529912,0.9598904930983153
PCDHB16,434,821,41.40364456176758,-0.044306275,-1.7501171079689708,0.9599509458624794,0.9999999989529912,15901,0,1,0.0014250462,15684,15901,0.00850617,-0.026334442,-0.058912445,Background,-1.7501171079689708,0.9599509458624794,0.9999999989529912,0.9599509458624794
ADARB2,630,792,38.31842803955078,-0.038397375,-1.7502938835397257,0.959966192100676,0.9999999989529912,15902,0,1,0.0012388154,15811,15902,0.0013715308,-0.000639064,-0.06723867,Background,-1.7502938835397257,0.959966192100676,0.9999999989529912,0.959966192100676
RNF111,694,1042,41.669044494628906,-0.037073877,-1.7517210462399282,0.9600891069332715,0.9999999989529912,15903,0,2,0.0019607018,7865,15903,0.0009953261,-0.098819226,0.03361007,Background,-1.7517210462399282,0.9600891069332715,0.9999999989529912,0.9600891069332715
SYT12,703,427,41.872032165527344,-0.036905,-1.7520004266576952,0.9601131327226583,0.9999999989529912,15904,0,1,0.0014811319,12642,15904,-0.049014125,-0.053156465,0.03824926,Background,-1.7520004266576952,0.9601131327226583,0.9999999989529912,0.9601131327226583
POLA1,634,1489,41.878440856933594,-0.03836843,-1.75249699568212,0.9601558069947277,0.9999999989529912,15905,0,1,0.0012913179,15748,15905,0.002093981,-0.0003914393,-0.06815863,Background,-1.75249699568212,0.9601558069947277,0.9999999989529912,0.9601558069947277
OR10G3,463,321,36.55856704711914,-0.04332988,-1.754603089930884,0.9603363887148111,0.9999999989529912,15906,0,0,0.001,16856,15906,-0.023611508,-0.025529055,-0.025908992,Background,-1.754603089930884,0.9603363887148111,0.9999999989529912,0.9603363887148111
DDX3Y,391,688,42.14670181274414,-0.046323944,-1.755338477875466,0.9603992857145215,0.9999999989529912,15907,0,0,0.001,16643,15907,-0.046570763,-0.00017267466,-0.033491984,Background,-1.755338477875466,0.9603992857145215,0.9999999989529912,0.9603992857145215
TLCD2,576,268,41.809043884277344,-0.039876357,-1.7557597320261802,0.9604352786069775,0.9999999989529912,15908,0,1,0.001,17127,15908,4.864349e-12,-0.0012585279,-0.06780935,Background,-1.7557597320261802,0.9604352786069775,0.9999999989529912,0.9604352786069775
NLRP3,620,1061,41.90342712402344,-0.038791675,-1.7560264770320486,0.9604580561328747,0.9999999989529912,15909,0,1,0.001475524,14571,15909,-0.062378794,-0.033952445,0.029142095,Background,-1.7560264770320486,0.9604580561328747,0.9999999989529912,0.9604580561328747
KCNQ5,604,986,42.04912567138672,-0.03918068,-1.7562252554678035,0.9604750230137056,0.9999999989529912,15910,0,1,0.001469618,15372,15910,-0.059237838,-0.031810638,0.023185547,Background,-1.7562252554678035,0.9604750230137056,0.9999999989529912,0.9604750230137056
PWWP3B,583,802,43.72679901123047,-0.039714426,-1.7564643709951198,0.9604954250503894,0.9999999989529912,15911,0,1,0.0011523442,15912,15911,0.0006573056,-0.00063632056,-0.068808384,Background,-1.7564643709951198,0.9604954250503894,0.9999999989529912,0.9604954250503894
ACAP1,690,749,41.76768493652344,-0.03730727,-1.757199866127694,0.9605581259559065,0.9999999989529912,15912,0,1,0.0014892443,10694,15912,-0.042478725,0.06823001,-0.090369366,Background,-1.757199866127694,0.9605581259559065,0.9999999989529912,0.9605581259559065
KDM5C,585,1585,41.27009201049805,-0.0396941,-1.757555839049467,0.9605884435341686,0.9999999989529912,15913,0,1,0.0011455732,15920,15913,0.00061609223,-0.029197853,-0.04017044,Background,-1.757555839049467,0.9605884435341686,0.9999999989529912,0.9605884435341686
ATP6V0E1,709,81,25.388755798339844,-0.03696486,-1.7582792817237662,0.9606499994367431,0.9999999989529912,15914,0,1,0.0014822169,12197,15914,-0.103908435,-0.000791315,0.040674735,Background,-1.7582792817237662,0.9606499994367431,0.9999999989529912,0.9606499994367431
PCDHA10,419,1020,41.085357666015625,-0.045178045,-1.7587699526790745,0.96069170484539,0.9999999989529912,15915,0,1,0.0014456789,15653,15915,-0.045547526,0.012306769,-0.045009907,Background,-1.7587699526790745,0.96069170484539,0.9999999989529912,0.96069170484539
GARIN4,623,749,41.98162460327149,-0.038800355,-1.7588134808695635,0.9606954028600634,0.9999999989529912,15916,0,1,0.0014828099,11970,15916,0.04212949,-0.034434665,-0.07489902,Background,-1.7588134808695635,0.9606954028600634,0.9999999989529912,0.9606954028600634
