gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,tier,z_track_b,p_track_b,q_track_b,p_combined
TMEM132A,670,1085,41.942413330078125,-0.0029011492,-0.5068168351594168,0.6938583286227474,0.7276589264719869,16135,0,1,0.0010242933807888,14289,16135,-0.0004291822842787,-0.0011772954603657,0.0001659132540225,-0.0001343879848718,-0.0001766197383403,-0.0109730903059244,Background,-0.5068168351594168,0.6938583286227474,0.7276589264719869,0.6938583286227474
OR3A3,196,322,40.5182991027832,-0.003153855,-0.5070404491790673,0.6939367812195598,0.7276961003356577,16136,0,2,0.0014326414757612,539,16136,-0.0098578799515962,0.0096344482153654,0.0,0.0,0.0096344482153654,-0.0051779802888631,Background,-0.5070404491790673,0.6939367812195598,0.7276961003356577,0.6939367812195598
CUX2,612,1604,42.78520202636719,-0.0028970342,-0.5072359546837583,0.6940053649556712,0.7277229212626208,16137,0,2,0.0010722339528138,6375,16137,-0.0001208269968628,0.0006557656452059,-0.0009270664304494,8.223578333854675e-06,-0.0002758987247943,-0.0105558698996901,Background,-0.5072359546837583,0.6940053649556712,0.7277229212626208,0.6940053649556712
ADCK5,672,599,41.826377868652344,-0.0029049173,-0.5075305146923319,0.6941086843738834,0.7277861598891114,16138,0,1,0.0010383669686242,11434,16138,-0.0003286302089691,-0.0001582764089107,0.0002848450094461,-0.0029963366687297,-0.0001649400219321,-0.0089669544249773,Background,-0.5075305146923319,0.6941086843738834,0.7277861598891114,0.6941086843738834
DENND6B,653,625,42.02934265136719,-0.0029060398,-0.5081418240012381,0.6943230569975152,0.7279658248624422,16139,0,1,0.0010276537282986,13827,16139,-0.0005671456456184,-0.0010226374724879,0.0001925453543663,-7.15106725692749e-05,-0.0001548454165458,-0.0111986128613352,Background,-0.5081418240012381,0.6943230569975152,0.7279658248624422,0.6943230569975152
NUMBL,647,645,41.92252731323242,-0.0029076668,-0.5085929002816706,0.6944811967631258,0.7280865136573018,16140,0,0,0.001,15997,16140,-0.0003988108946941,-3.029828440048732e-05,-0.000869620591402,-0.0001331139355897,-0.0004023486108053,-0.0102583542466163,Background,-0.5085929002816706,0.6944811967631258,0.7280865136573018,0.6944811967631258
NID1,673,1135,41.50587844848633,-0.0029128024,-0.5090876312571786,0.6946545994192634,0.7282231879544859,16141,0,0,0.001,15997,16141,-0.0003223605453968,-0.0002831546298693,-0.0008944194414652,-0.0001254957169294,-0.0003606034151744,-0.0099772335961461,Background,-0.5090876312571786,0.6946545994192634,0.7282231879544859,0.6946545994192634
C1orf56,686,476,41.544891357421875,-0.002914988,-0.5092699800642035,0.6947185014609858,0.7282450602912489,16142,0,1,0.0010070874383991,15535,16142,-0.0002764787641353,-0.0006650771247223,4.408694803714752e-05,-0.0001185778528451,-0.0006650771247223,-0.0102276792749762,Background,-0.5092699800642035,0.6947185014609858,0.7282450602912489,0.6947185014609858
AOC1,624,782,35.8141975402832,-0.0029100107,-0.5095601166508272,0.6948201642573747,0.7283065105246259,16143,0,1,0.0010085541367225,15474,16143,-0.0004535298794507,-0.0001338049769401,-0.0010677520185709,5.361810326576233e-05,-0.0002338588237762,-0.0107360817492008,Background,-0.5095601166508272,0.6948201642573747,0.7283065105246259,0.6948201642573747
TGDS,692,363,41.87873840332031,-0.0029198588,-0.5101289821249194,0.6950194490071945,0.7284702735784649,16144,0,0,0.001,15997,16144,-0.0004837634041905,-0.0003099739551544,-0.000834522768855,-5.4638832807540894e-05,-0.0003595482558012,-0.0103431371971964,Background,-0.5101289821249194,0.6950194490071945,0.7284702735784649,0.6950194490071945
FARS2,691,467,41.18535232543945,-0.0029220975,-0.5105958109055216,0.6951829451053904,0.7285965075334971,16145,0,1,0.0010311563189549,13163,16145,-0.0003943657502532,-0.0002172218228224,0.0002214331179857,-8.863210678100586e-05,-0.0003849511558655,-0.0122538190335035,Background,-0.5105958109055216,0.6951829451053904,0.7285965075334971,0.6951829451053904
ADIRF,608,82,41.28245162963867,-0.0029172606,-0.5113733929886207,0.695455188916198,0.7288366934009033,16146,0,2,0.0011623991227977,3260,16146,0.0030639115720987,-0.0039529614150524,9.209662675857544e-05,-0.0001160148531198,-0.0039230715483427,-0.0001032035797834,Background,-0.5113733929886207,0.695455188916198,0.7288366934009033,0.695455188916198
CMPK2,631,501,42.07427978515625,-0.0029217752,-0.5117584370396536,0.6955899588816645,0.728932785919158,16147,0,2,0.0012072142835002,1802,16147,-0.0003138030297122,0.0027851313352584,0.0004165740683674,-0.002814047737047,-0.000212674960494,-0.0101564954966306,Background,-0.5117584370396536,0.6955899588816645,0.728932785919158,0.6955899588816645
NOTCH2,625,2485,41.96533203125,-0.002922771,-0.5120899349583824,0.6957059657974969,0.7289704873824563,16148,0,3,0.0010405485975779,10888,16148,-0.0008916690130718,1.2136162695242092e-05,0.0002045258879661,5.4877251386642456e-05,-0.0002974186791107,-0.0120191005989909,Background,-0.5120899349583824,0.6957059657974969,0.7289704873824563,0.6957059657974969
CR2,663,1060,41.281856536865234,-0.0029274726,-0.5122227271632408,0.6957524305934455,0.7289704873824563,16149,0,2,0.0010389650595695,11273,16149,-0.0005478132516145,-7.047316466923803e-05,0.0002847649157047,3.38628888130188e-06,-0.000225001014769,-0.0133488280698657,Background,-0.5122227271632408,0.6957524305934455,0.7289704873824563,0.6957524305934455
MTFMT,685,431,41.40678024291992,-0.0029296943,-0.5122305800110827,0.6957551782534525,0.7289704873824563,16150,0,2,0.0010283853676491,13701,16150,-0.0004646088927984,-0.0010767080821096,-0.0006288537988439,1.755543053150177e-05,0.0001742032909533,-0.0101501420140266,Background,-0.5122305800110827,0.6957551782534525,0.7289704873824563,0.6957551782534525
OR10G6,256,342,43.46223068237305,-0.0028468391,-0.5125234760264524,0.6958576527552229,0.7290327126661585,16151,0,0,0.001,15997,16151,-0.0028468370437622,0.0,0.0,0.0,0.0,0.0,Background,-0.5125234760264524,0.6958576527552229,0.7290327126661585,0.6958576527552229
DBP,672,332,40.93316650390625,-0.002931579,-0.512862854692332,0.6959763707412051,0.7290536726622755,16152,0,1,0.0010258606652332,14102,16152,-0.0006263237446546,-0.0005530295893549,-0.0010120458900928,-0.0001112390309572,0.0001782067120075,-0.0095771215856075,Background,-0.512862854692332,0.6959763707412051,0.7290536726622755,0.6959763707412051
CACNA1H,595,2529,38.570030212402344,-0.0029234975,-0.5129266789390072,0.6959986947807837,0.7290536726622755,16153,0,2,0.0010607113536924,7333,16153,-0.0003565650258678,9.554131975164636e-05,0.0003444645553827,-0.0029462198726832,-0.0001318168797297,-0.0094537138938903,Background,-0.5129266789390072,0.6959986947807837,0.7290536726622755,0.6959986947807837
ANO1,566,1076,41.56538772583008,-0.002920342,-0.513015575442404,0.6960297872172063,0.7290536726622755,16154,0,1,0.0010344632530588,12418,16154,0.0,-0.0006203682860359,0.0002498291432857,-6.604939699172974e-06,-0.000116303548566,-0.0117806950584054,Background,-0.513015575442404,0.6960297872172063,0.7290536726622755,0.6960297872172063
GATA5,665,424,33.33146286010742,-0.0029319287,-0.5130733734445854,0.696050001882812,0.7290536726622755,16155,0,2,0.0010680368279554,6679,16155,-0.0006617822218686,0.0003231301088817,0.0001600924879312,-0.0005963910371065,-7.048807310638949e-05,-0.01149408146739,Background,-0.5130733734445854,0.696050001882812,0.7290536726622755,0.696050001882812
CBX4,663,596,35.05546569824219,-0.00293569,-0.5138662071632408,0.6963272323988413,0.7292989043959391,16156,0,2,0.0011592562187827,3349,16156,-0.0002839353110175,0.0012103207409381,0.0003825342282652,-0.0029020570218563,-6.560981273651123e-05,-0.0109531711786985,Background,-0.5138662071632408,0.6963272323988413,0.7292989043959391,0.6963272323988413
KRT3,478,817,39.71809768676758,-0.002914536,-0.5144270112946735,0.6965232608469267,0.7294590639840842,16157,0,0,0.001,15997,16157,0.0,0.0,0.0,-5.136243999004364e-05,0.0,-0.0094403540715575,Background,-0.5144270112946735,0.6965232608469267,0.7294590639840842,0.6965232608469267
TMIGD2,444,325,39.30259704589844,-0.0029110482,-0.5149227885591058,0.696696512138876,0.7295714137165287,16158,0,2,0.0011034019055832,4841,16158,0.0,-0.0010675825178623,-0.0058340970426797,0.0004715975373983,-0.0015736445784568,0.0003189221024513,Background,-0.5149227885591058,0.696696512138876,0.7295714137165287,0.696696512138876
TFF1,694,94,19.40964126586914,-0.002944308,-0.5149807684126485,0.6967167705363386,0.7295714137165287,16159,0,2,0.0010677260588542,6709,16159,0.0001641940325498,-0.000195017128135,0.0003150012344121,-0.0028114540036767,-0.0003044140175916,-0.009712578728795,Background,-0.5149807684126485,0.6967167705363386,0.7295714137165287,0.6967167705363386
UBN2,408,1381,45.63133239746094,-0.0029074508,-0.515626094097456,0.6969422091205376,0.7297623218148898,16160,0,1,0.0010467172683103,9416,16160,-0.0005452409386634,-0.0012647192925214,0.0003657341003417,-0.0024416074156761,-0.0015052575618028,-0.0053476002067327,Background,-0.515626094097456,0.6969422091205376,0.7297623218148898,0.6969422091205376
HLA-DPA1,338,284,30.362499237060547,-0.0028939443,-0.5163163664231158,0.697183266378842,0.7299443503535745,16161,0,1,0.0011461318831843,3667,16161,-0.000584302470088,0.0,0.0032553256023675,0.0,-0.0041701141744852,0.0,Background,-0.5163163664231158,0.697183266378842,0.7299443503535745,0.697183266378842
SCX,643,209,32.659549713134766,-0.0029461333,-0.516370959969851,0.6972023279010976,0.7299443503535745,16162,0,1,0.0010320748038213,12972,16162,-0.0002431769389659,-0.0005683390772901,0.0002292077988386,-0.0026580786798149,-0.0002057645469903,-0.0083819758147001,Background,-0.516370959969851,0.6972023279010976,0.7299443503535745,0.6972023279010976
OR12D2,123,308,41.67377853393555,-0.0045618657,-0.5167003072906067,0.6973173092363669,0.7300195625557485,16163,0,1,0.0011644877723651,3201,16163,0.0,0.0,0.0055582355707883,0.0,0.0,-0.0124680921435356,Background,-0.5167003072906067,0.6973173092363669,0.7300195625557485,0.6973173092363669
FAM193A,557,1610,41.699180603027344,-0.0029411332,-0.5174086173516348,0.6975645272837441,0.730232139711446,16164,0,2,0.0010893255697491,5452,16164,-0.0006908427458256,-0.0015819296240806,0.0003727003931999,0.0002828668802976,-0.0016597546637058,-0.0095706637948751,Background,-0.5174086173516348,0.6975645272837441,0.730232139711446,0.6975645272837441
BBS1,686,604,42.21403121948242,-0.0029562851,-0.5175294000642036,0.697606674453964,0.730232139711446,16165,0,0,0.001,15997,16165,-0.0004259347042534,-0.0003194194287061,-0.0007780763553455,-3.771297633647919e-05,-0.0003028977662324,-0.010821689851582,Background,-0.5175294000642036,0.697606674453964,0.730232139711446,0.697606674453964
SLC39A4,684,740,41.179779052734375,-0.002957085,-0.5177281023546396,0.697676005956167,0.7302595383387543,16166,0,1,0.0010299472049267,13413,16166,-0.0005525145679712,-0.0001651160418987,0.0002113264054059,-0.0027371291071176,-0.0001641232520341,-0.0088215731084346,Background,-0.5177281023546396,0.697676005956167,0.7302595383387543,0.697676005956167
MTARC1,617,369,41.85034942626953,-0.0029523866,-0.5181924994658397,0.6978380162787523,0.7302989262014716,16167,0,3,0.0010809374976481,5878,16167,9.968631638912484e-05,-0.0015130445826798,0.0002718362957239,-6.459839642047882e-05,0.0001694233942544,-0.0123479813337326,Background,-0.5181924994658397,0.6978380162787523,0.7302989262014716,0.6978380162787523
TINCR,614,90,30.608598709106445,-0.0029524472,-0.5182728136129425,0.6978660308480525,0.7302989262014716,16168,0,1,0.0010208861027098,14675,16168,0.0001399295288138,-0.000680468045175,-0.0005925078876316,-0.000179560855031,-0.0001275297254323,-0.0109597016125917,Background,-0.5182728136129425,0.6978660308480525,0.7302989262014716,0.6978660308480525
AKR7A2,391,349,38.76609420776367,-0.0029175393,-0.5183829958194704,0.6979044618692228,0.7302989262014716,16169,0,2,0.0012011414045648,1886,16169,0.002719132695347,0.0003767111629713,-0.007887047715485,-0.0001479256898164,-0.000406179082347,-0.0001330486993538,Background,-0.5183829958194704,0.6979044618692228,0.7302989262014716,0.6979044618692228
GAB3,660,622,43.601898193359375,-0.0029592705,-0.5186435131915442,0.6979953203385392,0.7302989262014716,16170,0,0,0.001,15997,16170,-0.000269035808742,-9.031780064105988e-05,-0.0011519156396389,-4.7886744141578674e-05,-0.0002655806019902,-0.0108888791874051,Background,-0.5186435131915442,0.6979953203385392,0.7302989262014716,0.6979953203385392
KNG1,570,915,40.46634292602539,-0.0029495314,-0.5187508885554531,0.6980327651757693,0.7302989262014716,16171,0,0,0.001,15997,16171,-0.0003508608788251,-0.0020883718971163,-0.0011404567630961,0.0,-0.0023522556293755,0.0,Background,-0.5187508885554531,0.6980327651757693,0.7302989262014716,0.6980327651757693
CSNK2B,708,233,35.734622955322266,-0.0029646058,-0.5187784833452191,0.6980423879253725,0.7302989262014716,16172,0,2,0.0010735298136532,6309,16172,-0.0001212479546666,-0.000328954309225,0.0003930209204554,-0.0002968963235616,0.0001478753983974,-0.0133193209767341,Background,-0.5187784833452191,0.6980423879253725,0.7302989262014716,0.6980423879253725
GXYLT2,611,461,40.33063888549805,-0.0029547308,-0.518798229393765,0.6980492736073859,0.7302989262014716,16173,0,3,0.0011396869936762,3802,16173,-0.0002605813206173,0.0006743530975654,0.0003791712224483,-0.0026585198938846,6.125043000793085e-05,-0.0102407457306981,Background,-0.518798229393765,0.6980492736073859,0.7302989262014716,0.6980492736073859
SLC39A8,688,471,41.71675491333008,-0.0029629602,-0.5188258667439114,0.6980589109616808,0.7302989262014716,16174,0,1,0.0010242420904393,14297,16174,-0.0005702404305338,0.0001655146479606,-0.0008017588406801,-8.023157715797424e-05,-0.0001519778743386,-0.0118023082613945,Background,-0.5188258667439114,0.6980589109616808,0.7302989262014716,0.6980589109616808
TK2,684,271,33.97408676147461,-0.0029662305,-0.5195572023546396,0.6983138830271395,0.7304464963904456,16175,0,1,0.001013797446899,15209,16175,-0.0007430016994476,-5.070120096206665e-06,-0.0013102078810334,8.891895413398743e-05,-0.0001726821064949,-0.010584844276309,Background,-0.5195572023546396,0.6983138830271395,0.7304464963904456,0.6983138830271395
FLT3,654,1028,42.29279708862305,-0.0029633967,-0.5195924262715381,0.6983261610116587,0.7304464963904456,16176,0,0,0.001,15997,16176,-0.0002579949796199,-0.0002464948920533,-0.0010918409097939,-3.981776535511017e-05,-0.0003731063334271,-0.0101634003221988,Background,-0.5195924262715381,0.6983261610116587,0.7304464963904456,0.6983261610116587
ADH5,690,374,41.77037048339844,-0.0029670324,-0.5196019211684523,0.698329470605061,0.7304464963904456,16177,0,1,0.0010112531204454,15338,16177,7.154420018196106e-05,-0.0001528840512037,-0.001742441789247,-9.41883772611618e-05,-0.000146958976984,-0.0103474976494908,Background,-0.5196019211684523,0.698329470605061,0.7304464963904456,0.698329470605061
IFT140,681,1533,44.76041030883789,-0.0029681392,-0.5199973453206491,0.6984672873165177,0.730545491944789,16178,0,0,0.001,15997,16178,-0.0005022487021051,-0.0002800691872835,-0.0008522305288352,-8.279457688331604e-06,-0.0002771150320768,-0.0108241531997919,Background,-0.5199973453206491,0.6984672873165177,0.730545491944789,0.6984672873165177
BAHCC1,573,2829,41.69104766845703,-0.0029579408,-0.5203565492312715,0.6985924556698793,0.7306312468255163,16179,0,1,0.0010361260543016,12018,16179,-0.0003286275605205,-6.429850327549502e-05,0.0002645403146743,-0.0031139433849602,-2.977251642732881e-05,-0.0094818212091922,Background,-0.5203565492312715,0.6985924556698793,0.7306312468255163,0.6985924556698793
PARP1,686,982,43.009552001953125,-0.002971275,-0.5205273800642035,0.6986519752497793,0.7306483357973742,16180,0,1,0.0010019624083997,15773,16180,-0.0003384510055184,-5.135684477863833e-05,-0.0020279716700315,1.189112663269043e-05,-9.874533134279773e-05,-0.0097726238891482,Background,-0.5205273800642035,0.6986519752497793,0.7306483357973742,0.6986519752497793
FCAMR,428,512,41.92646789550781,-0.0029376482,-0.5208529545096277,0.6987653947668736,0.7307217875811303,16181,0,1,0.0010277481927531,13808,16181,-0.0004894295707345,-0.0005829855799674,0.0001933090388774,0.0,-0.0004878072068095,-0.0115873645991086,Background,-0.5208529545096277,0.6987653947668736,0.7307217875811303,0.6987653947668736
MBD3L1,574,251,41.224456787109375,-0.0029638815,-0.5215194156727991,0.6989975081103103,0.7309193446257917,16182,0,2,0.0010468550519434,9378,16182,-0.0015555762220174,0.0001475802855566,-0.000628518522717,-0.0033116291742771,0.0001627180026844,-0.0075093600898981,Background,-0.5215194156727991,0.6989975081103103,0.7309193446257917,0.6989975081103103
PYHIN1,149,582,41.753902435302734,-0.0040033963,-0.5217515854766327,0.6990783486593709,0.7309587059052842,16183,0,3,0.0018655160162687,72,16183,0.0124521404504776,0.0103849694132804,0.0174858029931783,-0.0073261931538581,-0.006885640323162,-0.0059433197602629,Background,-0.5217515854766327,0.6990783486593709,0.7309587059052842,0.6990783486593709
CSHL1,404,203,30.996917724609375,-0.0029413875,-0.5225831583282006,0.6993678184591814,0.7312161922978132,16184,0,1,0.0010727584358119,6350,16184,-0.0005833506584167,-0.0010614190250635,0.0006861761212348,0.0,-1.2541189789772034e-05,-0.0121042486280202,Background,-0.5225831583282006,0.6993678184591814,0.7312161922978132,0.6993678184591814
FBXL17,579,782,41.78851318359375,-0.0029735072,-0.5233191715740845,0.6996239191282233,0.7314387603069921,16185,0,2,0.0011940476510315,2015,16185,-0.0011205654591321,0.0020389668643474,0.0004370585083961,-0.0030327613931149,-0.0001495173200964,-0.011291055008769,Background,-0.5233191715740845,0.6996239191282233,0.7314387603069921,0.6996239191282233
RCCD1,667,415,34.59135437011719,-0.0029846695,-0.5235811423534923,0.6997150497972441,0.7314888395909531,16186,0,1,0.0010382552729235,11471,16186,-0.0005127498880028,-0.000737807713449,0.0002838196232914,-0.0025124992243945,-0.0001411810517311,-0.008607069030404,Background,-0.5235811423534923,0.6997150497972441,0.7314888395909531,0.6997150497972441
SLC1A5,652,593,40.41259765625,-0.002984424,-0.5238394895141533,0.6998049076925695,0.7315346507878161,16187,0,1,0.0010063058923523,15564,16187,-0.0006337175145745,-0.0002756034955382,-0.000863742083311,-0.0059460829943418,3.906711935997009e-05,-0.0002261642366647,Background,-0.5238394895141533,0.6998049076925695,0.7315346507878161,0.6998049076925695
MOV10L1,535,1267,41.82859420776367,-0.002970933,-0.5239672786906189,0.6998493506244068,0.7315346507878161,16188,0,2,0.001048015296737,9154,16188,-0.0002702267374843,-0.0011175911640748,0.0003692843019962,5.228444933891296e-06,-0.0011085983132943,-0.0097364597022533,Background,-0.5239672786906189,0.6998493506244068,0.7315346507878161,0.6998493506244068
OR51T1,355,331,41.428077697753906,-0.0029373388,-0.5240800500689454,0.6998885681463244,0.7315346507878161,16189,0,0,0.001,15997,16189,-0.0039248126558959,-0.0001113797479774,-0.0019300041021779,-0.0035410174168646,-1.5740377421025187e-05,-0.0004183482378721,Background,-0.5240800500689454,0.6998885681463244,0.7315346507878161,0.6998885681463244
ALKAL2,680,161,25.958147048950195,-0.0029896123,-0.5243115188101893,0.699969056757018,0.7315735892146696,16190,0,1,0.0010071835703293,15527,16190,-0.0004690280184149,-3.563147038221359e-05,0.0,4.470720887184143e-05,-0.0001190900802612,-0.0112945288419723,Background,-0.5243115188101893,0.699969056757018,0.7315735892146696,0.699969056757018
LRRC74B,549,410,41.186798095703125,-0.0029779233,-0.5249801791092771,0.7002015150855603,0.731768094456877,16191,0,1,0.0010367398353216,11828,16191,-0.0006382819265127,-0.0005623832112178,0.0002700462937355,-0.0066683781333267,-0.0006333742057904,-0.0001049749480444,Background,-0.5249801791092771,0.7002015150855603,0.731768094456877,0.7002015150855603
DUSP18,639,191,34.301761627197266,-0.002989329,-0.5250956542833265,0.7002416515244815,0.731768094456877,16192,0,1,0.001050457446182,8690,16192,-0.0003088284283876,-0.0008915230282582,0.0004048943519592,-0.0059648002497851,-0.0008915230282582,-0.0005308967083692,Background,-0.5250956542833265,0.7002416515244815,0.731768094456877,0.7002416515244815
OR52L1,247,340,42.6512336730957,-0.0029075472,-0.5254485053906903,0.7003642791415734,0.7318510447325736,16193,0,0,0.001,15997,16193,-0.0002366005501244,-0.0002407521242275,-0.0042322091758251,0.0,-0.0002407521242275,0.0,Background,-0.5254485053906903,0.7003642791415734,0.7318510447325736,0.7003642791415734
ECI1,628,337,38.12393569946289,-0.0029907085,-0.5256110289281383,0.7004207538858931,0.7318648620787451,16194,0,2,0.0010112574274009,15337,16194,-0.0006443038582801,-9.044259786605836e-05,-0.000825747847557,6.174109876155853e-05,8.717179298400879e-06,-0.0109934825450181,Background,-0.5256110289281383,0.7004207538858931,0.7318648620787451,0.7004207538858931
AFG2A,677,918,41.48798370361328,-0.0029972738,-0.5259027389982717,0.7005221071128594,0.7318983196138603,16195,0,1,0.0010426943197617,10368,16195,-0.0002796134504023,-0.0004998929798603,0.0003256918862462,-9.371154010295868e-05,-0.0005391295999288,-0.0124332169070839,Background,-0.5259027389982717,0.7005221071128594,0.7318983196138603,0.7005221071128594
C6orf15,115,500,42.5548210144043,-0.0048673465,-0.5259955102310385,0.7005543367625169,0.7318983196138603,16196,0,0,0.001,15997,16196,0.0,-0.0048673599958419,0.0,0.0,-0.0048673599958419,0.0,Background,-0.5259955102310385,0.7005543367625169,0.7318983196138603,0.7005543367625169
GAA,667,1003,40.19954299926758,-0.0029971472,-0.5260766823534924,0.7005825354757813,0.7318983196138603,16197,0,2,0.0010473477692224,9270,16197,-0.000393814407289,1.0689725968404671e-05,0.0003525707870721,-0.0011091846972703,-0.0001166267320513,-0.0120557863265275,Background,-0.5260766823534924,0.7005825354757813,0.7318983196138603,0.7005825354757813
RNF4,710,192,41.82465362548828,-0.0030039956,-0.5266196704771166,0.7007711353502157,0.7320128173009861,16198,0,1,0.0010128216341076,15249,16198,-0.0003983927890658,-0.0002726651728153,-0.0008621570304967,-0.0003192592412233,8.219946175813675e-05,-0.0112176872789859,Background,-0.5266196704771166,0.7007711353502157,0.7320128173009861,0.7007711353502157
H4C8,365,112,25.58680534362793,-0.0029533,-0.5267640546418078,0.7008212762413135,0.7320128173009861,16199,0,1,0.0010983705869627,5038,16199,-0.0015529463998973,-0.0023154898080974,-0.002463704207912,0.0,-0.0018562304321676,0.0011615210678428,Background,-0.5267640546418078,0.7008212762413135,0.7320128173009861,0.7008212762413135
CELF5,563,567,38.945926666259766,-0.0029887054,-0.5267658968808797,0.7008219159787232,0.7320128173009861,16200,0,0,0.001,15997,16200,-0.0010492831934243,-0.0005541446153074,-0.0030520251020789,-0.0025368430651724,-0.0004894065205007,-0.0002892520278692,Background,-0.5267658968808797,0.7008219159787232,0.7320128173009861,0.7008219159787232
PPP1R7,701,318,35.61957931518555,-0.0030085447,-0.5276962053504863,0.7011448962911183,0.7322940792157113,16201,0,2,0.0010355078792963,12186,16201,-0.0004974035546183,-4.5802440581610426e-05,0.000191580504179,-0.0029922982212156,4.708022242994048e-05,-0.0098778931424021,Background,-0.5276962053504863,0.7011448962911183,0.7322940792157113,0.7011448962911183
CDC42EP5,613,181,29.444082260131836,-0.0029999232,-0.5277908561664478,0.7011777478549113,0.7322940792157113,16202,0,2,0.001061450752173,7251,16202,-0.0016733821248635,-0.0022353031672537,2.629309892654419e-05,-7.565692067146301e-05,0.0004743598983623,-0.0108019690960645,Background,-0.5277908561664478,0.7011777478549113,0.7322940792157113,0.7011777478549113
C4orf54,652,2042,41.79035186767578,-0.0030094625,-0.5288471895141532,0.7015442703959531,0.7326316484212753,16203,0,1,0.0010313863292148,13115,16203,-0.0002675261348485,-0.0027493331581354,0.000223372131586,-0.0031842663884162,-8.679740130901337e-05,-0.0070244837552309,Background,-0.5288471895141532,0.7015442703959531,0.7326316484212753,0.7015442703959531
ADGRA1,614,637,36.795902252197266,-0.0030061426,-0.5290118936129425,0.7016014003609063,0.7326460932798627,16204,0,1,0.0010447516317475,9872,16204,-0.0003599470655899,-3.8590274925809354e-05,0.0003459099680185,-0.0031585439573973,-0.0001956447958946,-0.0094765638932585,Background,-0.5290118936129425,0.7016014003609063,0.7326460932798627,0.7016014003609063
TRIML1,662,482,42.09964370727539,-0.0030129724,-0.5293430429387116,0.7017162491603632,0.7327208054330457,16205,0,3,0.0011022120797338,4882,16205,-0.0006842240691184,0.0003828253247775,-0.0009561621118336,2.723187208175659e-06,0.0003828253247775,-0.0104667749255895,Background,-0.5293430429387116,0.7017162491603632,0.7327208054330457,0.7017162491603632
GABBR2,638,960,40.834754943847656,-0.0030125706,-0.529765488480038,0.7018627319791246,0.7328285380611358,16206,0,1,0.0010263729211218,14029,16206,-0.0003313086926937,-0.0015061222948133,0.0001822728663682,-0.0001276656985282,-0.0003165684465784,-0.0109281642362475,Background,-0.529765488480038,0.7018627319791246,0.7328285380611358,0.7018627319791246
SLC12A7,588,1155,36.680519104003906,-0.0030083722,-0.5300705236417212,0.7019684824183768,0.732893730548612,16207,0,3,0.0010808038738046,5889,16207,0.000106755644083,-0.0001390948891639,0.0003361329436302,-0.0030397791415452,0.000111786648631,-0.009344283491373,Background,-0.5300705236417212,0.7019684824183768,0.732893730548612,0.7019684824183768
ADGRE1,400,912,41.45685577392578,-0.002978962,-0.5302703220997468,0.7020377398375601,0.7329208166208881,16208,0,1,0.0010702349821085,6517,16208,-0.0018899478018283,0.0006494969129562,-0.0007524490356445,-7.893145084381104e-05,-0.0005387421697378,-0.0104767959564924,Background,-0.5302703220997468,0.7020377398375601,0.7329208166208881,0.7020377398375601
LINC00390,180,87,40.12995910644531,-0.0035188466,-0.5305336163906023,0.7021289960182228,0.7329708644348416,16209,0,1,0.001170824394089,3017,16209,0.0,-0.003147903829813,0.0070260502398014,0.0,-0.0039055161178112,0.0,Background,-0.5305336163906023,0.7021289960182228,0.7329708644348416,0.7021289960182228
ARHGAP8,554,482,36.59706497192383,-0.0030072222,-0.5307059532993166,0.702188720028419,0.7329879908452116,16210,0,4,0.0013016841913308,1053,16210,0.0015096757560968,0.0005021036486141,0.0001764725893735,-0.0030249408446252,0.0004383862542454,-0.0118344984948635,Background,-0.5307059532993166,0.702188720028419,0.7329879908452116,0.702188720028419
BAAT,429,427,40.954315185546875,-0.0029917061,-0.5316254017521556,0.7025072660424083,0.7332752728828321,16211,0,0,0.001,15997,16211,-0.0005573686212301,-0.0006799567490816,-0.0003097118751611,-0.0040751481428742,-0.0007766829803586,-0.0040751518681645,Background,-0.5316254017521556,0.7025072660424083,0.7332752728828321,0.7025072660424083
LGALS7B,251,245,30.562904357910156,-0.0029422366,-0.5320330030817925,0.7026484311067845,0.7333773811224957,16212,0,2,0.0010404383138904,10909,16212,0.000110664004751,-0.0054736966267228,0.0001541506499052,-3.1558796763420105e-05,-0.0054736966267228,-0.0032144682481884,Background,-0.5320330030817925,0.7026484311067845,0.7333773811224957,0.7026484311067845
SSUH2,669,428,41.753902435302734,-0.003029097,-0.5324264325240098,0.7027846589728541,0.7334743239671662,16213,0,3,0.0010313683576934,13118,16213,1.3164077245164664e-05,3.439975262153894e-05,0.0001577250659465,-0.0001627132296562,-0.0002915527729783,-0.0125159695744514,Background,-0.5324264325240098,0.7027846589728541,0.7334743239671662,0.7027846589728541
ITPRIPL2,688,557,38.75779724121094,-0.0030323467,-0.5327031667439114,0.7028804631591437,0.7335290685281776,16214,0,0,0.001,15997,16214,-0.0003694128245115,-0.0007421365007758,-0.0006993059068918,-0.0003207102417945,-9.54940915107727e-05,-0.0101425237953662,Background,-0.5327031667439114,0.7028804631591437,0.7335290685281776,0.7028804631591437
