gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,tier,z_track_b,p_track_b,q_track_b,p_combined
GABRR2,689,474,41.71460723876953,-0.030576756,-2.3541684396232543,0.9907179015951161,1.0,16186,0,1,0.0010501567,6570,16186,-0.043347675,0.00010561035,Background,-2.3541684396232543,0.9907179015951161,1.0,0.9907179015951161
OR5M8,179,330,41.52629089355469,-0.04320882,-2.355354202023035,0.9907474713639448,1.0,16187,0,0,0.001,15166,16187,0.0,-0.061106496,Background,-2.355354202023035,0.9907474713639448,1.0,0.9907474713639448
SLC45A2,689,596,41.70484924316406,-0.030598518,-2.355710823228451,0.9907563484108954,1.0,16188,0,1,0.0010195755,7570,16188,-0.04331277,3.9932784e-05,Background,-2.355710823228451,0.9907563484108954,1.0,0.9907563484108954
SPEM3,271,1585,42.077999114990234,-0.038407456,-2.3563167050597817,0.990771412987645,1.0,16189,0,0,0.001,11833,16189,-0.054316342,0.0,Background,-2.3563167050597817,0.990771412987645,1.0,0.990771412987645
HEXD,682,539,40.07723617553711,-0.030681094,-2.356802003113861,0.9907834638806259,1.0,16190,0,0,0.001,13654,16190,-0.0001167506,-0.043272868,Background,-2.356802003113861,0.9907834638806259,1.0,0.9907834638806259
FGFR2,687,851,41.58295822143555,-0.030660434,-2.3587448513009517,0.9908315707379032,1.0,16191,0,1,0.0010170306,7670,16191,-0.043395054,3.465102e-05,Background,-2.3587448513009517,0.9908315707379032,1.0,0.9908315707379032
NUDT9,686,408,41.63162612915039,-0.030702166,-2.361020963382348,0.9908876498171392,1.0,16192,0,1,0.0010280021,7265,16192,-0.043477036,5.7617435e-05,Background,-2.361020963382348,0.9908876498171392,1.0,0.9908876498171392
PHLDB1,683,1411,41.974727630615234,-0.030758396,-2.362953048601905,0.9909350168271034,1.0,16193,0,0,0.001,15169,16193,-0.00022402033,-0.04327492,Background,-2.362953048601905,0.9909350168271034,1.0,0.9909350168271034
MMP28,682,544,39.979942321777344,-0.03077208,-2.363235472456981,0.99094192263799,1.0,16194,0,0,0.001,13063,16194,-0.00071779266,-0.0428005,Background,-2.363235472456981,0.99094192263799,1.0,0.99094192263799
IQCF1,408,275,39.94091033935547,-0.034660414,-2.3640093471099455,0.9909608217709642,1.0,16195,0,0,0.001,14609,16195,-0.0001721736,-0.048845053,Background,-2.3640093471099455,0.9909608217709642,1.0,0.9909608217709642
PRSS1,375,253,43.16913986206055,-0.035403404,-2.3643611159869367,0.9909694010505569,1.0,16196,0,0,0.001,9397,16196,0.0,-0.050067972,Background,-2.3643611159869367,0.9909694010505569,1.0,0.9909694010505569
MKNK2,690,471,31.849098205566406,-0.030715046,-2.364646653785366,0.9909763597777682,1.0,16197,0,1,0.0010140591,7789,16197,-0.043466154,2.851896e-05,Background,-2.364646653785366,0.9909763597777682,1.0,0.9909763597777682
GSDME,684,517,43.08597183227539,-0.030856658,-2.3705897992695246,0.9911201354174226,1.0,16198,0,1,0.0013025594,3988,16198,0.00086762756,-0.04450554,Background,-2.3705897992695246,0.9911201354174226,1.0,0.9911201354174226
TTC21B,687,1281,43.2209587097168,-0.030830704,-2.3708046710041697,0.9911252957449532,1.0,16199,0,0,0.001,11494,16199,-0.043093055,-0.0005081352,Background,-2.3708046710041697,0.9911252957449532,1.0,0.9911252957449532
LRRC1,682,541,41.6519775390625,-0.030890822,-2.371631522582723,0.9911451287838139,1.0,16200,0,0,0.001,12488,16200,-0.00054561533,-0.043140605,Background,-2.371631522582723,0.9911451287838139,1.0,0.9911451287838139
C11orf96,691,130,30.863603591918945,-0.03081729,-2.3725739235415477,0.9911676860401732,1.0,16201,0,0,0.001,10056,16201,-0.04335965,-0.00022258074,Background,-2.3725739235415477,0.9911676860401732,1.0,0.9911676860401732
FAM185A,695,440,41.853965759277344,-0.03078568,-2.373032105734157,0.99117863485636,1.0,16202,0,1,0.0010809576,5837,16202,-0.043713696,0.00017617783,Background,-2.373032105734157,0.99117863485636,1.0,0.99117863485636
PLD2,689,946,41.470481872558594,-0.030846464,-2.3732840171156844,0.991184649512928,1.0,16203,0,0,0.001,15880,16203,-0.043516546,-0.00010694051,Background,-2.3732840171156844,0.991184649512928,1.0,0.991184649512928
NT5C,685,204,34.647056579589844,-0.030889463,-2.3735971526301602,0.9911921209505338,1.0,16204,0,0,0.001,17012,16204,-0.041973785,-0.0017105069,Background,-2.3735971526301602,0.9911921209505338,1.0,0.9911921209505338
IL20,686,190,40.72515106201172,-0.03088837,-2.374204921785248,0.991206606529517,1.0,16205,0,0,0.001,14662,16205,-0.0006952621,-0.04298749,Background,-2.374204921785248,0.991206606529517,1.0,0.991206606529517
LAMP2,694,446,41.63094329833984,-0.030818526,-2.3746904538210143,0.9912181636977645,1.0,16206,0,0,0.001,12764,16206,-0.043379854,-0.00020411238,Background,-2.3746904538210143,0.9912181636977645,1.0,0.9912181636977645
CNGA1,689,712,41.791053771972656,-0.030871755,-2.3750765188967256,0.9912273437386089,1.0,16207,0,0,0.001,17058,16207,-0.04354965,-0.00010960433,Background,-2.3750765188967256,0.9912273437386089,1.0,0.9912273437386089
LGALS9,501,365,41.97870635986328,-0.03316166,-2.375255904114919,0.9912316063831728,1.0,16208,0,0,0.001,12440,16208,0.0,-0.04689766,Background,-2.375255904114919,0.9912316063831728,1.0,0.9912316063831728
MAG,692,582,41.28524398803711,-0.030848015,-2.375431016596008,0.9912357657452343,1.0,16209,0,0,0.001,13275,16209,-0.043618046,-7.632654e-06,Background,-2.375431016596008,0.9912357657452343,1.0,0.9912357657452343
BIN2,691,657,42.07619094848633,-0.030865956,-2.3760254331847346,0.9912498717367493,1.0,16210,0,1,0.001028149,7257,16210,-0.043708976,5.792873e-05,Background,-2.3760254331847346,0.9912498717367493,1.0,0.9912498717367493
SLC4A7,686,1297,41.564453125,-0.030970072,-2.3799897371997063,0.9913434398882477,1.0,16211,0,0,0.001,11272,16211,-0.042957902,-0.0008403873,Background,-2.3799897371997063,0.9913434398882477,1.0,0.9913434398882477
SETD4,690,445,41.61408615112305,-0.030945502,-2.3809856988181273,0.9913668088680397,1.0,16212,0,0,0.001,8645,16212,-0.043303538,-0.00046001002,Background,-2.3809856988181273,0.9913668088680397,1.0,0.9913668088680397
OLFM4,688,589,41.1722297668457,-0.030967796,-2.3811995192366346,0.9913718186729095,1.0,16213,0,0,0.001,16558,16213,-0.043337077,-0.00045800675,Background,-2.3811995192366346,0.9913718186729095,1.0,0.9913718186729095
ADHFE1,689,481,41.6953010559082,-0.03096338,-2.3815704485826967,0.9913805034859727,1.0,16214,0,0,0.001,10825,16214,-0.043563835,-0.00022499636,Background,-2.3815704485826967,0.9913805034859727,1.0,0.9913805034859727
CD4,689,514,41.504913330078125,-0.030965436,-2.3817161677579692,0.9913839132065975,1.0,16215,0,0,0.001,14968,16215,-0.04325141,-0.0005403375,Background,-2.3817161677579692,0.9913839132065975,1.0,0.9913839132065975
AGER,689,434,41.499717712402344,-0.030976234,-2.3824814769284917,0.9914018014566887,1.0,16216,0,1,0.0010177513,7637,16216,-0.04384315,3.6144163e-05,Background,-2.3824814769284917,0.9914018014566887,1.0,0.9914018014566887
TMEM145,689,520,41.105228424072266,-0.031012489,-2.385051053144207,0.9914616243380654,1.0,16217,0,1,0.0012096383,4387,16217,-0.044388764,0.0005304869,Background,-2.385051053144207,0.9914616243380654,1.0,0.9914616243380654
GPC4,685,566,41.32927322387695,-0.031056669,-2.385431996807882,0.9914704620183302,1.0,16218,0,0,0.001,14173,16218,-0.00035037287,-0.043570388,Background,-2.385431996807882,0.9914704620183302,1.0,0.9914704620183302
SPI1,689,282,31.659318923950195,-0.031020833,-2.3856424348555274,0.9914753406211465,1.0,16219,0,0,0.001,11893,16219,-0.04382859,-4.1491818e-05,Background,-2.3856424348555274,0.9914753406211465,1.0,0.9914753406211465
TRIM10,688,488,44.06358337402344,-0.031060517,-2.38776892939527,0.9915245021061643,1.0,16220,0,0,0.001,12030,16220,-0.043902755,-2.3458968e-05,Background,-2.38776892939527,0.9915245021061643,1.0,0.9915245021061643
TXK,688,531,41.902462005615234,-0.03107887,-2.3890692646444744,0.9915544412355803,1.0,16221,0,0,0.001,8922,16221,-0.043775566,-0.00017659343,Background,-2.3890692646444744,0.9915544412355803,1.0,0.9915544412355803
THAP6,683,227,42.04434585571289,-0.031129692,-2.3892156583763424,0.9915578060082577,1.0,16222,0,0,0.001,10944,16222,0.0,-0.044024043,Background,-2.3892156583763424,0.9915578060082577,1.0,0.9915578060082577
MTREX,685,1053,41.56705093383789,-0.031122962,-2.3901242167346415,0.9915786623809287,1.0,16223,0,0,0.001,16506,16223,-0.00042227283,-0.043592237,Background,-2.3901242167346415,0.9915786623809287,1.0,0.9915786623809287
CEACAM16,691,438,39.64934539794922,-0.031076375,-2.3909488542098813,0.9915975531426071,1.0,16224,0,0,0.001,15281,16224,-0.043746363,-0.00020225951,Background,-2.3909488542098813,0.9915975531426071,1.0,0.9915975531426071
CD68,685,532,42.023536682128906,-0.031137567,-2.3911579589401586,0.9916023373889438,1.0,16225,0,0,0.001,14762,16225,-0.0005269032,-0.043508265,Background,-2.3911579589401586,0.9916023373889438,1.0,0.9916023373889438
MIGA2,691,597,41.45209884643555,-0.031092856,-2.3921177263265414,0.9916242658812996,1.0,16226,0,1,0.0010148874,7758,16226,-0.044002157,3.0224444e-05,Background,-2.3921177263265414,0.9916242658812996,1.0,0.9916242658812996
NEUROD2,685,396,31.839357376098633,-0.031182123,-2.394311633552209,0.9916742029465305,1.0,16227,0,0,0.001,16100,16227,-0.00013318658,-0.043964997,Background,-2.394311633552209,0.9916742029465305,1.0,0.9916742029465305
MORC3,690,970,41.51834487915039,-0.031134224,-2.394365854928937,0.9916754337998587,1.0,16228,0,0,0.001,13101,16228,-0.044002667,-2.776878e-05,Background,-2.394365854928937,0.9916754337998587,1.0,0.9916754337998587
PRDM13,690,764,40.02074432373047,-0.03116232,-2.396357826538444,0.99172054196439,1.0,16229,0,0,0.001,15586,16229,-0.04380129,-0.00026888843,Background,-2.396357826538444,0.99172054196439,1.0,0.99172054196439
GSDMB,203,458,40.734981536865234,-0.042447515,-2.3965866166039063,0.9917257091427157,1.0,16230,0,0,0.001,13888,16230,0.0,-0.060029846,Background,-2.3965866166039063,0.9917257091427157,1.0,0.9917257091427157
MADD,691,1624,41.97157287597656,-0.031156512,-2.3966323627841657,0.9917267419713043,1.0,16231,0,0,0.001,13247,16231,-0.04396224,-9.971764e-05,Background,-2.3966323627841657,0.9917267419713043,1.0,0.9917267419713043
FZD7,688,580,34.15257263183594,-0.031194063,-2.3972308468578216,0.9917402437427189,1.0,16232,0,0,0.001,10123,16232,-0.044045426,-6.963825e-05,Background,-2.3972308468578216,0.9917402437427189,1.0,0.9917402437427189
ACOT11,680,630,41.43772888183594,-0.031275246,-2.3974152829899635,0.9917444007099233,1.0,16233,0,0,0.001,11681,16233,-0.00044746697,-0.043782406,Background,-2.3974152829899635,0.9917444007099233,1.0,0.9917444007099233
ARRB1,691,430,41.6241569519043,-0.031178953,-2.398223932420108,0.9917626050065849,1.0,16234,0,0,0.001,12135,16234,-0.04402202,-7.1682734e-05,Background,-2.398223932420108,0.9917626050065849,1.0,0.9917626050065849
SMARCA5,689,1094,40.30916213989258,-0.03120822,-2.398923504455146,0.9917783252990564,1.0,16235,0,0,0.001,11385,16235,-0.044004787,-0.0001303053,Background,-2.398923504455146,0.9917783252990564,1.0,0.9917783252990564
SAXO1,695,485,42.61894989013672,-0.031182805,-2.4012345775601895,0.9918300709333925,1.0,16236,0,1,0.0013481186,3875,16236,-0.04516719,0.0010680426,Background,-2.4012345775601895,0.9918300709333925,1.0,0.9918300709333925
NPR2,692,1113,41.76107025146485,-0.031215226,-2.401483171087233,0.9918356199370947,1.0,16237,0,0,0.001,17086,16237,-0.044022378,-0.0001226156,Background,-2.401483171087233,0.9918356199370947,1.0,0.9918356199370947
SIAE,694,560,41.7952880859375,-0.03119672,-2.4015396228990538,0.9918368795700315,1.0,16238,0,1,0.001159095,4773,16238,-0.044497214,0.0003783896,Background,-2.4015396228990538,0.9918368795700315,1.0,0.9918368795700315
TPM2,690,284,41.66205596923828,-0.031237634,-2.4016974958792177,0.991840401349547,1.0,16239,0,0,0.001,10340,16239,-0.043618534,-0.0005581472,Background,-2.4016974958792177,0.991840401349547,1.0,0.991840401349547
C19orf25,692,143,35.867530822753906,-0.03122156,-2.4019325431010006,0.9918456422337314,1.0,16240,0,1,0.0011105974,5319,16240,-0.04440265,0.00024870038,Background,-2.4019325431010006,0.9918456422337314,1.0,0.9918456422337314
KDELR2,691,221,41.48541259765625,-0.03124061,-2.402596794995006,0.9918604371735832,1.0,16241,0,0,0.001,14277,16241,-0.04411333,-6.756373e-05,Background,-2.402596794995006,0.9918604371735832,1.0,0.9918604371735832
RPGRIP1L,693,1338,41.52769088745117,-0.031230293,-2.4032381089977557,0.9918746988306049,1.0,16242,0,0,0.001,9748,16242,-0.043766644,-0.0003996566,Background,-2.4032381089977557,0.9918746988306049,1.0,0.9918746988306049
PCDH10,689,1123,41.8770637512207,-0.031285454,-2.4043974707892937,0.9919004252049269,1.0,16243,0,0,0.001,14798,16243,-0.043164764,-0.0010795495,Background,-2.4043974707892937,0.9919004252049269,1.0,0.9919004252049269
PNKP,690,558,38.83511734008789,-0.031320985,-2.407606978567999,0.9919712715256316,1.0,16244,0,0,0.001,15785,16244,-0.043691725,-0.00060282927,Background,-2.407606978567999,0.9919712715256316,1.0,0.9919712715256316
PDZD7,689,1123,41.84107208251953,-0.031330954,-2.407622287168139,0.991971608136445,1.0,16245,0,0,0.001,14953,16245,-0.04416639,-0.00014227186,Background,-2.407622287168139,0.991971608136445,1.0,0.991971608136445
CHP2,687,272,33.96595001220703,-0.031352896,-2.407790290141204,0.9919753014290398,1.0,16246,0,0,0.001,16811,16246,-0.00023046508,-0.044109225,Background,-2.407790290141204,0.9919753014290398,1.0,0.9919753014290398
OR10D3,351,319,41.82087707519531,-0.036745217,-2.4087160307206745,0.9919956256645094,1.0,16247,0,0,0.001,16598,16247,-0.027375551,-0.024590034,Background,-2.4087160307206745,0.9919956256645094,1.0,0.9919956256645094
DCP1B,690,688,41.51734924316406,-0.031342234,-2.4091135063559546,0.992004338174778,1.0,16248,0,1,0.0010273848,7289,16248,-0.04438092,5.6311488e-05,Background,-2.4091135063559546,0.992004338174778,1.0,0.992004338174778
EXT2,691,719,41.93536376953125,-0.031336874,-2.409424069155442,0.9920111397863092,1.0,16249,0,0,0.001,16844,16249,-0.044054843,-0.00026217848,Background,-2.409424069155442,0.9920111397863092,1.0,0.9920111397863092
COPA,692,1259,41.72431182861328,-0.031389568,-2.4138520399890613,0.9921075645501664,1.0,16250,0,0,0.001,16203,16250,-0.04435103,-4.052138e-05,Background,-2.4138520399890613,0.9921075645501664,1.0,0.9921075645501664
NCF4,684,344,34.98543167114258,-0.031475138,-2.414351072031575,0.9921183671697922,1.0,16251,0,0,0.001,15985,16251,-0.00029246882,-0.04422009,Background,-2.414351072031575,0.9921183671697922,1.0,0.9921183671697922
NMU,691,186,41.31839370727539,-0.031416576,-2.4150767264846102,0.9921340523119777,1.0,16252,0,1,0.00120562,4410,16252,-0.044947438,0.0005176867,Background,-2.4150767264846102,0.9921340523119777,1.0,0.9921340523119777
ASB3,690,521,42.238807678222656,-0.031432867,-2.4155392738276382,0.9921440360149129,1.0,16253,0,0,0.001,11366,16253,-0.043745607,-0.00070717256,Background,-2.4155392738276382,0.9921440360149129,1.0,0.9921440360149129
AMBRA1,692,1320,41.97368240356445,-0.031428516,-2.4166152451030807,0.9921672168550886,1.0,16254,0,0,0.001,10302,16254,-0.04428627,-0.00016036793,Background,-2.4166152451030807,0.9921672168550886,1.0,0.9921672168550886
MINDY1,689,620,41.842247009277344,-0.031459596,-2.4167397998847853,0.9921698963866237,1.0,16255,0,0,0.001,13192,16255,-0.044067428,-0.00042316504,Background,-2.4167397998847853,0.9921698963866237,1.0,0.9921698963866237
FTMT,690,260,41.587249755859375,-0.031474907,-2.4185198577706783,0.9922081025281164,1.0,16256,0,1,0.0011678161,4692,16256,0.00040331483,-0.044915553,Background,-2.4185198577706783,0.9922081025281164,1.0,0.9922081025281164
ABCD4,693,612,41.610347747802734,-0.031449422,-2.418789601590758,0.9922138778201566,1.0,16257,0,0,0.001,10040,16257,-0.044373572,-0.00010263128,Background,-2.418789601590758,0.9922138778201566,1.0,0.9922138778201566
AFMID,689,313,40.46994400024414,-0.031508394,-2.4201983622947827,0.9922439786267169,1.0,16258,0,0,0.001,10723,16258,-0.04399234,-0.00056725624,Background,-2.4201983622947827,0.9922439786267169,1.0,0.9922439786267169
PCYT2,686,404,41.52684020996094,-0.031557743,-2.421599101222987,0.9922738064525816,1.0,16259,0,0,0.001,14725,16259,-0.00031676702,-0.044312622,Background,-2.421599101222987,0.9922738064525816,1.0,0.9922738064525816
CLPP,693,291,30.684329986572266,-0.031581428,-2.4281580116653347,0.9924121350484676,1.0,16260,0,0,0.001,16993,16260,-0.04434453,-0.00031834468,Background,-2.4281580116653347,0.9924121350484676,1.0,0.9924121350484676
SLC23A3,692,644,41.79068756103515,-0.031592574,-2.4282545052601066,0.992414153731395,1.0,16261,0,0,0.001,11757,16261,-0.04449062,-0.00018802681,Background,-2.4282545052601066,0.992414153731395,1.0,0.992414153731395
MSL1,688,685,41.63169860839844,-0.03168025,-2.4316778633567453,0.9924854663493217,1.0,16262,0,0,0.001,16276,16262,-0.00034059957,-0.044462033,Background,-2.4316778633567453,0.9924854663493217,1.0,0.9924854663493217
BGN,692,371,35.355228424072266,-0.031665817,-2.4334508037135865,0.9925221661806195,1.0,16263,0,0,0.001,8581,16263,-0.04445964,-0.00032257754,Background,-2.4334508037135865,0.9925221661806195,1.0,0.9925221661806195
CASC3,687,720,42.37628936767578,-0.031723004,-2.434004160762679,0.9925335882826416,1.0,16264,0,0,0.001,15558,16264,-0.00024096295,-0.04462214,Background,-2.434004160762679,0.9925335882826416,1.0,0.9925335882826416
ALKBH7,700,230,40.096073150634766,-0.031609897,-2.435014015726271,0.992554393554824,1.0,16265,0,0,0.001,11071,16265,-0.04408636,-0.0006167841,Background,-2.435014015726271,0.992554393554824,1.0,0.992554393554824
SLC13A4,692,635,41.19029998779297,-0.031704392,-2.4361875459666753,0.9925785067197141,1.0,16266,0,1,0.0010059722,8121,16266,-0.0448488,1.2015924e-05,Background,-2.4361875459666753,0.9925785067197141,1.0,0.9925785067197141
DAP3,690,362,41.80750274658203,-0.031739432,-2.437274352716747,0.9926007765294687,1.0,16267,0,0,0.001,13257,16267,-0.044830997,-5.5346172e-05,Background,-2.437274352716747,0.9926007765294687,1.0,0.9926007765294687
PTGS1,693,613,40.97152328491211,-0.031711422,-2.4373836309495682,0.9926030124933158,1.0,16268,0,0,0.001,9527,16268,-0.044757485,-8.92377e-05,Background,-2.4373836309495682,0.9926030124933158,1.0,0.9926030124933158
ADGRG6,692,1285,41.88362503051758,-0.03174614,-2.439149399902695,0.9926390597892119,1.0,16269,0,1,0.0010028313,8272,16269,-0.044901505,5.6785066e-06,Background,-2.439149399902695,0.9926390597892119,1.0,0.9926390597892119
PEX10,695,337,37.33330535888672,-0.031727765,-2.439935790141403,0.9926550636615492,1.0,16270,0,0,0.001,14998,16270,-0.044647813,-0.00022202649,Background,-2.439935790141403,0.9926550636615492,1.0,0.9926550636615492
HPN,691,419,41.447139739990234,-0.03177059,-2.4401842499059576,0.9926601137004584,1.0,16271,0,1,0.0010177015,7640,16271,-0.044966433,3.6040787e-05,Background,-2.4401842499059576,0.9926601137004584,1.0,0.9926601137004584
TEKT5,697,498,35.857582092285156,-0.03171177,-2.4401872705143797,0.9926601750766345,1.0,16272,0,1,0.001228509,4281,16272,-0.045439593,0.00059238286,Background,-2.4401872705143797,0.9926601750766345,1.0,0.9926601750766345
ALX4,694,448,41.814666748046875,-0.031742346,-2.4402753107401467,0.9926619637798801,1.0,16273,0,0,0.001,11036,16273,-0.044883423,-7.030554e-06,Background,-2.4402753107401467,0.9926619637798801,1.0,0.9926619637798801
NUAK1,688,676,40.160457611083984,-0.031839486,-2.4429599525924153,0.9927163231627634,1.0,16274,0,0,0.001,17040,16274,-0.00034639798,-0.044681434,Background,-2.4429599525924153,0.9927163231627634,1.0,0.9927163231627634
SMC3,693,1218,41.48991012573242,-0.031806197,-2.4441097726765957,0.9927394962411095,1.0,16275,0,0,0.001,11408,16275,-0.04497279,-7.96048e-06,Background,-2.4441097726765957,0.9927394962411095,1.0,0.9927394962411095
TK1,690,280,30.170337677001953,-0.031841703,-2.4445252399774193,0.9927478534238665,1.0,16276,0,0,0.001,11192,16276,-0.044923477,-0.0001074872,Background,-2.4445252399774193,0.9927478534238665,1.0,0.9927478534238665
SART3,688,1078,41.70711135864258,-0.0318622,-2.4445692706793993,0.9927487386102869,1.0,16277,0,0,0.001,8931,16277,-0.0002629459,-0.044797007,Background,-2.4445692706793993,0.9927487386102869,1.0,0.9927487386102869
COG3,693,866,41.5246696472168,-0.0318238,-2.4453590501529434,0.9927646000419731,1.0,16278,0,0,0.001,16913,16278,-0.04496769,-3.7956983e-05,Background,-2.4453590501529434,0.9927646000419731,1.0,0.9927646000419731
KICS2,688,450,41.842872619628906,-0.031887654,-2.4463727215284834,0.9927849131371105,1.0,16279,0,0,0.001,12707,16279,-0.00045950525,-0.04463645,Background,-2.4463727215284834,0.9927849131371105,1.0,0.9927849131371105
GAS8,691,493,32.5654296875,-0.031859018,-2.4464557761199006,0.9927865752477251,1.0,16280,0,0,0.001,15843,16280,-0.044661842,-0.00039360835,Background,-2.4464557761199006,0.9927865752477251,1.0,0.9927865752477251
RAPGEF3,694,1029,41.938987731933594,-0.03185115,-2.4479996453207247,0.9928174101500481,1.0,16281,0,1,0.001001356,8352,16281,-0.04504705,2.7157366e-06,Background,-2.4479996453207247,0.9928174101500481,1.0,0.9928174101500481
HNF4A,693,444,41.74331283569336,-0.03186156,-2.4480388614070985,0.9928181918763197,1.0,16282,0,0,0.001,13554,16282,-0.044898104,-0.00016094325,Background,-2.4480388614070985,0.9928181918763197,1.0,0.9928181918763197
TRIP10,693,636,41.0330924987793,-0.031870224,-2.4486537418283385,0.9928304389809341,1.0,16283,0,1,0.0010193761,7578,16283,-0.04511082,3.951788e-05,Background,-2.4486537418283385,0.9928304389809341,1.0,0.9928304389809341
SYNGR2,695,228,34.770835876464844,-0.031851444,-2.448719053630158,0.9928317387695951,1.0,16284,0,1,0.0010187668,7601,16284,-0.045082994,3.825128e-05,Background,-2.448719053630158,0.9928317387695951,1.0,0.9928317387695951
ATP4A,691,1040,39.3025016784668,-0.03189222,-2.4488105417298356,0.9928335591506627,1.0,16285,0,0,0.001,11519,16285,-0.044958055,-0.00014436035,Background,-2.4488105417298356,0.9928335591506627,1.0,0.9928335591506627
L3MBTL2,687,718,41.492889404296875,-0.031943515,-2.4496224311718895,0.9928496958329147,1.0,16286,0,0,0.001,12783,16286,-0.00029791705,-0.044877034,Background,-2.4496224311718895,0.9928496958329147,1.0,0.9928496958329147
ANKRD50,692,1467,41.705421447753906,-0.031928685,-2.4521002389069753,0.9928987454106063,1.0,16287,0,0,0.001,10210,16287,-0.045057006,-9.6981414e-05,Background,-2.4521002389069753,0.9928987454106063,1.0,0.9928987454106063
UBN2,408,1381,45.63133239746094,-0.036076296,-2.4521927080125683,0.9929005701275945,1.0,16288,0,0,0.001,9667,16288,-0.051019587,0.0,Background,-2.4521927080125683,0.9929005701275945,1.0,0.9929005701275945
SERINC2,695,490,41.16964340209961,-0.031905048,-2.4525258280708573,0.9929071402434122,1.0,16289,0,1,0.0010073985,8054,16289,-0.045135453,1.4907215e-05,Background,-2.4525258280708573,0.9929071402434122,1.0,0.9929071402434122
LYZL4,692,158,39.69849395751953,-0.03197248,-2.455207319321078,0.992959832090843,1.0,16290,0,0,0.001,13242,16290,-0.045029834,-0.00018608151,Background,-2.455207319321078,0.992959832090843,1.0,0.992959832090843
FBN3,444,2865,41.03916549682617,-0.03539104,-2.4556387341919406,0.9929682771418502,1.0,16291,0,0,0.001,10762,16291,0.0,-0.05005049,Background,-2.4556387341919406,0.9929682771418502,1.0,0.9929682771418502
SIGLEC11,111,714,41.175235748291016,-0.0525575,-2.4563689877260977,0.992982551658242,1.0,16292,0,0,0.001,11558,16292,0.0,-0.074327536,Background,-2.4563689877260977,0.992982551658242,1.0,0.992982551658242
COL8A2,689,719,41.3250846862793,-0.03203655,-2.457631463819735,0.9930071693896394,1.0,16293,0,0,0.001,16088,16293,-0.00019106641,-0.04511546,Background,-2.457631463819735,0.9930071693896394,1.0,0.9930071693896394
ATP6V0E2,697,86,25.42273330688477,-0.032004762,-2.461008308856589,0.9930726421278327,1.0,16294,0,0,0.001,11559,16294,-0.045175806,-8.5762e-05,Background,-2.461008308856589,0.9930726421278327,1.0,0.9930726421278327
FBXO27,420,365,41.639991760253906,-0.036014974,-2.4644727878958355,0.9931392508842392,1.0,16295,0,0,0.001,11668,16295,-0.05093287,0.0,Background,-2.4644727878958355,0.9931392508842392,1.0,0.9931392508842392
GCAT,689,450,41.336124420166016,-0.032134347,-2.4645628345318653,0.9931409745704818,1.0,16296,0,0,0.001,14876,16296,-0.0003482569,-0.045096565,Background,-2.4645628345318653,0.9931409745704818,1.0,0.9931409745704818
ARMC10,689,315,39.2866096496582,-0.032137185,-2.464763978023803,0.9931448235080959,1.0,16297,0,0,0.001,12085,16297,-0.044839248,-0.0006095953,Background,-2.464763978023803,0.9931448235080959,1.0,0.9931448235080959
NAT14,688,213,41.90738296508789,-0.03214785,-2.464807965385176,0.9931456649644572,1.0,16298,0,0,0.001,15949,16298,-0.042762823,-0.0027011032,Background,-2.464807965385176,0.9931456649644572,1.0,0.9931456649644572
PRR7,690,316,29.91318702697754,-0.032141935,-2.465811317008506,0.9931648338259346,1.0,16299,0,0,0.001,9447,16299,-0.00053114444,-0.044924412,Background,-2.465811317008506,0.9931648338259346,1.0,0.9931648338259346
UBE2J2,696,259,32.54815673828125,-0.03210118,-2.4671578093669,0.9931904839148392,1.0,16300,0,0,0.001,9851,16300,-0.045328353,-6.957259e-05,Background,-2.4671578093669,0.9931904839148392,1.0,0.9931904839148392
CELF2,693,484,32.279544830322266,-0.032134436,-2.4674047558930328,0.993195178899454,1.0,16301,0,0,0.001,15090,16301,-0.045416616,-2.8333161e-05,Background,-2.4674047558930328,0.993195178899454,1.0,0.993195178899454
CILK1,693,640,41.53599548339844,-0.032137055,-2.4675906252170425,0.9931987107886662,1.0,16302,0,0,0.001,16574,16302,-0.045391805,-5.6850724e-05,Background,-2.4675906252170425,0.9931987107886662,1.0,0.9931987107886662
NEU1,696,430,41.03912353515625,-0.032107893,-2.4676347013941435,0.9931995480866764,1.0,16303,0,1,0.001015995,7709,16303,-0.04543993,3.2510143e-05,Background,-2.4676347013941435,0.9931995480866764,1.0,0.9931995480866764
OR6K2,445,377,41.70902633666992,-0.03556863,-2.4681803158852897,0.993209905375029,1.0,16304,0,0,0.001,15147,16304,-0.00010781735,-0.05019382,Background,-2.4681803158852897,0.993209905375029,1.0,0.993209905375029
MAPRE1,694,298,41.57855987548828,-0.03213878,-2.4684193941848434,0.9932144393566714,1.0,16305,0,0,0.001,13485,16305,-0.045099713,-0.0003513808,Background,-2.4684193941848434,0.9932144393566714,1.0,0.9932144393566714
P4HTM,695,538,41.57915115356445,-0.0321541,-2.4702126571881804,0.993248362364416,1.0,16306,0,0,0.001,15315,16306,-0.04519116,-0.00028160098,Background,-2.4702126571881804,0.993248362364416,1.0,0.993248362364416
